L1,L2,m1,m2,dd1,st,pr
1.458000e+01,8.100000e-01,5,15,8.284133e-01,5.940000e+00,1.394635e-01
1.458000e+01,8.100000e-01,5,20,8.350957e-01,5.790000e+00,1.442307e-01
1.458000e+01,8.100000e-01,5,25,8.385294e-01,5.730000e+00,1.463402e-01
1.458000e+01,8.100000e-01,5,30,8.369247e-01,5.780000e+00,1.447967e-01
1.458000e+01,8.100000e-01,5,35,8.208899e-01,5.830000e+00,1.408044e-01
1.458000e+01,8.100000e-01,5,40,8.389054e-01,5.840000e+00,1.436482e-01
1.458000e+01,8.100000e-01,5,45,8.463187e-01,5.670000e+00,1.492626e-01
1.458000e+01,8.100000e-01,5,50,8.325770e-01,5.790000e+00,1.437957e-01
1.458000e+01,8.100000e-01,5,55,8.332603e-01,5.640000e+00,1.477412e-01
1.458000e+01,8.100000e-01,5,60,8.290112e-01,5.570000e+00,1.488350e-01
1.458000e+01,8.100000e-01,5,65,8.428926e-01,5.930000e+00,1.421404e-01
1.458000e+01,8.100000e-01,5,70,8.268610e-01,5.600000e+00,1.476537e-01
1.458000e+01,8.100000e-01,5,75,8.374827e-01,5.730000e+00,1.461575e-01
1.458000e+01,8.100000e-01,5,80,8.300301e-01,5.670000e+00,1.463898e-01
1.458000e+01,8.100000e-01,5,85,8.425756e-01,5.840000e+00,1.442766e-01
1.458000e+01,8.100000e-01,5,90,8.299937e-01,5.500000e+00,1.509080e-01
1.458000e+01,8.100000e-01,5,95,8.385636e-01,5.830000e+00,1.438359e-01
1.458000e+01,8.100000e-01,5,100,8.307841e-01,5.610000e+00,1.480899e-01
1.458000e+01,8.100000e-01,5,105,8.352700e-01,5.660000e+00,1.475742e-01
1.458000e+01,8.100000e-01,5,110,8.405736e-01,5.860000e+00,1.434426e-01
1.458000e+01,8.100000e-01,5,115,8.328759e-01,5.540000e+00,1.503386e-01
1.458000e+01,8.100000e-01,5,120,8.377507e-01,5.710000e+00,1.467164e-01
1.458000e+01,8.100000e-01,5,125,8.324968e-01,5.630000e+00,1.478680e-01
1.458000e+01,8.100000e-01,5,130,8.381910e-01,5.730000e+00,1.462811e-01
1.458000e+01,8.100000e-01,5,135,8.402340e-01,5.910000e+00,1.421716e-01
1.458000e+01,8.100000e-01,5,140,8.281084e-01,5.620000e+00,1.473502e-01
1.458000e+01,8.100000e-01,5,145,8.360415e-01,5.770000e+00,1.448945e-01
1.458000e+01,8.100000e-01,5,150,8.328910e-01,5.710000e+00,1.458653e-01
1.458000e+01,8.100000e-01,5,155,8.339495e-01,5.670000e+00,1.470810e-01
1.458000e+01,8.100000e-01,5,160,8.404440e-01,5.760000e+00,1.459104e-01
1.458000e+01,8.100000e-01,5,165,8.395802e-01,5.950000e+00,1.411059e-01
1.458000e+01,8.100000e-01,5,170,8.323638e-01,5.670000e+00,1.468014e-01
1.458000e+01,8.100000e-01,5,175,8.401250e-01,5.820000e+00,1.443514e-01
1.458000e+01,8.100000e-01,5,180,8.313323e-01,5.770000e+00,1.440784e-01
1.458000e+01,8.100000e-01,5,185,8.373577e-01,5.710000e+00,1.466476e-01
1.458000e+01,8.100000e-01,5,190,8.383668e-01,5.690000e+00,1.473404e-01
1.458000e+01,8.100000e-01,5,195,8.347881e-01,5.840000e+00,1.429432e-01
1.458000e+01,8.100000e-01,5,200,8.345055e-01,5.720000e+00,1.458926e-01
1.458000e+01,8.100000e-01,5,205,8.345771e-01,5.700000e+00,1.464170e-01
1.458000e+01,8.100000e-01,5,210,8.356569e-01,5.840000e+00,1.430919e-01
1.458000e+01,8.100000e-01,5,215,8.337116e-01,5.640000e+00,1.478212e-01
1.458000e+01,8.100000e-01,5,220,8.411848e-01,5.770000e+00,1.457859e-01
1.458000e+01,8.100000e-01,5,225,8.419252e-01,5.730000e+00,1.469328e-01
1.458000e+01,8.100000e-01,5,230,8.363551e-01,5.860000e+00,1.427227e-01
1.458000e+01,8.100000e-01,5,235,8.314241e-01,5.670000e+00,1.466356e-01
1.458000e+01,8.100000e-01,5,240,8.373986e-01,5.740000e+00,1.458883e-01
1.458000e+01,8.100000e-01,5,245,8.362399e-01,5.860000e+00,1.427031e-01
1.458000e+01,8.100000e-01,5,250,8.325196e-01,5.670000e+00,1.468289e-01
1.458000e+01,8.100000e-01,5,255,8.368325e-01,5.670000e+00,1.475895e-01
1.458000e+01,8.100000e-01,5,260,8.362327e-01,5.790000e+00,1.444271e-01
1.458000e+01,8.100000e-01,5,265,8.350511e-01,5.780000e+00,1.444725e-01
1.458000e+01,8.100000e-01,5,270,8.378105e-01,5.720000e+00,1.464704e-01
1.458000e+01,8.100000e-01,5,275,8.343804e-01,5.690000e+00,1.466398e-01
1.458000e+01,8.100000e-01,5,280,8.413247e-01,5.810000e+00,1.448063e-01
1.458000e+01,8.100000e-01,5,285,8.363935e-01,5.890000e+00,1.420023e-01
1.458000e+01,8.100000e-01,5,290,8.378628e-01,5.670000e+00,1.477712e-01
1.458000e+01,8.100000e-01,5,295,8.378685e-01,5.760000e+00,1.454633e-01
1.458000e+01,8.100000e-01,5,300,8.386799e-01,5.800000e+00,1.446000e-01
1.458000e+01,8.100000e-01,5,305,8.383156e-01,5.800000e+00,1.445372e-01
1.458000e+01,8.100000e-01,5,310,8.362509e-01,5.730000e+00,1.459426e-01
1.458000e+01,8.100000e-01,5,315,8.391689e-01,5.730000e+00,1.464518e-01
1.458000e+01,8.100000e-01,5,320,8.391099e-01,5.760000e+00,1.456788e-01
1.458000e+01,8.100000e-01,5,325,8.377130e-01,5.840000e+00,1.434440e-01
1.458000e+01,8.100000e-01,5,330,8.369927e-01,5.670000e+00,1.476178e-01
1.458000e+01,8.100000e-01,5,335,8.375000e-01,5.720000e+00,1.464161e-01
1.458000e+01,8.100000e-01,5,340,8.388067e-01,5.850000e+00,1.433858e-01
1.458000e+01,8.100000e-01,5,345,8.393917e-01,5.810000e+00,1.444736e-01
1.458000e+01,8.100000e-01,5,350,8.353604e-01,5.690000e+00,1.468120e-01
1.458000e+01,8.100000e-01,5,355,8.382161e-01,5.790000e+00,1.447696e-01
1.458000e+01,8.100000e-01,5,360,8.385827e-01,5.760000e+00,1.455873e-01
1.458000e+01,8.100000e-01,5,365,8.439014e-01,5.860000e+00,1.440105e-01
1.458000e+01,8.100000e-01,5,370,8.386092e-01,5.870000e+00,1.428636e-01
1.458000e+01,8.100000e-01,5,375,8.388535e-01,5.710000e+00,1.469095e-01
1.458000e+01,8.100000e-01,5,380,8.412560e-01,5.750000e+00,1.463054e-01
1.458000e+01,8.100000e-01,5,385,8.421967e-01,5.820000e+00,1.447073e-01
1.458000e+01,8.100000e-01,5,390,8.358063e-01,5.820000e+00,1.436093e-01
1.458000e+01,8.100000e-01,5,395,8.371057e-01,5.700000e+00,1.468606e-01
1.458000e+01,8.100000e-01,5,400,8.406629e-01,5.740000e+00,1.464569e-01
1.458000e+01,8.100000e-01,5,405,8.392130e-01,5.790000e+00,1.449418e-01
1.458000e+01,8.100000e-01,5,410,8.378345e-01,5.770000e+00,1.452053e-01
1.458000e+01,8.100000e-01,5,415,8.360946e-01,5.840000e+00,1.431669e-01
1.458000e+01,8.100000e-01,5,420,8.347078e-01,5.740000e+00,1.454195e-01
1.458000e+01,8.100000e-01,5,425,8.430472e-01,5.730000e+00,1.471287e-01
1.458000e+01,8.100000e-01,5,430,8.384377e-01,5.810000e+00,1.443094e-01
1.458000e+01,8.100000e-01,5,435,8.397341e-01,5.820000e+00,1.442842e-01
1.458000e+01,8.100000e-01,5,440,8.413047e-01,5.680000e+00,1.481170e-01
1.458000e+01,8.100000e-01,5,445,8.369676e-01,5.730000e+00,1.460677e-01
1.458000e+01,8.100000e-01,5,450,8.424312e-01,5.770000e+00,1.460019e-01
1.458000e+01,8.100000e-01,5,455,8.402958e-01,5.790000e+00,1.451288e-01
1.458000e+01,8.100000e-01,5,460,8.409650e-01,5.820000e+00,1.444957e-01
1.458000e+01,8.100000e-01,5,465,8.383998e-01,5.850000e+00,1.433162e-01
1.458000e+01,8.100000e-01,5,470,8.369484e-01,5.780000e+00,1.448008e-01
1.458000e+01,8.100000e-01,5,475,8.367510e-01,5.740000e+00,1.457754e-01
1.458000e+01,8.100000e-01,5,480,8.376224e-01,5.820000e+00,1.439214e-01
1.458000e+01,8.100000e-01,5,485,8.384955e-01,5.850000e+00,1.433326e-01
1.458000e+01,8.100000e-01,5,490,8.385192e-01,5.690000e+00,1.473672e-01
1.458000e+01,8.100000e-01,5,495,8.366452e-01,5.690000e+00,1.470378e-01
1.458000e+01,8.100000e-01,5,500,8.388843e-01,5.770000e+00,1.453872e-01
1.539000e+01,8.100000e-01,5,5,8.814348e-01,5.910000e+00,1.491429e-01
1.539000e+01,8.100000e-01,5,10,8.617709e-01,5.920000e+00,1.455694e-01
1.539000e+01,8.100000e-01,5,15,8.643725e-01,5.850000e+00,1.477560e-01
1.539000e+01,8.100000e-01,5,20,8.692913e-01,6.010000e+00,1.446408e-01
1.539000e+01,8.100000e-01,5,25,8.739031e-01,6.170000e+00,1.416375e-01
1.539000e+01,8.100000e-01,5,30,8.742197e-01,5.950000e+00,1.469277e-01
1.539000e+01,8.100000e-01,5,35,8.824372e-01,5.840000e+00,1.511023e-01
1.539000e+01,8.100000e-01,5,40,8.709848e-01,5.920000e+00,1.471258e-01
1.539000e+01,8.100000e-01,5,45,8.791562e-01,6.020000e+00,1.460392e-01
1.539000e+01,8.100000e-01,5,50,8.731613e-01,5.900000e+00,1.479934e-01
1.539000e+01,8.100000e-01,5,55,8.770813e-01,6.050000e+00,1.449721e-01
1.539000e+01,8.100000e-01,5,60,8.789607e-01,5.910000e+00,1.487243e-01
1.539000e+01,8.100000e-01,5,65,8.756696e-01,6.000000e+00,1.459449e-01
1.539000e+01,8.100000e-01,5,70,8.832895e-01,5.880000e+00,1.502193e-01
1.539000e+01,8.100000e-01,5,75,8.694314e-01,5.880000e+00,1.478625e-01
1.539000e+01,8.100000e-01,5,80,8.895168e-01,5.980000e+00,1.487486e-01
1.539000e+01,8.100000e-01,5,85,8.751344e-01,5.920000e+00,1.478268e-01
1.539000e+01,8.100000e-01,5,90,8.855005e-01,5.990000e+00,1.478298e-01
1.539000e+01,8.100000e-01,5,95,8.771543e-01,5.940000e+00,1.476691e-01
1.539000e+01,8.100000e-01,5,100,8.784455e-01,5.800000e+00,1.514561e-01
1.539000e+01,8.100000e-01,5,105,8.873633e-01,6.010000e+00,1.476478e-01
1.539000e+01,8.100000e-01,5,110,8.796602e-01,5.820000e+00,1.511444e-01
1.539000e+01,8.100000e-01,5,115,8.833663e-01,5.860000e+00,1.507451e-01
1.539000e+01,8.100000e-01,5,120,8.821410e-01,5.790000e+00,1.523560e-01
1.539000e+01,8.100000e-01,5,125,8.869934e-01,5.860000e+00,1.513641e-01
1.539000e+01,8.100000e-01,5,130,8.792440e-01,6.050000e+00,1.453296e-01
1.539000e+01,8.100000e-01,5,135,8.787072e-01,5.730000e+00,1.533520e-01
1.539000e+01,8.100000e-01,5,140,8.846860e-01,5.910000e+00,1.496931e-01
1.539000e+01,8.100000e-01,5,145,8.762669e-01,5.800000e+00,1.510805e-01
1.539000e+01,8.100000e-01,5,150,8.871455e-01,5.850000e+00,1.516488e-01
1.539000e+01,8.100000e-01,5,155,8.891894e-01,5.950000e+00,1.494436e-01
1.539000e+01,8.100000e-01,5,160,8.795343e-01,5.860000e+00,1.500912e-01
1.539000e+01,8.100000e-01,5,165,8.863554e-01,5.810000e+00,1.525569e-01
1.539000e+01,8.100000e-01,5,170,8.793339e-01,5.940000e+00,1.480360e-01
1.539000e+01,8.100000e-01,5,175,8.840283e-01,5.820000e+00,1.518949e-01
1.539000e+01,8.100000e-01,5,180,8.837410e-01,5.860000e+00,1.508090e-01
1.539000e+01,8.100000e-01,5,185,8.806635e-01,5.980000e+00,1.472681e-01
1.539000e+01,8.100000e-01,5,190,8.821749e-01,5.890000e+00,1.497750e-01
1.539000e+01,8.100000e-01,5,195,8.796841e-01,5.850000e+00,1.503733e-01
1.539000e+01,8.100000e-01,5,200,8.843502e-01,5.990000e+00,1.476378e-01
1.539000e+01,8.100000e-01,5,205,8.784926e-01,5.780000e+00,1.519883e-01
1.539000e+01,8.100000e-01,5,210,8.895528e-01,5.930000e+00,1.500089e-01
1.539000e+01,8.100000e-01,5,215,8.859265e-01,5.910000e+00,1.499030e-01
1.539000e+01,8.100000e-01,5,220,8.821287e-01,6.010000e+00,1.467768e-01
1.539000e+01,8.100000e-01,5,225,8.797943e-01,5.810000e+00,1.514276e-01
1.539000e+01,8.100000e-01,5,230,8.829493e-01,5.930000e+00,1.488953e-01
1.539000e+01,8.100000e-01,5,235,8.806583e-01,6.010000e+00,1.465322e-01
1.539000e+01,8.100000e-01,5,240,8.797666e-01,5.800000e+00,1.516839e-01
1.539000e+01,8.100000e-01,5,245,8.807644e-01,5.940000e+00,1.482768e-01
1.539000e+01,8.100000e-01,5,250,8.848989e-01,5.920000e+00,1.494762e-01
1.539000e+01,8.100000e-01,5,255,8.785090e-01,6.020000e+00,1.459317e-01
1.539000e+01,8.100000e-01,5,260,8.791304e-01,5.870000e+00,1.497667e-01
1.539000e+01,8.100000e-01,5,265,8.833607e-01,5.920000e+00,1.492163e-01
1.539000e+01,8.100000e-01,5,270,8.832668e-01,5.990000e+00,1.474569e-01
1.539000e+01,8.100000e-01,5,275,8.844224e-01,5.850000e+00,1.511833e-01
1.539000e+01,8.100000e-01,5,280,8.870755e-01,5.870000e+00,1.511202e-01
1.539000e+01,8.100000e-01,5,285,8.868434e-01,5.970000e+00,1.485500e-01
1.539000e+01,8.100000e-01,5,290,8.824126e-01,5.940000e+00,1.485543e-01
1.539000e+01,8.100000e-01,5,295,8.740686e-01,5.870000e+00,1.489044e-01
1.539000e+01,8.100000e-01,5,300,8.798881e-01,5.890000e+00,1.493868e-01
1.539000e+01,8.100000e-01,5,305,8.823250e-01,5.980000e+00,1.475460e-01
1.539000e+01,8.100000e-01,5,310,8.805056e-01,5.990000e+00,1.469959e-01
1.539000e+01,8.100000e-01,5,315,8.811075e-01,5.810000e+00,1.516536e-01
1.539000e+01,8.100000e-01,5,320,8.823626e-01,5.900000e+00,1.495530e-01
1.539000e+01,8.100000e-01,5,325,8.850719e-01,5.980000e+00,1.480053e-01
1.539000e+01,8.100000e-01,5,330,8.854726e-01,5.960000e+00,1.485692e-01
1.539000e+01,8.100000e-01,5,335,8.815255e-01,5.830000e+00,1.512051e-01
1.539000e+01,8.100000e-01,5,340,8.823160e-01,5.930000e+00,1.487885e-01
1.539000e+01,8.100000e-01,5,345,8.870033e-01,5.910000e+00,1.500852e-01
1.539000e+01,8.100000e-01,5,350,8.880094e-01,6.020000e+00,1.475099e-01
1.539000e+01,8.100000e-01,5,355,8.856160e-01,5.870000e+00,1.508716e-01
1.539000e+01,8.100000e-01,5,360,8.869766e-01,5.840000e+00,1.518796e-01
1.539000e+01,8.100000e-01,5,365,8.823496e-01,5.940000e+00,1.485437e-01
1.539000e+01,8.100000e-01,5,370,8.873256e-01,5.940000e+00,1.493814e-01
1.539000e+01,8.100000e-01,5,375,8.815688e-01,5.840000e+00,1.509536e-01
1.539000e+01,8.100000e-01,5,380,8.840058e-01,5.870000e+00,1.505972e-01
1.539000e+01,8.100000e-01,5,385,8.844081e-01,5.950000e+00,1.486400e-01
1.539000e+01,8.100000e-01,5,390,8.811305e-01,5.940000e+00,1.483385e-01
1.539000e+01,8.100000e-01,5,395,8.836127e-01,6,1.472688e-01
1.539000e+01,8.100000e-01,5,400,8.832777e-01,5.910000e+00,1.494548e-01
1.539000e+01,8.100000e-01,5,405,8.847909e-01,5.880000e+00,1.504746e-01
1.539000e+01,8.100000e-01,5,410,8.858197e-01,5.990000e+00,1.478831e-01
1.539000e+01,8.100000e-01,5,415,8.823313e-01,5.960000e+00,1.480422e-01
1.539000e+01,8.100000e-01,5,420,8.827476e-01,5.840000e+00,1.511554e-01
1.539000e+01,8.100000e-01,5,425,8.850963e-01,5.890000e+00,1.502710e-01
1.539000e+01,8.100000e-01,5,430,8.898860e-01,5.960000e+00,1.493097e-01
1.539000e+01,8.100000e-01,5,435,8.869017e-01,5.950000e+00,1.490591e-01
1.539000e+01,8.100000e-01,5,440,8.863480e-01,5.990000e+00,1.479713e-01
1.539000e+01,8.100000e-01,5,445,8.789137e-01,5.910000e+00,1.487164e-01
1.539000e+01,8.100000e-01,5,450,8.829426e-01,5.900000e+00,1.496513e-01
1.539000e+01,8.100000e-01,5,455,8.836384e-01,5.900000e+00,1.497692e-01
1.539000e+01,8.100000e-01,5,460,8.856859e-01,6.000000e+00,1.476143e-01
1.539000e+01,8.100000e-01,5,465,8.842184e-01,5.960000e+00,1.483588e-01
1.539000e+01,8.100000e-01,5,470,8.835705e-01,5.840000e+00,1.512963e-01
1.539000e+01,8.100000e-01,5,475,8.840129e-01,5.870000e+00,1.505984e-01
1.539000e+01,8.100000e-01,5,480,8.827068e-01,5.950000e+00,1.483541e-01
1.539000e+01,8.100000e-01,5,485,8.832748e-01,5.930000e+00,1.489502e-01
1.539000e+01,8.100000e-01,5,490,8.828363e-01,5.980000e+00,1.476315e-01
1.539000e+01,8.100000e-01,5,495,8.844901e-01,5.890000e+00,1.501681e-01
1.539000e+01,8.100000e-01,5,500,8.877919e-01,5.930000e+00,1.497120e-01
1.620000e+01,8.100000e-01,5,5,9.128452e-01,6.090000e+00,1.498925e-01
1.620000e+01,8.100000e-01,5,10,9.209605e-01,6.080000e+00,1.514738e-01
1.620000e+01,8.100000e-01,5,15,9.193878e-01,5.880000e+00,1.563585e-01
1.620000e+01,8.100000e-01,5,20,9.156651e-01,6,1.526108e-01
1.620000e+01,8.100000e-01,5,25,9.165005e-01,5.980000e+00,1.532610e-01
1.620000e+01,8.100000e-01,5,30,9.211101e-01,6,1.535183e-01
1.620000e+01,8.100000e-01,5,35,9.277120e-01,6.110000e+00,1.518350e-01
1.620000e+01,8.100000e-01,5,40,9.324880e-01,5.960000e+00,1.564577e-01
1.620000e+01,8.100000e-01,5,45,9.224061e-01,6.060000e+00,1.522122e-01
1.620000e+01,8.100000e-01,5,50,9.339925e-01,5.980000e+00,1.561860e-01
1.620000e+01,8.100000e-01,5,55,9.276306e-01,5.800000e+00,1.599363e-01
1.620000e+01,8.100000e-01,5,60,9.323550e-01,6.170000e+00,1.511110e-01
1.620000e+01,8.100000e-01,5,65,9.311637e-01,6.120000e+00,1.521509e-01
1.620000e+01,8.100000e-01,5,70,9.180606e-01,6.260000e+00,1.466550e-01
1.620000e+01,8.100000e-01,5,75,9.357157e-01,6.090000e+00,1.536479e-01
1.620000e+01,8.100000e-01,5,80,9.279410e-01,6.040000e+00,1.536326e-01
1.620000e+01,8.100000e-01,5,85,9.305149e-01,6.110000e+00,1.522938e-01
1.620000e+01,8.100000e-01,5,90,9.219471e-01,6.100000e+00,1.511389e-01
1.620000e+01,8.100000e-01,5,95,9.290490e-01,5.940000e+00,1.564055e-01
1.620000e+01,8.100000e-01,5,100,9.319641e-01,6.160000e+00,1.512929e-01
1.620000e+01,8.100000e-01,5,105,9.247672e-01,5.960000e+00,1.551623e-01
1.620000e+01,8.100000e-01,5,110,9.257712e-01,6.110000e+00,1.515174e-01
1.620000e+01,8.100000e-01,5,115,9.263537e-01,6.060000e+00,1.528636e-01
1.620000e+01,8.100000e-01,5,120,9.316642e-01,6.010000e+00,1.550190e-01
1.620000e+01,8.100000e-01,5,125,9.226326e-01,6.170000e+00,1.495353e-01
1.620000e+01,8.100000e-01,5,130,9.272690e-01,5.920000e+00,1.566333e-01
1.620000e+01,8.100000e-01,5,135,9.272521e-01,6.030000e+00,1.537731e-01
1.620000e+01,8.100000e-01,5,140,9.250606e-01,5.970000e+00,1.549515e-01
1.620000e+01,8.100000e-01,5,145,9.376415e-01,6.030000e+00,1.554961e-01
1.620000e+01,8.100000e-01,5,150,9.283115e-01,6.250000e+00,1.485298e-01
1.620000e+01,8.100000e-01,5,155,9.238847e-01,5.950000e+00,1.552747e-01
1.620000e+01,8.100000e-01,5,160,9.286419e-01,6.140000e+00,1.512446e-01
1.620000e+01,8.100000e-01,5,165,9.276990e-01,5.900000e+00,1.572371e-01
1.620000e+01,8.100000e-01,5,170,9.306309e-01,6.040000e+00,1.540780e-01
1.620000e+01,8.100000e-01,5,175,9.273757e-01,6.090000e+00,1.522784e-01
1.620000e+01,8.100000e-01,5,180,9.254865e-01,6.230000e+00,1.485532e-01
1.620000e+01,8.100000e-01,5,185,9.281344e-01,5.980000e+00,1.552064e-01
1.620000e+01,8.100000e-01,5,190,9.294017e-01,6.160000e+00,1.508769e-01
1.620000e+01,8.100000e-01,5,195,9.238743e-01,5.920000e+00,1.560599e-01
1.620000e+01,8.100000e-01,5,200,9.338062e-01,6.060000e+00,1.540934e-01
1.620000e+01,8.100000e-01,5,205,9.330354e-01,6.040000e+00,1.544761e-01
1.620000e+01,8.100000e-01,5,210,9.244642e-01,6.150000e+00,1.503194e-01
1.620000e+01,8.100000e-01,5,215,9.238692e-01,5.970000e+00,1.547520e-01
1.620000e+01,8.100000e-01,5,220,9.284583e-01,6.090000e+00,1.524562e-01
1.620000e+01,8.100000e-01,5,225,9.265951e-01,6.150000e+00,1.506659e-01
1.620000e+01,8.100000e-01,5,230,9.253524e-01,5.950000e+00,1.555214e-01
1.620000e+01,8.100000e-01,5,235,9.253313e-01,6.110000e+00,1.514454e-01
1.620000e+01,8.100000e-01,5,240,9.325917e-01,6.080000e+00,1.533868e-01
1.620000e+01,8.100000e-01,5,245,9.253901e-01,6.010000e+00,1.539751e-01
1.620000e+01,8.100000e-01,5,250,9.255236e-01,5.990000e+00,1.545115e-01
1.620000e+01,8.100000e-01,5,255,9.294298e-01,6.120000e+00,1.518676e-01
1.620000e+01,8.100000e-01,5,260,9.286462e-01,6.170000e+00,1.505099e-01
1.620000e+01,8.100000e-01,5,265,9.308562e-01,5.990000e+00,1.554017e-01
1.620000e+01,8.100000e-01,5,270,9.305545e-01,6.150000e+00,1.513097e-01
1.620000e+01,8.100000e-01,5,275,9.246039e-01,6.090000e+00,1.518233e-01
1.620000e+01,8.100000e-01,5,280,9.233398e-01,5.970000e+00,1.546633e-01
1.620000e+01,8.100000e-01,5,285,9.239868e-01,6.040000e+00,1.529780e-01
1.620000e+01,8.100000e-01,5,290,9.306728e-01,6.050000e+00,1.538302e-01
1.620000e+01,8.100000e-01,5,295,9.269165e-01,6.150000e+00,1.507181e-01
1.620000e+01,8.100000e-01,5,300,9.247480e-01,5.960000e+00,1.551591e-01
1.620000e+01,8.100000e-01,5,305,9.307934e-01,6.050000e+00,1.538501e-01
1.620000e+01,8.100000e-01,5,310,9.317310e-01,6.150000e+00,1.515010e-01
1.620000e+01,8.100000e-01,5,315,9.289399e-01,6.120000e+00,1.517876e-01
1.620000e+01,8.100000e-01,5,320,9.253939e-01,5.980000e+00,1.547481e-01
1.620000e+01,8.100000e-01,5,325,9.283453e-01,6.060000e+00,1.531923e-01
1.620000e+01,8.100000e-01,5,330,9.350381e-01,6.090000e+00,1.535366e-01
1.620000e+01,8.100000e-01,5,335,9.282533e-01,6.170000e+00,1.504462e-01
1.620000e+01,8.100000e-01,5,340,9.287586e-01,6.010000e+00,1.545355e-01
1.620000e+01,8.100000e-01,5,345,9.312154e-01,6.040000e+00,1.541747e-01
1.620000e+01,8.100000e-01,5,350,9.293626e-01,6.120000e+00,1.518566e-01
1.620000e+01,8.100000e-01,5,355,9.302849e-01,6.100000e+00,1.525057e-01
1.620000e+01,8.100000e-01,5,360,9.240224e-01,6.000000e+00,1.540037e-01
1.620000e+01,8.100000e-01,5,365,9.290462e-01,6.060000e+00,1.533079e-01
1.620000e+01,8.100000e-01,5,370,9.301596e-01,6.070000e+00,1.532388e-01
1.620000e+01,8.100000e-01,5,375,9.298045e-01,6.150000e+00,1.511877e-01
1.620000e+01,8.100000e-01,5,380,9.250635e-01,6.060000e+00,1.526508e-01
1.620000e+01,8.100000e-01,5,385,9.326254e-01,6.020000e+00,1.549212e-01
1.620000e+01,8.100000e-01,5,390,9.344971e-01,6.110000e+00,1.529455e-01
1.620000e+01,8.100000e-01,5,395,9.300068e-01,6.130000e+00,1.517140e-01
1.620000e+01,8.100000e-01,5,400,9.284587e-01,6.090000e+00,1.524563e-01
1.620000e+01,8.100000e-01,5,405,9.299799e-01,6.020000e+00,1.544817e-01
1.620000e+01,8.100000e-01,5,410,9.327450e-01,6.110000e+00,1.526588e-01
1.620000e+01,8.100000e-01,5,415,9.313884e-01,6.090000e+00,1.529373e-01
1.620000e+01,8.100000e-01,5,420,9.282871e-01,6.130000e+00,1.514335e-01
1.620000e+01,8.100000e-01,5,425,9.299454e-01,6.050000e+00,1.537100e-01
1.620000e+01,8.100000e-01,5,430,9.280708e-01,6.050000e+00,1.534001e-01
1.620000e+01,8.100000e-01,5,435,9.290681e-01,6.070000e+00,1.530590e-01
1.620000e+01,8.100000e-01,5,440,9.314128e-01,6.150000e+00,1.514492e-01
1.620000e+01,8.100000e-01,5,445,9.290244e-01,6.000000e+00,1.548374e-01
1.620000e+01,8.100000e-01,5,450,9.273502e-01,5.980000e+00,1.550753e-01
1.620000e+01,8.100000e-01,5,455,9.281588e-01,6.070000e+00,1.529092e-01
1.620000e+01,8.100000e-01,5,460,9.252693e-01,6.080000e+00,1.521824e-01
1.620000e+01,8.100000e-01,5,465,9.266211e-01,6.130000e+00,1.511617e-01
1.620000e+01,8.100000e-01,5,470,9.288277e-01,6.030000e+00,1.540344e-01
1.620000e+01,8.100000e-01,5,475,9.316920e-01,6.100000e+00,1.527364e-01
1.620000e+01,8.100000e-01,5,480,9.360310e-01,6.060000e+00,1.544606e-01
1.620000e+01,8.100000e-01,5,485,9.341817e-01,6.150000e+00,1.518995e-01
1.620000e+01,8.100000e-01,5,490,9.287558e-01,6.160000e+00,1.507720e-01
1.620000e+01,8.100000e-01,5,495,9.327491e-01,6.020000e+00,1.549417e-01
1.620000e+01,8.100000e-01,5,500,9.320437e-01,6.030000e+00,1.545678e-01
1.701000e+01,8.100000e-01,5,5,9.585353e-01,6.160000e+00,1.556064e-01
1.701000e+01,8.100000e-01,5,10,9.676121e-01,6.230000e+00,1.553149e-01
1.701000e+01,8.100000e-01,5,15,9.731424e-01,6.200000e+00,1.569584e-01
1.701000e+01,8.100000e-01,5,20,9.747776e-01,6.180000e+00,1.577310e-01
1.701000e+01,8.100000e-01,5,25,9.713927e-01,6.010000e+00,1.616294e-01
1.701000e+01,8.100000e-01,5,30,9.588359e-01,6.210000e+00,1.544019e-01
1.701000e+01,8.100000e-01,5,35,9.638329e-01,6.470000e+00,1.489695e-01
1.701000e+01,8.100000e-01,5,40,9.722390e-01,6.370000e+00,1.526278e-01
1.701000e+01,8.100000e-01,5,45,9.630472e-01,6.190000e+00,1.555811e-01
1.701000e+01,8.100000e-01,5,50,9.651120e-01,6.330000e+00,1.524664e-01
1.701000e+01,8.100000e-01,5,55,9.798840e-01,6.240000e+00,1.570327e-01
1.701000e+01,8.100000e-01,5,60,9.618788e-01,6.080000e+00,1.582038e-01
1.701000e+01,8.100000e-01,5,65,9.725896e-01,6.180000e+00,1.573770e-01
1.701000e+01,8.100000e-01,5,70,9.754878e-01,6.040000e+00,1.615046e-01
1.701000e+01,8.100000e-01,5,75,9.745639e-01,6.270000e+00,1.554328e-01
1.701000e+01,8.100000e-01,5,80,9.682316e-01,6.080000e+00,1.592486e-01
1.701000e+01,8.100000e-01,5,85,9.744628e-01,6.260000e+00,1.556650e-01
1.701000e+01,8.100000e-01,5,90,9.713596e-01,6.100000e+00,1.592393e-01
1.701000e+01,8.100000e-01,5,95,9.800556e-01,6.320000e+00,1.550721e-01
1.701000e+01,8.100000e-01,5,100,9.724364e-01,6.070000e+00,1.602037e-01
