L1,L2,m1,m2,dd1,st,pr,rms
8.910000e+00,8.100000e-01,5,455,3.651606e-01,4.820000e+00,3.651606e-01,2.934157e-01
8.910000e+00,8.100000e-01,5,460,3.647927e-01,4.838000e+00,3.647927e-01,2.939245e-01
8.910000e+00,8.100000e-01,5,465,3.631570e-01,4.812000e+00,3.631570e-01,2.937261e-01
8.910000e+00,8.100000e-01,5,470,3.618496e-01,4.810000e+00,3.618496e-01,2.936451e-01
8.910000e+00,8.100000e-01,5,475,3.623431e-01,4.777000e+00,3.623431e-01,2.935700e-01
8.910000e+00,8.100000e-01,5,480,3.627724e-01,4.775000e+00,3.627724e-01,2.936094e-01
8.910000e+00,8.100000e-01,5,485,3.627134e-01,4.752000e+00,3.627134e-01,2.932897e-01
8.910000e+00,8.100000e-01,5,490,3.635795e-01,4.803000e+00,3.635795e-01,2.931652e-01
8.910000e+00,8.100000e-01,5,495,3.636725e-01,4.853000e+00,3.636725e-01,2.936052e-01
8.910000e+00,8.100000e-01,5,500,3.617463e-01,4.907000e+00,3.617463e-01,2.931830e-01
9.720000e+00,8.100000e-01,5,5,3.639758e-01,4.915000e+00,3.639758e-01,3.204528e-01
9.720000e+00,8.100000e-01,5,10,3.666661e-01,5.011000e+00,3.666661e-01,3.220852e-01
9.720000e+00,8.100000e-01,5,15,3.644696e-01,5.050000e+00,3.644696e-01,3.239089e-01
9.720000e+00,8.100000e-01,5,20,3.663295e-01,4.917000e+00,3.663295e-01,3.207295e-01
9.720000e+00,8.100000e-01,5,25,3.629531e-01,4.769000e+00,3.629531e-01,3.236805e-01
9.720000e+00,8.100000e-01,5,30,3.727282e-01,4.927000e+00,3.727282e-01,3.266090e-01
9.720000e+00,8.100000e-01,5,35,3.588567e-01,4.945000e+00,3.588567e-01,3.226205e-01
9.720000e+00,8.100000e-01,5,40,3.644174e-01,5.065000e+00,3.644174e-01,3.249285e-01
9.720000e+00,8.100000e-01,5,45,3.640565e-01,4.934000e+00,3.640565e-01,3.242067e-01
9.720000e+00,8.100000e-01,5,50,3.629164e-01,5.139000e+00,3.629164e-01,3.208308e-01
9.720000e+00,8.100000e-01,5,55,3.693406e-01,5.002000e+00,3.693406e-01,3.214767e-01
9.720000e+00,8.100000e-01,5,60,3.646145e-01,5.206000e+00,3.646145e-01,3.235394e-01
9.720000e+00,8.100000e-01,5,65,3.714689e-01,4.699000e+00,3.714689e-01,3.236803e-01
9.720000e+00,8.100000e-01,5,70,3.744812e-01,4.891000e+00,3.744812e-01,3.249219e-01
9.720000e+00,8.100000e-01,5,75,3.644705e-01,4.854000e+00,3.644705e-01,3.206245e-01
9.720000e+00,8.100000e-01,5,80,3.711592e-01,4.999000e+00,3.711592e-01,3.207534e-01
9.720000e+00,8.100000e-01,5,85,3.671405e-01,5.189000e+00,3.671405e-01,3.227669e-01
9.720000e+00,8.100000e-01,5,90,3.645286e-01,4.812000e+00,3.645286e-01,3.217980e-01
9.720000e+00,8.100000e-01,5,95,3.681132e-01,5.023000e+00,3.681132e-01,3.224828e-01
9.720000e+00,8.100000e-01,5,100,3.663962e-01,4.876000e+00,3.663962e-01,3.207725e-01
9.720000e+00,8.100000e-01,5,105,3.698612e-01,4.853000e+00,3.698612e-01,3.223310e-01
9.720000e+00,8.100000e-01,5,110,3.677163e-01,5.038000e+00,3.677163e-01,3.237064e-01
9.720000e+00,8.100000e-01,5,115,3.688339e-01,4.711000e+00,3.688339e-01,3.239701e-01
9.720000e+00,8.100000e-01,5,120,3.729116e-01,4.867000e+00,3.729116e-01,3.242420e-01
9.720000e+00,8.100000e-01,5,125,3.756153e-01,4.986000e+00,3.756153e-01,3.241832e-01
9.720000e+00,8.100000e-01,5,130,3.636080e-01,4.725000e+00,3.636080e-01,3.220213e-01
9.720000e+00,8.100000e-01,5,135,3.665051e-01,4.947000e+00,3.665051e-01,3.209925e-01
9.720000e+00,8.100000e-01,5,140,3.683453e-01,4.846000e+00,3.683453e-01,3.223406e-01
9.720000e+00,8.100000e-01,5,145,3.622625e-01,4.823000e+00,3.622625e-01,3.227005e-01
9.720000e+00,8.100000e-01,5,150,3.656365e-01,4.734000e+00,3.656365e-01,3.221168e-01
9.720000e+00,8.100000e-01,5,155,3.683606e-01,4.922000e+00,3.683606e-01,3.234362e-01
9.720000e+00,8.100000e-01,5,160,3.735218e-01,4.857000e+00,3.735218e-01,3.238484e-01
9.720000e+00,8.100000e-01,5,165,3.698543e-01,4.777000e+00,3.698543e-01,3.231881e-01
9.720000e+00,8.100000e-01,5,170,3.686086e-01,4.994000e+00,3.686086e-01,3.229584e-01
9.720000e+00,8.100000e-01,5,175,3.665446e-01,4.912000e+00,3.665446e-01,3.241001e-01
9.720000e+00,8.100000e-01,5,180,3.689031e-01,4.870000e+00,3.689031e-01,3.243547e-01
9.720000e+00,8.100000e-01,5,185,3.678042e-01,4.827000e+00,3.678042e-01,3.239370e-01
9.720000e+00,8.100000e-01,5,190,3.708860e-01,4.773000e+00,3.708860e-01,3.235204e-01
9.720000e+00,8.100000e-01,5,195,3.663311e-01,4.952000e+00,3.663311e-01,3.238644e-01
9.720000e+00,8.100000e-01,5,200,3.645989e-01,4.690000e+00,3.645989e-01,3.228940e-01
9.720000e+00,8.100000e-01,5,205,3.644656e-01,4.834000e+00,3.644656e-01,3.219413e-01
9.720000e+00,8.100000e-01,5,210,3.678332e-01,4.960000e+00,3.678332e-01,3.226123e-01
9.720000e+00,8.100000e-01,5,215,3.652001e-01,4.953000e+00,3.652001e-01,3.227835e-01
9.720000e+00,8.100000e-01,5,220,3.643765e-01,4.738000e+00,3.643765e-01,3.232021e-01
9.720000e+00,8.100000e-01,5,225,3.666049e-01,4.898000e+00,3.666049e-01,3.233676e-01
9.720000e+00,8.100000e-01,5,230,3.699917e-01,4.842000e+00,3.699917e-01,3.244924e-01
9.720000e+00,8.100000e-01,5,235,3.710690e-01,5.007000e+00,3.710690e-01,3.254296e-01
9.720000e+00,8.100000e-01,5,240,3.664213e-01,4.776000e+00,3.664213e-01,3.252473e-01
9.720000e+00,8.100000e-01,5,245,3.655584e-01,4.729000e+00,3.655584e-01,3.240428e-01
9.720000e+00,8.100000e-01,5,250,3.674728e-01,4.912000e+00,3.674728e-01,3.235580e-01
9.720000e+00,8.100000e-01,5,255,3.678459e-01,4.962000e+00,3.678459e-01,3.244128e-01
9.720000e+00,8.100000e-01,5,260,3.686551e-01,4.928000e+00,3.686551e-01,3.239492e-01
9.720000e+00,8.100000e-01,5,265,3.671593e-01,4.913000e+00,3.671593e-01,3.238774e-01
9.720000e+00,8.100000e-01,5,270,3.657976e-01,4.900000e+00,3.657976e-01,3.234130e-01
9.720000e+00,8.100000e-01,5,275,3.659795e-01,4.899000e+00,3.659795e-01,3.234280e-01
9.720000e+00,8.100000e-01,5,280,3.644073e-01,4.996000e+00,3.644073e-01,3.236489e-01
9.720000e+00,8.100000e-01,5,285,3.652986e-01,4.837000e+00,3.652986e-01,3.239738e-01
9.720000e+00,8.100000e-01,5,290,3.654754e-01,4.804000e+00,3.654754e-01,3.234832e-01
9.720000e+00,8.100000e-01,5,295,3.661735e-01,4.908000e+00,3.661735e-01,3.239246e-01
9.720000e+00,8.100000e-01,5,300,3.675127e-01,5.031000e+00,3.675127e-01,3.237411e-01
9.720000e+00,8.100000e-01,5,305,3.662313e-01,4.980000e+00,3.662313e-01,3.238051e-01
9.720000e+00,8.100000e-01,5,310,3.669310e-01,4.804000e+00,3.669310e-01,3.244792e-01
9.720000e+00,8.100000e-01,5,315,3.688839e-01,4.840000e+00,3.688839e-01,3.248978e-01
9.720000e+00,8.100000e-01,5,320,3.712308e-01,4.901000e+00,3.712308e-01,3.254248e-01
9.720000e+00,8.100000e-01,5,325,3.705029e-01,4.918000e+00,3.705029e-01,3.258311e-01
9.720000e+00,8.100000e-01,5,330,3.682404e-01,5.010000e+00,3.682404e-01,3.257301e-01
9.720000e+00,8.100000e-01,5,335,3.674191e-01,4.850000e+00,3.674191e-01,3.254910e-01
9.720000e+00,8.100000e-01,5,340,3.672881e-01,4.834000e+00,3.672881e-01,3.249444e-01
9.720000e+00,8.100000e-01,5,345,3.692002e-01,4.929000e+00,3.692002e-01,3.247082e-01
9.720000e+00,8.100000e-01,5,350,3.689938e-01,4.967000e+00,3.689938e-01,3.248787e-01
9.720000e+00,8.100000e-01,5,355,3.682658e-01,4.926000e+00,3.682658e-01,3.246190e-01
9.720000e+00,8.100000e-01,5,360,3.670666e-01,4.835000e+00,3.670666e-01,3.241214e-01
9.720000e+00,8.100000e-01,5,365,3.654915e-01,4.861000e+00,3.654915e-01,3.240401e-01
9.720000e+00,8.100000e-01,5,370,3.656120e-01,4.968000e+00,3.656120e-01,3.239530e-01
9.720000e+00,8.100000e-01,5,375,3.656860e-01,4.943000e+00,3.656860e-01,3.243121e-01
9.720000e+00,8.100000e-01,5,380,3.658065e-01,4.941000e+00,3.658065e-01,3.248111e-01
9.720000e+00,8.100000e-01,5,385,3.658883e-01,4.904000e+00,3.658883e-01,3.251067e-01
9.720000e+00,8.100000e-01,5,390,3.674581e-01,4.877000e+00,3.674581e-01,3.250829e-01
9.720000e+00,8.100000e-01,5,395,3.675802e-01,4.852000e+00,3.675802e-01,3.247452e-01
9.720000e+00,8.100000e-01,5,400,3.689196e-01,4.952000e+00,3.689196e-01,3.250803e-01
9.720000e+00,8.100000e-01,5,405,3.675152e-01,4.984000e+00,3.675152e-01,3.253607e-01
9.720000e+00,8.100000e-01,5,410,3.673938e-01,4.953000e+00,3.673938e-01,3.252785e-01
9.720000e+00,8.100000e-01,5,415,3.685410e-01,4.785000e+00,3.685410e-01,3.254562e-01
9.720000e+00,8.100000e-01,5,420,3.691121e-01,4.877000e+00,3.691121e-01,3.254504e-01
9.720000e+00,8.100000e-01,5,425,3.699117e-01,4.917000e+00,3.699117e-01,3.257982e-01
9.720000e+00,8.100000e-01,5,430,3.690291e-01,4.955000e+00,3.690291e-01,3.258334e-01
9.720000e+00,8.100000e-01,5,435,3.665395e-01,4.950000e+00,3.665395e-01,3.255671e-01
9.720000e+00,8.100000e-01,5,440,3.659701e-01,4.838000e+00,3.659701e-01,3.255890e-01
9.720000e+00,8.100000e-01,5,445,3.676023e-01,4.919000e+00,3.676023e-01,3.254660e-01
9.720000e+00,8.100000e-01,5,450,3.673190e-01,4.896000e+00,3.673190e-01,3.250462e-01
9.720000e+00,8.100000e-01,5,455,3.679403e-01,4.882000e+00,3.679403e-01,3.251527e-01
9.720000e+00,8.100000e-01,5,460,3.682091e-01,4.989000e+00,3.682091e-01,3.252199e-01
9.720000e+00,8.100000e-01,5,465,3.656916e-01,4.999000e+00,3.656916e-01,3.247985e-01
9.720000e+00,8.100000e-01,5,470,3.637356e-01,4.974000e+00,3.637356e-01,3.244617e-01
9.720000e+00,8.100000e-01,5,475,3.634009e-01,4.823000e+00,3.634009e-01,3.242131e-01
9.720000e+00,8.100000e-01,5,480,3.645588e-01,4.903000e+00,3.645588e-01,3.239387e-01
9.720000e+00,8.100000e-01,5,485,3.649180e-01,4.955000e+00,3.649180e-01,3.248392e-01
9.720000e+00,8.100000e-01,5,490,3.662337e-01,4.983000e+00,3.662337e-01,3.251101e-01
9.720000e+00,8.100000e-01,5,495,3.673434e-01,4.957000e+00,3.673434e-01,3.251567e-01
9.720000e+00,8.100000e-01,5,500,3.658684e-01,4.849000e+00,3.658684e-01,3.255372e-01
1.053000e+01,8.100000e-01,5,5,3.684484e-01,4.946000e+00,3.684484e-01,3.542447e-01
1.053000e+01,8.100000e-01,5,10,3.669463e-01,5.073000e+00,3.669463e-01,3.553788e-01
1.053000e+01,8.100000e-01,5,15,3.677661e-01,5.095000e+00,3.677661e-01,3.552334e-01
1.053000e+01,8.100000e-01,5,20,3.749069e-01,4.954000e+00,3.749069e-01,3.556395e-01
1.053000e+01,8.100000e-01,5,25,3.697687e-01,5.014000e+00,3.697687e-01,3.569553e-01
1.053000e+01,8.100000e-01,5,30,3.716771e-01,5.113000e+00,3.716771e-01,3.573575e-01
1.053000e+01,8.100000e-01,5,35,3.760915e-01,5.012000e+00,3.760915e-01,3.557015e-01
1.053000e+01,8.100000e-01,5,40,3.731006e-01,4.792000e+00,3.731006e-01,3.552656e-01
1.053000e+01,8.100000e-01,5,45,3.739641e-01,4.978000e+00,3.739641e-01,3.551223e-01
1.053000e+01,8.100000e-01,5,50,3.735120e-01,4.900000e+00,3.735120e-01,3.532251e-01
1.053000e+01,8.100000e-01,5,55,3.745408e-01,5.387000e+00,3.745408e-01,3.561464e-01
1.053000e+01,8.100000e-01,5,60,3.683571e-01,4.876000e+00,3.683571e-01,3.560285e-01
1.053000e+01,8.100000e-01,5,65,3.751720e-01,5.069000e+00,3.751720e-01,3.577288e-01
1.053000e+01,8.100000e-01,5,70,3.718042e-01,4.949000e+00,3.718042e-01,3.527646e-01
1.053000e+01,8.100000e-01,5,75,3.760988e-01,4.838000e+00,3.760988e-01,3.536982e-01
1.053000e+01,8.100000e-01,5,80,3.713502e-01,4.831000e+00,3.713502e-01,3.547696e-01
1.053000e+01,8.100000e-01,5,85,3.713546e-01,4.948000e+00,3.713546e-01,3.553903e-01
1.053000e+01,8.100000e-01,5,90,3.716605e-01,5.131000e+00,3.716605e-01,3.550077e-01
1.053000e+01,8.100000e-01,5,95,3.711906e-01,4.775000e+00,3.711906e-01,3.530478e-01
1.053000e+01,8.100000e-01,5,100,3.719312e-01,4.951000e+00,3.719312e-01,3.549792e-01
1.053000e+01,8.100000e-01,5,105,3.682438e-01,5.143000e+00,3.682438e-01,3.570160e-01
1.053000e+01,8.100000e-01,5,110,3.777159e-01,4.779000e+00,3.777159e-01,3.568240e-01
1.053000e+01,8.100000e-01,5,115,3.797665e-01,5.017000e+00,3.797665e-01,3.572580e-01
1.053000e+01,8.100000e-01,5,120,3.727418e-01,5.070000e+00,3.727418e-01,3.545751e-01
1.053000e+01,8.100000e-01,5,125,3.699776e-01,4.851000e+00,3.699776e-01,3.530050e-01
1.053000e+01,8.100000e-01,5,130,3.689921e-01,5.020000e+00,3.689921e-01,3.550009e-01
1.053000e+01,8.100000e-01,5,135,3.659232e-01,4.977000e+00,3.659232e-01,3.554574e-01
1.053000e+01,8.100000e-01,5,140,3.674320e-01,4.899000e+00,3.674320e-01,3.548067e-01
1.053000e+01,8.100000e-01,5,145,3.714481e-01,5.090000e+00,3.714481e-01,3.563288e-01
1.053000e+01,8.100000e-01,5,150,3.756999e-01,4.994000e+00,3.756999e-01,3.563946e-01
1.053000e+01,8.100000e-01,5,155,3.736503e-01,4.887000e+00,3.736503e-01,3.545834e-01
1.053000e+01,8.100000e-01,5,160,3.751568e-01,5.083000e+00,3.751568e-01,3.555165e-01
1.053000e+01,8.100000e-01,5,165,3.678694e-01,5.058000e+00,3.678694e-01,3.572345e-01
1.053000e+01,8.100000e-01,5,170,3.749318e-01,4.977000e+00,3.749318e-01,3.568687e-01
1.053000e+01,8.100000e-01,5,175,3.718651e-01,4.947000e+00,3.718651e-01,3.563815e-01
1.053000e+01,8.100000e-01,5,180,3.714709e-01,5.127000e+00,3.714709e-01,3.568450e-01
1.053000e+01,8.100000e-01,5,185,3.658706e-01,5.069000e+00,3.658706e-01,3.558299e-01
1.053000e+01,8.100000e-01,5,190,3.682252e-01,4.801000e+00,3.682252e-01,3.540479e-01
1.053000e+01,8.100000e-01,5,195,3.707850e-01,5.001000e+00,3.707850e-01,3.551994e-01
1.053000e+01,8.100000e-01,5,200,3.706242e-01,5.076000e+00,3.706242e-01,3.552920e-01
1.053000e+01,8.100000e-01,5,205,3.658126e-01,4.901000e+00,3.658126e-01,3.560389e-01
1.053000e+01,8.100000e-01,5,210,3.722329e-01,5.027000e+00,3.722329e-01,3.558635e-01
1.053000e+01,8.100000e-01,5,215,3.727952e-01,4.995000e+00,3.727952e-01,3.573362e-01
1.053000e+01,8.100000e-01,5,220,3.744975e-01,5.145000e+00,3.744975e-01,3.579030e-01
1.053000e+01,8.100000e-01,5,225,3.698068e-01,4.914000e+00,3.698068e-01,3.575560e-01
1.053000e+01,8.100000e-01,5,230,3.672008e-01,4.880000e+00,3.672008e-01,3.558928e-01
1.053000e+01,8.100000e-01,5,235,3.688526e-01,5.059000e+00,3.688526e-01,3.570415e-01
1.053000e+01,8.100000e-01,5,240,3.701195e-01,4.990000e+00,3.701195e-01,3.570152e-01
1.053000e+01,8.100000e-01,5,245,3.719968e-01,4.933000e+00,3.719968e-01,3.564972e-01
1.053000e+01,8.100000e-01,5,250,3.698493e-01,4.940000e+00,3.698493e-01,3.561514e-01
1.053000e+01,8.100000e-01,5,255,3.710826e-01,5.011000e+00,3.710826e-01,3.558699e-01
1.053000e+01,8.100000e-01,5,260,3.674376e-01,5.046000e+00,3.674376e-01,3.563419e-01
1.053000e+01,8.100000e-01,5,265,3.689516e-01,4.990000e+00,3.689516e-01,3.566208e-01
1.053000e+01,8.100000e-01,5,270,3.681857e-01,4.952000e+00,3.681857e-01,3.559555e-01
1.053000e+01,8.100000e-01,5,275,3.683161e-01,4.947000e+00,3.683161e-01,3.558020e-01
1.053000e+01,8.100000e-01,5,280,3.692028e-01,5.087000e+00,3.692028e-01,3.567127e-01
1.053000e+01,8.100000e-01,5,285,3.680565e-01,5.038000e+00,3.680565e-01,3.569503e-01
1.053000e+01,8.100000e-01,5,290,3.715500e-01,4.935000e+00,3.715500e-01,3.569546e-01
1.053000e+01,8.100000e-01,5,295,3.713164e-01,5.004000e+00,3.713164e-01,3.578375e-01
1.053000e+01,8.100000e-01,5,300,3.733043e-01,4.952000e+00,3.733043e-01,3.580698e-01
1.053000e+01,8.100000e-01,5,305,3.724830e-01,5.066000e+00,3.724830e-01,3.583975e-01
1.053000e+01,8.100000e-01,5,310,3.710715e-01,5.002000e+00,3.710715e-01,3.581822e-01
1.053000e+01,8.100000e-01,5,315,3.710679e-01,4.969000e+00,3.710679e-01,3.574168e-01
1.053000e+01,8.100000e-01,5,320,3.715064e-01,4.972000e+00,3.715064e-01,3.572332e-01
1.053000e+01,8.100000e-01,5,325,3.723162e-01,5.081000e+00,3.723162e-01,3.570272e-01
1.053000e+01,8.100000e-01,5,330,3.720228e-01,5.077000e+00,3.720228e-01,3.573151e-01
1.053000e+01,8.100000e-01,5,335,3.697183e-01,4.890000e+00,3.697183e-01,3.567977e-01
1.053000e+01,8.100000e-01,5,340,3.700029e-01,4.984000e+00,3.700029e-01,3.563591e-01
1.053000e+01,8.100000e-01,5,345,3.684894e-01,5.037000e+00,3.684894e-01,3.566775e-01
1.053000e+01,8.100000e-01,5,350,3.693653e-01,5.002000e+00,3.693653e-01,3.569314e-01
1.053000e+01,8.100000e-01,5,355,3.708947e-01,5.076000e+00,3.708947e-01,3.571706e-01
1.053000e+01,8.100000e-01,5,360,3.693914e-01,5.039000e+00,3.693914e-01,3.577315e-01
1.053000e+01,8.100000e-01,5,365,3.704219e-01,5.004000e+00,3.704219e-01,3.574914e-01
1.053000e+01,8.100000e-01,5,370,3.719715e-01,4.982000e+00,3.719715e-01,3.572616e-01
1.053000e+01,8.100000e-01,5,375,3.710281e-01,5.117000e+00,3.710281e-01,3.575029e-01
1.053000e+01,8.100000e-01,5,380,3.720784e-01,5.111000e+00,3.720784e-01,3.577447e-01
1.053000e+01,8.100000e-01,5,385,3.722689e-01,5.070000e+00,3.722689e-01,3.578846e-01
1.053000e+01,8.100000e-01,5,390,3.727076e-01,4.931000e+00,3.727076e-01,3.582220e-01
1.053000e+01,8.100000e-01,5,395,3.739153e-01,5.040000e+00,3.739153e-01,3.581867e-01
1.053000e+01,8.100000e-01,5,400,3.727652e-01,5.032000e+00,3.727652e-01,3.585985e-01
1.053000e+01,8.100000e-01,5,405,3.706997e-01,5.021000e+00,3.706997e-01,3.583652e-01
1.053000e+01,8.100000e-01,5,410,3.702317e-01,4.969000e+00,3.702317e-01,3.581209e-01
1.053000e+01,8.100000e-01,5,415,3.704985e-01,4.996000e+00,3.704985e-01,3.581561e-01
1.053000e+01,8.100000e-01,5,420,3.708063e-01,5.039000e+00,3.708063e-01,3.577437e-01
1.053000e+01,8.100000e-01,5,425,3.718511e-01,5.013000e+00,3.718511e-01,3.574991e-01
1.053000e+01,8.100000e-01,5,430,3.710645e-01,5.071000e+00,3.710645e-01,3.577308e-01
1.053000e+01,8.100000e-01,5,435,3.694867e-01,5.135000e+00,3.694867e-01,3.570258e-01
1.053000e+01,8.100000e-01,5,440,3.680395e-01,4.972000e+00,3.680395e-01,3.568128e-01
1.053000e+01,8.100000e-01,5,445,3.681940e-01,4.961000e+00,3.681940e-01,3.565111e-01
1.053000e+01,8.100000e-01,5,450,3.683763e-01,5.036000e+00,3.683763e-01,3.569804e-01
1.053000e+01,8.100000e-01,5,455,3.702888e-01,5.075000e+00,3.702888e-01,3.576619e-01
1.053000e+01,8.100000e-01,5,460,3.706086e-01,5.041000e+00,3.706086e-01,3.576936e-01
1.053000e+01,8.100000e-01,5,465,3.696231e-01,5.060000e+00,3.696231e-01,3.581026e-01
1.053000e+01,8.100000e-01,5,470,3.713399e-01,5.000000e+00,3.713399e-01,3.582170e-01
1.053000e+01,8.100000e-01,5,475,3.711487e-01,5.014000e+00,3.711487e-01,3.581380e-01
1.053000e+01,8.100000e-01,5,480,3.718704e-01,4.984000e+00,3.718704e-01,3.581472e-01
1.053000e+01,8.100000e-01,5,485,3.718987e-01,5.063000e+00,3.718987e-01,3.584719e-01
1.053000e+01,8.100000e-01,5,490,3.720222e-01,5.080000e+00,3.720222e-01,3.582546e-01
1.053000e+01,8.100000e-01,5,495,3.709487e-01,5.115000e+00,3.709487e-01,3.584551e-01
1.053000e+01,8.100000e-01,5,500,3.709114e-01,4.976000e+00,3.709114e-01,3.581921e-01
1.134000e+01,8.100000e-01,5,5,3.614458e-01,5.700000e+00,3.614458e-01,3.889969e-01
1.134000e+01,8.100000e-01,5,10,3.656625e-01,5.183000e+00,3.656625e-01,3.881532e-01
1.134000e+01,8.100000e-01,5,15,3.650066e-01,5.231000e+00,3.650066e-01,3.874019e-01
1.134000e+01,8.100000e-01,5,20,3.738327e-01,5.325000e+00,3.738327e-01,3.899770e-01
1.134000e+01,8.100000e-01,5,25,3.803437e-01,5.092000e+00,3.803437e-01,3.927955e-01
1.134000e+01,8.100000e-01,5,30,3.696589e-01,5.243000e+00,3.696589e-01,3.888187e-01
1.134000e+01,8.100000e-01,5,35,3.684391e-01,5.310000e+00,3.684391e-01,3.911082e-01
1.134000e+01,8.100000e-01,5,40,3.757577e-01,5.217000e+00,3.757577e-01,3.909543e-01
1.134000e+01,8.100000e-01,5,45,3.623937e-01,5.158000e+00,3.623937e-01,3.870191e-01
1.134000e+01,8.100000e-01,5,50,3.733267e-01,5.208000e+00,3.733267e-01,3.886071e-01
1.134000e+01,8.100000e-01,5,55,3.716173e-01,5.052000e+00,3.716173e-01,3.890783e-01
1.134000e+01,8.100000e-01,5,60,3.760663e-01,5.268000e+00,3.760663e-01,3.918085e-01
1.134000e+01,8.100000e-01,5,65,3.744728e-01,4.902000e+00,3.744728e-01,3.865823e-01
1.134000e+01,8.100000e-01,5,70,3.769207e-01,4.996000e+00,3.769207e-01,3.871926e-01
1.134000e+01,8.100000e-01,5,75,3.722449e-01,4.982000e+00,3.722449e-01,3.880377e-01
1.134000e+01,8.100000e-01,5,80,3.757394e-01,5.104000e+00,3.757394e-01,3.891147e-01
1.134000e+01,8.100000e-01,5,85,3.762927e-01,5.246000e+00,3.762927e-01,3.873491e-01
1.134000e+01,8.100000e-01,5,90,3.770937e-01,4.947000e+00,3.770937e-01,3.869577e-01
1.134000e+01,8.100000e-01,5,95,3.773036e-01,5.084000e+00,3.773036e-01,3.889700e-01
1.134000e+01,8.100000e-01,5,100,3.719308e-01,5.050000e+00,3.719308e-01,3.901578e-01
1.134000e+01,8.100000e-01,5,105,3.814163e-01,5.163000e+00,3.814163e-01,3.901894e-01
1.134000e+01,8.100000e-01,5,110,3.768324e-01,5.125000e+00,3.768324e-01,3.897661e-01
1.134000e+01,8.100000e-01,5,115,3.711654e-01,5.000000e+00,3.711654e-01,3.858931e-01
1.134000e+01,8.100000e-01,5,120,3.760068e-01,5.175000e+00,3.760068e-01,3.877711e-01
1.134000e+01,8.100000e-01,5,125,3.735696e-01,5.137000e+00,3.735696e-01,3.886032e-01
1.134000e+01,8.100000e-01,5,130,3.673927e-01,5.091000e+00,3.673927e-01,3.883658e-01
1.134000e+01,8.100000e-01,5,135,3.790191e-01,5.172000e+00,3.790191e-01,3.889084e-01
1.134000e+01,8.100000e-01,5,140,3.770426e-01,5.170000e+00,3.770426e-01,3.897929e-01
1.134000e+01,8.100000e-01,5,145,3.738966e-01,4.890000e+00,3.738966e-01,3.879669e-01
1.134000e+01,8.100000e-01,5,150,3.769947e-01,5.067000e+00,3.769947e-01,3.892518e-01
1.134000e+01,8.100000e-01,5,155,3.708260e-01,5.212000e+00,3.708260e-01,3.907237e-01
1.134000e+01,8.100000e-01,5,160,3.764257e-01,5.111000e+00,3.764257e-01,3.899874e-01
1.134000e+01,8.100000e-01,5,165,3.754700e-01,5.080000e+00,3.754700e-01,3.894658e-01
1.134000e+01,8.100000e-01,5,170,3.719892e-01,5.285000e+00,3.719892e-01,3.901046e-01
1.134000e+01,8.100000e-01,5,175,3.674009e-01,5.014000e+00,3.674009e-01,3.885124e-01
1.134000e+01,8.100000e-01,5,180,3.746042e-01,4.957000e+00,3.746042e-01,3.872344e-01
1.134000e+01,8.100000e-01,5,185,3.735897e-01,5.113000e+00,3.735897e-01,3.889459e-01
1.134000e+01,8.100000e-01,5,190,3.729833e-01,5.197000e+00,3.729833e-01,3.887094e-01
1.134000e+01,8.100000e-01,5,195,3.723230e-01,5.032000e+00,3.723230e-01,3.890741e-01
1.134000e+01,8.100000e-01,5,200,3.784169e-01,5.106000e+00,3.784169e-01,3.897723e-01
1.134000e+01,8.100000e-01,5,205,3.794872e-01,5.285000e+00,3.794872e-01,3.912543e-01
1.134000e+01,8.100000e-01,5,210,3.738483e-01,5.066000e+00,3.738483e-01,3.907302e-01
1.134000e+01,8.100000e-01,5,215,3.711374e-01,5.017000e+00,3.711374e-01,3.886771e-01
1.134000e+01,8.100000e-01,5,220,3.714306e-01,5.215000e+00,3.714306e-01,3.903268e-01
1.134000e+01,8.100000e-01,5,225,3.713429e-01,5.148000e+00,3.713429e-01,3.905834e-01
1.134000e+01,8.100000e-01,5,230,3.761335e-01,5.047000e+00,3.761335e-01,3.899291e-01
1.134000e+01,8.100000e-01,5,235,3.730676e-01,5.092000e+00,3.730676e-01,3.895377e-01
1.134000e+01,8.100000e-01,5,240,3.740883e-01,5.036000e+00,3.740883e-01,3.892390e-01
1.134000e+01,8.100000e-01,5,245,3.702667e-01,5.197000e+00,3.702667e-01,3.898318e-01
1.134000e+01,8.100000e-01,5,250,3.737346e-01,5.091000e+00,3.737346e-01,3.894577e-01
1.134000e+01,8.100000e-01,5,255,3.728882e-01,5.060000e+00,3.728882e-01,3.884418e-01
1.134000e+01,8.100000e-01,5,260,3.731433e-01,5.234000e+00,3.731433e-01,3.896622e-01
1.134000e+01,8.100000e-01,5,265,3.724937e-01,5.198000e+00,3.724937e-01,3.900584e-01
1.134000e+01,8.100000e-01,5,270,3.701952e-01,5.010000e+00,3.701952e-01,3.905228e-01
1.134000e+01,8.100000e-01,5,275,3.753424e-01,5.113000e+00,3.753424e-01,3.906431e-01
1.134000e+01,8.100000e-01,5,280,3.739480e-01,5.122000e+00,3.739480e-01,3.914543e-01
1.134000e+01,8.100000e-01,5,285,3.761992e-01,5.188000e+00,3.761992e-01,3.914941e-01
1.134000e+01,8.100000e-01,5,290,3.705381e-01,5.079000e+00,3.705381e-01,3.914170e-01
