L1,L2,m1,m2,dd1,st,pr,rms
3.726000e+01,8.100000e-01,5,355,3.732361e-01,9.085000e+00,3.732361e-01,1.682573e+00
3.726000e+01,8.100000e-01,5,360,3.731355e-01,9.136000e+00,3.731355e-01,1.681386e+00
3.726000e+01,8.100000e-01,5,365,3.728086e-01,9.054000e+00,3.728086e-01,1.678294e+00
3.726000e+01,8.100000e-01,5,370,3.729028e-01,9.088000e+00,3.729028e-01,1.678146e+00
3.726000e+01,8.100000e-01,5,375,3.728015e-01,9.115000e+00,3.728015e-01,1.679868e+00
3.726000e+01,8.100000e-01,5,380,3.726831e-01,9.067000e+00,3.726831e-01,1.680121e+00
3.726000e+01,8.100000e-01,5,385,3.730259e-01,9.091000e+00,3.730259e-01,1.680787e+00
3.726000e+01,8.100000e-01,5,390,3.730980e-01,9.134000e+00,3.730980e-01,1.681030e+00
3.726000e+01,8.100000e-01,5,395,3.731352e-01,9.061000e+00,3.731352e-01,1.678343e+00
3.726000e+01,8.100000e-01,5,400,3.731371e-01,9.102000e+00,3.731371e-01,1.679533e+00
3.726000e+01,8.100000e-01,5,405,3.729504e-01,9.113000e+00,3.729504e-01,1.681156e+00
3.726000e+01,8.100000e-01,5,410,3.730917e-01,9.078000e+00,3.730917e-01,1.681515e+00
3.726000e+01,8.100000e-01,5,415,3.730442e-01,9.097000e+00,3.730442e-01,1.680767e+00
3.726000e+01,8.100000e-01,5,420,3.728707e-01,9.125000e+00,3.728707e-01,1.680115e+00
3.726000e+01,8.100000e-01,5,425,3.726557e-01,9.071000e+00,3.726557e-01,1.677046e+00
3.726000e+01,8.100000e-01,5,430,3.728105e-01,9.091000e+00,3.728105e-01,1.678422e+00
3.726000e+01,8.100000e-01,5,435,3.726655e-01,9.112000e+00,3.726655e-01,1.680253e+00
3.726000e+01,8.100000e-01,5,440,3.727192e-01,9.072000e+00,3.727192e-01,1.680687e+00
3.726000e+01,8.100000e-01,5,445,3.730633e-01,9.095000e+00,3.730633e-01,1.680999e+00
3.726000e+01,8.100000e-01,5,450,3.731756e-01,9.122000e+00,3.731756e-01,1.680977e+00
3.726000e+01,8.100000e-01,5,455,3.730911e-01,9.084000e+00,3.730911e-01,1.678976e+00
3.726000e+01,8.100000e-01,5,460,3.729178e-01,9.080000e+00,3.729178e-01,1.679083e+00
3.726000e+01,8.100000e-01,5,465,3.729663e-01,9.122000e+00,3.729663e-01,1.680922e+00
3.726000e+01,8.100000e-01,5,470,3.727749e-01,9.065000e+00,3.727749e-01,1.680524e+00
3.726000e+01,8.100000e-01,5,475,3.727539e-01,9.091000e+00,3.727539e-01,1.680534e+00
3.726000e+01,8.100000e-01,5,480,3.727729e-01,9.104000e+00,3.727729e-01,1.680045e+00
3.726000e+01,8.100000e-01,5,485,3.726915e-01,9.107000e+00,3.726915e-01,1.679012e+00
3.726000e+01,8.100000e-01,5,490,3.727730e-01,9.072000e+00,3.727730e-01,1.677952e+00
3.726000e+01,8.100000e-01,5,495,3.727137e-01,9.101000e+00,3.727137e-01,1.679561e+00
3.726000e+01,8.100000e-01,5,500,3.726348e-01,9.104000e+00,3.726348e-01,1.680908e+00
3.807000e+01,8.100000e-01,5,5,3.740351e-01,9.133000e+00,3.740351e-01,1.727255e+00
3.807000e+01,8.100000e-01,5,10,3.734194e-01,9.218000e+00,3.734194e-01,1.728867e+00
3.807000e+01,8.100000e-01,5,15,3.732821e-01,9.060000e+00,3.732821e-01,1.730616e+00
3.807000e+01,8.100000e-01,5,20,3.741191e-01,9.227000e+00,3.741191e-01,1.730303e+00
3.807000e+01,8.100000e-01,5,25,3.721498e-01,9.140000e+00,3.721498e-01,1.728411e+00
3.807000e+01,8.100000e-01,5,30,3.742826e-01,9.049000e+00,3.742826e-01,1.733492e+00
3.807000e+01,8.100000e-01,5,35,3.737792e-01,9.104000e+00,3.737792e-01,1.727652e+00
3.807000e+01,8.100000e-01,5,40,3.740721e-01,9.066000e+00,3.740721e-01,1.732359e+00
3.807000e+01,8.100000e-01,5,45,3.745326e-01,9.134000e+00,3.745326e-01,1.727110e+00
3.807000e+01,8.100000e-01,5,50,3.745157e-01,9.147000e+00,3.745157e-01,1.729644e+00
3.807000e+01,8.100000e-01,5,55,3.737414e-01,9.004000e+00,3.737414e-01,1.720758e+00
3.807000e+01,8.100000e-01,5,60,3.733581e-01,9.094000e+00,3.733581e-01,1.727161e+00
3.807000e+01,8.100000e-01,5,65,3.737852e-01,9.344000e+00,3.737852e-01,1.724925e+00
3.807000e+01,8.100000e-01,5,70,3.742617e-01,9.223000e+00,3.742617e-01,1.727654e+00
3.807000e+01,8.100000e-01,5,75,3.743543e-01,9.143000e+00,3.743543e-01,1.722741e+00
3.807000e+01,8.100000e-01,5,80,3.736629e-01,9.114000e+00,3.736629e-01,1.720877e+00
3.807000e+01,8.100000e-01,5,85,3.730666e-01,9.094000e+00,3.730666e-01,1.727017e+00
3.807000e+01,8.100000e-01,5,90,3.748187e-01,9.162000e+00,3.748187e-01,1.722093e+00
3.807000e+01,8.100000e-01,5,95,3.742485e-01,9.119000e+00,3.742485e-01,1.722489e+00
3.807000e+01,8.100000e-01,5,100,3.729718e-01,9.067000e+00,3.729718e-01,1.725035e+00
3.807000e+01,8.100000e-01,5,105,3.739457e-01,9.163000e+00,3.739457e-01,1.720741e+00
3.807000e+01,8.100000e-01,5,110,3.738587e-01,9.103000e+00,3.738587e-01,1.723343e+00
3.807000e+01,8.100000e-01,5,115,3.736549e-01,9.121000e+00,3.736549e-01,1.727665e+00
3.807000e+01,8.100000e-01,5,120,3.739714e-01,9.238000e+00,3.739714e-01,1.721769e+00
3.807000e+01,8.100000e-01,5,125,3.732944e-01,9.156000e+00,3.732944e-01,1.722286e+00
3.807000e+01,8.100000e-01,5,130,3.729675e-01,9.269000e+00,3.729675e-01,1.727866e+00
3.807000e+01,8.100000e-01,5,135,3.736371e-01,9.139000e+00,3.736371e-01,1.721352e+00
3.807000e+01,8.100000e-01,5,140,3.731776e-01,9.214000e+00,3.731776e-01,1.724215e+00
3.807000e+01,8.100000e-01,5,145,3.738802e-01,9.164000e+00,3.738802e-01,1.726777e+00
3.807000e+01,8.100000e-01,5,150,3.735908e-01,9.129000e+00,3.735908e-01,1.725810e+00
3.807000e+01,8.100000e-01,5,155,3.733521e-01,9.212000e+00,3.733521e-01,1.721871e+00
3.807000e+01,8.100000e-01,5,160,3.728614e-01,9.115000e+00,3.728614e-01,1.722513e+00
3.807000e+01,8.100000e-01,5,165,3.729225e-01,9.222000e+00,3.729225e-01,1.727546e+00
3.807000e+01,8.100000e-01,5,170,3.734924e-01,9.132000e+00,3.734924e-01,1.723845e+00
3.807000e+01,8.100000e-01,5,175,3.734909e-01,9.245000e+00,3.734909e-01,1.724737e+00
3.807000e+01,8.100000e-01,5,180,3.733941e-01,9.145000e+00,3.733941e-01,1.725063e+00
3.807000e+01,8.100000e-01,5,185,3.731331e-01,9.236000e+00,3.731331e-01,1.729281e+00
3.807000e+01,8.100000e-01,5,190,3.730968e-01,9.159000e+00,3.730968e-01,1.722913e+00
3.807000e+01,8.100000e-01,5,195,3.730008e-01,9.245000e+00,3.730008e-01,1.723250e+00
3.807000e+01,8.100000e-01,5,200,3.727844e-01,9.123000e+00,3.727844e-01,1.723803e+00
3.807000e+01,8.100000e-01,5,205,3.730511e-01,9.216000e+00,3.730511e-01,1.728694e+00
3.807000e+01,8.100000e-01,5,210,3.733753e-01,9.153000e+00,3.733753e-01,1.724919e+00
3.807000e+01,8.100000e-01,5,215,3.734583e-01,9.189000e+00,3.734583e-01,1.724157e+00
3.807000e+01,8.100000e-01,5,220,3.728085e-01,9.128000e+00,3.728085e-01,1.724478e+00
3.807000e+01,8.100000e-01,5,225,3.729941e-01,9.213000e+00,3.729941e-01,1.727901e+00
3.807000e+01,8.100000e-01,5,230,3.725482e-01,9.190000e+00,3.725482e-01,1.724895e+00
3.807000e+01,8.100000e-01,5,235,3.728245e-01,9.156000e+00,3.728245e-01,1.721626e+00
3.807000e+01,8.100000e-01,5,240,3.727777e-01,9.247000e+00,3.727777e-01,1.725579e+00
3.807000e+01,8.100000e-01,5,245,3.729200e-01,9.147000e+00,3.729200e-01,1.726204e+00
3.807000e+01,8.100000e-01,5,250,3.731710e-01,9.215000e+00,3.731710e-01,1.728459e+00
3.807000e+01,8.100000e-01,5,255,3.730407e-01,9.152000e+00,3.730407e-01,1.724442e+00
3.807000e+01,8.100000e-01,5,260,3.730118e-01,9.175000e+00,3.730118e-01,1.724122e+00
3.807000e+01,8.100000e-01,5,265,3.726374e-01,9.175000e+00,3.726374e-01,1.725456e+00
3.807000e+01,8.100000e-01,5,270,3.725555e-01,9.184000e+00,3.725555e-01,1.727010e+00
3.807000e+01,8.100000e-01,5,275,3.725061e-01,9.216000e+00,3.725061e-01,1.726242e+00
3.807000e+01,8.100000e-01,5,280,3.726432e-01,9.142000e+00,3.726432e-01,1.722468e+00
3.807000e+01,8.100000e-01,5,285,3.728820e-01,9.187000e+00,3.728820e-01,1.725095e+00
3.807000e+01,8.100000e-01,5,290,3.725245e-01,9.164000e+00,3.725245e-01,1.726107e+00
3.807000e+01,8.100000e-01,5,295,3.730748e-01,9.198000e+00,3.730748e-01,1.729022e+00
3.807000e+01,8.100000e-01,5,300,3.729757e-01,9.222000e+00,3.729757e-01,1.727570e+00
3.807000e+01,8.100000e-01,5,305,3.726349e-01,9.140000e+00,3.726349e-01,1.722771e+00
3.807000e+01,8.100000e-01,5,310,3.726715e-01,9.192000e+00,3.726715e-01,1.724523e+00
3.807000e+01,8.100000e-01,5,315,3.725491e-01,9.183000e+00,3.725491e-01,1.725348e+00
3.807000e+01,8.100000e-01,5,320,3.726948e-01,9.166000e+00,3.726948e-01,1.726771e+00
3.807000e+01,8.100000e-01,5,325,3.728405e-01,9.227000e+00,3.728405e-01,1.726408e+00
3.807000e+01,8.100000e-01,5,330,3.729401e-01,9.150000e+00,3.729401e-01,1.724090e+00
3.807000e+01,8.100000e-01,5,335,3.730968e-01,9.191000e+00,3.730968e-01,1.724357e+00
3.807000e+01,8.100000e-01,5,340,3.728066e-01,9.218000e+00,3.728066e-01,1.726636e+00
3.807000e+01,8.100000e-01,5,345,3.731331e-01,9.172000e+00,3.731331e-01,1.727017e+00
3.807000e+01,8.100000e-01,5,350,3.732342e-01,9.210000e+00,3.732342e-01,1.727335e+00
3.807000e+01,8.100000e-01,5,355,3.729106e-01,9.208000e+00,3.729106e-01,1.725623e+00
3.807000e+01,8.100000e-01,5,360,3.727754e-01,9.152000e+00,3.727754e-01,1.722566e+00
3.807000e+01,8.100000e-01,5,365,3.727823e-01,9.202000e+00,3.727823e-01,1.724438e+00
3.807000e+01,8.100000e-01,5,370,3.725470e-01,9.165000e+00,3.725470e-01,1.724995e+00
3.807000e+01,8.100000e-01,5,375,3.729056e-01,9.177000e+00,3.729056e-01,1.726923e+00
3.807000e+01,8.100000e-01,5,380,3.731628e-01,9.218000e+00,3.731628e-01,1.726496e+00
3.807000e+01,8.100000e-01,5,385,3.730285e-01,9.179000e+00,3.730285e-01,1.724775e+00
3.807000e+01,8.100000e-01,5,390,3.731602e-01,9.174000e+00,3.731602e-01,1.724223e+00
3.807000e+01,8.100000e-01,5,395,3.730103e-01,9.208000e+00,3.730103e-01,1.726107e+00
3.807000e+01,8.100000e-01,5,400,3.729903e-01,9.165000e+00,3.729903e-01,1.726395e+00
3.807000e+01,8.100000e-01,5,405,3.730710e-01,9.186000e+00,3.730710e-01,1.726757e+00
3.807000e+01,8.100000e-01,5,410,3.728716e-01,9.218000e+00,3.728716e-01,1.725824e+00
3.807000e+01,8.100000e-01,5,415,3.727259e-01,9.177000e+00,3.727259e-01,1.723514e+00
3.807000e+01,8.100000e-01,5,420,3.728310e-01,9.174000e+00,3.728310e-01,1.723467e+00
3.807000e+01,8.100000e-01,5,425,3.727012e-01,9.212000e+00,3.727012e-01,1.725266e+00
3.807000e+01,8.100000e-01,5,430,3.727332e-01,9.161000e+00,3.727332e-01,1.725890e+00
3.807000e+01,8.100000e-01,5,435,3.731135e-01,9.189000e+00,3.731135e-01,1.726744e+00
3.807000e+01,8.100000e-01,5,440,3.733046e-01,9.215000e+00,3.733046e-01,1.726705e+00
3.807000e+01,8.100000e-01,5,445,3.730176e-01,9.186000e+00,3.730176e-01,1.724764e+00
3.807000e+01,8.100000e-01,5,450,3.730104e-01,9.172000e+00,3.730104e-01,1.724340e+00
3.807000e+01,8.100000e-01,5,455,3.730175e-01,9.218000e+00,3.730175e-01,1.726270e+00
3.807000e+01,8.100000e-01,5,460,3.727374e-01,9.163000e+00,3.727374e-01,1.725929e+00
3.807000e+01,8.100000e-01,5,465,3.727976e-01,9.186000e+00,3.727976e-01,1.726098e+00
3.807000e+01,8.100000e-01,5,470,3.728699e-01,9.199000e+00,3.728699e-01,1.725570e+00
3.807000e+01,8.100000e-01,5,475,3.726852e-01,9.203000e+00,3.726852e-01,1.724397e+00
3.807000e+01,8.100000e-01,5,480,3.727262e-01,9.167000e+00,3.727262e-01,1.723341e+00
3.807000e+01,8.100000e-01,5,485,3.727661e-01,9.200000e+00,3.727661e-01,1.725188e+00
3.807000e+01,8.100000e-01,5,490,3.727127e-01,9.196000e+00,3.727127e-01,1.726399e+00
3.807000e+01,8.100000e-01,5,495,3.729065e-01,9.174000e+00,3.729065e-01,1.727400e+00
3.807000e+01,8.100000e-01,5,500,3.731492e-01,9.201000e+00,3.731492e-01,1.726689e+00
3.888000e+01,8.100000e-01,5,5,3.739821e-01,9.229000e+00,3.739821e-01,1.772750e+00
3.888000e+01,8.100000e-01,5,10,3.733380e-01,9.247000e+00,3.733380e-01,1.774013e+00
3.888000e+01,8.100000e-01,5,15,3.751587e-01,9.165000e+00,3.751587e-01,1.777729e+00
3.888000e+01,8.100000e-01,5,20,3.724462e-01,9.362000e+00,3.724462e-01,1.777713e+00
3.888000e+01,8.100000e-01,5,25,3.731440e-01,9.142000e+00,3.731440e-01,1.773425e+00
3.888000e+01,8.100000e-01,5,30,3.756726e-01,9.196000e+00,3.756726e-01,1.779414e+00
3.888000e+01,8.100000e-01,5,35,3.745761e-01,9.350000e+00,3.745761e-01,1.775968e+00
3.888000e+01,8.100000e-01,5,40,3.750875e-01,9.325000e+00,3.750875e-01,1.776947e+00
3.888000e+01,8.100000e-01,5,45,3.745758e-01,9.354000e+00,3.745758e-01,1.775547e+00
3.888000e+01,8.100000e-01,5,50,3.740152e-01,9.220000e+00,3.740152e-01,1.773457e+00
3.888000e+01,8.100000e-01,5,55,3.740895e-01,9.274000e+00,3.740895e-01,1.769476e+00
3.888000e+01,8.100000e-01,5,60,3.747057e-01,9.303000e+00,3.747057e-01,1.775439e+00
3.888000e+01,8.100000e-01,5,65,3.732370e-01,9.213000e+00,3.732370e-01,1.767557e+00
3.888000e+01,8.100000e-01,5,70,3.737326e-01,9.234000e+00,3.737326e-01,1.772528e+00
3.888000e+01,8.100000e-01,5,75,3.737972e-01,9.305000e+00,3.737972e-01,1.766078e+00
3.888000e+01,8.100000e-01,5,80,3.744560e-01,9.255000e+00,3.744560e-01,1.769694e+00
3.888000e+01,8.100000e-01,5,85,3.745907e-01,9.271000e+00,3.745907e-01,1.774901e+00
3.888000e+01,8.100000e-01,5,90,3.733006e-01,9.368000e+00,3.733006e-01,1.769565e+00
3.888000e+01,8.100000e-01,5,95,3.741230e-01,9.371000e+00,3.741230e-01,1.772359e+00
3.888000e+01,8.100000e-01,5,100,3.737826e-01,9.266000e+00,3.737826e-01,1.769001e+00
3.888000e+01,8.100000e-01,5,105,3.733279e-01,9.347000e+00,3.733279e-01,1.768633e+00
3.888000e+01,8.100000e-01,5,110,3.738696e-01,9.339000e+00,3.738696e-01,1.773564e+00
3.888000e+01,8.100000e-01,5,115,3.743787e-01,9.212000e+00,3.743787e-01,1.770387e+00
3.888000e+01,8.100000e-01,5,120,3.732579e-01,9.322000e+00,3.732579e-01,1.768865e+00
3.888000e+01,8.100000e-01,5,125,3.736318e-01,9.264000e+00,3.736318e-01,1.770616e+00
3.888000e+01,8.100000e-01,5,130,3.733053e-01,9.180000e+00,3.733053e-01,1.769880e+00
3.888000e+01,8.100000e-01,5,135,3.739233e-01,9.331000e+00,3.739233e-01,1.768550e+00
3.888000e+01,8.100000e-01,5,140,3.735022e-01,9.278000e+00,3.735022e-01,1.770236e+00
3.888000e+01,8.100000e-01,5,145,3.732459e-01,9.340000e+00,3.732459e-01,1.775137e+00
3.888000e+01,8.100000e-01,5,150,3.735087e-01,9.235000e+00,3.735087e-01,1.765715e+00
3.888000e+01,8.100000e-01,5,155,3.728296e-01,9.298000e+00,3.728296e-01,1.768436e+00
3.888000e+01,8.100000e-01,5,160,3.732704e-01,9.274000e+00,3.732704e-01,1.771244e+00
3.888000e+01,8.100000e-01,5,165,3.730059e-01,9.262000e+00,3.730059e-01,1.770810e+00
3.888000e+01,8.100000e-01,5,170,3.739512e-01,9.305000e+00,3.739512e-01,1.768861e+00
3.888000e+01,8.100000e-01,5,175,3.731008e-01,9.211000e+00,3.731008e-01,1.769448e+00
3.888000e+01,8.100000e-01,5,180,3.734549e-01,9.307000e+00,3.734549e-01,1.774021e+00
3.888000e+01,8.100000e-01,5,185,3.730326e-01,9.258000e+00,3.730326e-01,1.769436e+00
3.888000e+01,8.100000e-01,5,190,3.731056e-01,9.297000e+00,3.731056e-01,1.767879e+00
3.888000e+01,8.100000e-01,5,195,3.726590e-01,9.196000e+00,3.726590e-01,1.768758e+00
3.888000e+01,8.100000e-01,5,200,3.730179e-01,9.289000e+00,3.730179e-01,1.773662e+00
3.888000e+01,8.100000e-01,5,205,3.733159e-01,9.246000e+00,3.733159e-01,1.771134e+00
3.888000e+01,8.100000e-01,5,210,3.734612e-01,9.269000e+00,3.734612e-01,1.769246e+00
3.888000e+01,8.100000e-01,5,215,3.727225e-01,9.248000e+00,3.727225e-01,1.770417e+00
3.888000e+01,8.100000e-01,5,220,3.730289e-01,9.309000e+00,3.730289e-01,1.773221e+00
3.888000e+01,8.100000e-01,5,225,3.726993e-01,9.298000e+00,3.726993e-01,1.771178e+00
3.888000e+01,8.100000e-01,5,230,3.727299e-01,9.251000e+00,3.727299e-01,1.767119e+00
3.888000e+01,8.100000e-01,5,235,3.727189e-01,9.341000e+00,3.727189e-01,1.771112e+00
3.888000e+01,8.100000e-01,5,240,3.729677e-01,9.242000e+00,3.729677e-01,1.772030e+00
3.888000e+01,8.100000e-01,5,245,3.732042e-01,9.312000e+00,3.732042e-01,1.774396e+00
3.888000e+01,8.100000e-01,5,250,3.731893e-01,9.248000e+00,3.731893e-01,1.770035e+00
3.888000e+01,8.100000e-01,5,255,3.730208e-01,9.278000e+00,3.730208e-01,1.770155e+00
3.888000e+01,8.100000e-01,5,260,3.726088e-01,9.258000e+00,3.726088e-01,1.770988e+00
3.888000e+01,8.100000e-01,5,265,3.727480e-01,9.291000e+00,3.727480e-01,1.773260e+00
3.888000e+01,8.100000e-01,5,270,3.725629e-01,9.306000e+00,3.725629e-01,1.771795e+00
3.888000e+01,8.100000e-01,5,275,3.727020e-01,9.250000e+00,3.727020e-01,1.767992e+00
3.888000e+01,8.100000e-01,5,280,3.728408e-01,9.299000e+00,3.728408e-01,1.771220e+00
3.888000e+01,8.100000e-01,5,285,3.726738e-01,9.249000e+00,3.726738e-01,1.772182e+00
3.888000e+01,8.100000e-01,5,290,3.730896e-01,9.308000e+00,3.730896e-01,1.775141e+00
3.888000e+01,8.100000e-01,5,295,3.729348e-01,9.301000e+00,3.729348e-01,1.772501e+00
3.888000e+01,8.100000e-01,5,300,3.726493e-01,9.247000e+00,3.726493e-01,1.768678e+00
3.888000e+01,8.100000e-01,5,305,3.725550e-01,9.295000e+00,3.725550e-01,1.771044e+00
3.888000e+01,8.100000e-01,5,310,3.724861e-01,9.257000e+00,3.724861e-01,1.771432e+00
3.888000e+01,8.100000e-01,5,315,3.727026e-01,9.291000e+00,3.727026e-01,1.773176e+00
3.888000e+01,8.100000e-01,5,320,3.727509e-01,9.313000e+00,3.727509e-01,1.771964e+00
3.888000e+01,8.100000e-01,5,325,3.728391e-01,9.245000e+00,3.728391e-01,1.768429e+00
3.888000e+01,8.100000e-01,5,330,3.729440e-01,9.298000e+00,3.729440e-01,1.770996e+00
3.888000e+01,8.100000e-01,5,335,3.729306e-01,9.269000e+00,3.729306e-01,1.772103e+00
3.888000e+01,8.100000e-01,5,340,3.731200e-01,9.271000e+00,3.731200e-01,1.773740e+00
3.888000e+01,8.100000e-01,5,345,3.731450e-01,9.325000e+00,3.731450e-01,1.772599e+00
3.888000e+01,8.100000e-01,5,350,3.728456e-01,9.248000e+00,3.728456e-01,1.769406e+00
3.888000e+01,8.100000e-01,5,355,3.728048e-01,9.279000e+00,3.728048e-01,1.769181e+00
3.888000e+01,8.100000e-01,5,360,3.726949e-01,9.305000e+00,3.726949e-01,1.770988e+00
3.888000e+01,8.100000e-01,5,365,3.726383e-01,9.262000e+00,3.726383e-01,1.771402e+00
3.888000e+01,8.100000e-01,5,370,3.729769e-01,9.289000e+00,3.729769e-01,1.772278e+00
3.888000e+01,8.100000e-01,5,375,3.731149e-01,9.316000e+00,3.731149e-01,1.771831e+00
3.888000e+01,8.100000e-01,5,380,3.731827e-01,9.248000e+00,3.731827e-01,1.769277e+00
3.888000e+01,8.100000e-01,5,385,3.730985e-01,9.304000e+00,3.730985e-01,1.771340e+00
3.888000e+01,8.100000e-01,5,390,3.729401e-01,9.279000e+00,3.729401e-01,1.772066e+00
3.888000e+01,8.100000e-01,5,395,3.729524e-01,9.277000e+00,3.729524e-01,1.773048e+00
3.888000e+01,8.100000e-01,5,400,3.730071e-01,9.301000e+00,3.730071e-01,1.771926e+00
3.888000e+01,8.100000e-01,5,405,3.728191e-01,9.298000e+00,3.728191e-01,1.770250e+00
3.888000e+01,8.100000e-01,5,410,3.727220e-01,9.256000e+00,3.727220e-01,1.768510e+00
3.888000e+01,8.100000e-01,5,415,3.727628e-01,9.307000e+00,3.727628e-01,1.770549e+00
3.888000e+01,8.100000e-01,5,420,3.726044e-01,9.258000e+00,3.726044e-01,1.771198e+00
3.888000e+01,8.100000e-01,5,425,3.730511e-01,9.282000e+00,3.730511e-01,1.772938e+00
3.888000e+01,8.100000e-01,5,430,3.731870e-01,9.303000e+00,3.731870e-01,1.772415e+00
3.888000e+01,8.100000e-01,5,435,3.730150e-01,9.295000e+00,3.730150e-01,1.771010e+00
3.888000e+01,8.100000e-01,5,440,3.729608e-01,9.263000e+00,3.729608e-01,1.769772e+00
3.888000e+01,8.100000e-01,5,445,3.729298e-01,9.307000e+00,3.729298e-01,1.771558e+00
3.888000e+01,8.100000e-01,5,450,3.728325e-01,9.265000e+00,3.728325e-01,1.771781e+00
3.888000e+01,8.100000e-01,5,455,3.727824e-01,9.278000e+00,3.727824e-01,1.772279e+00
3.888000e+01,8.100000e-01,5,460,3.728058e-01,9.292000e+00,3.728058e-01,1.771093e+00
3.888000e+01,8.100000e-01,5,465,3.726204e-01,9.301000e+00,3.726204e-01,1.770047e+00
3.888000e+01,8.100000e-01,5,470,3.726251e-01,9.263000e+00,3.726251e-01,1.768875e+00
3.888000e+01,8.100000e-01,5,475,3.727484e-01,9.293000e+00,3.727484e-01,1.770714e+00
3.888000e+01,8.100000e-01,5,480,3.726615e-01,9.292000e+00,3.726615e-01,1.772176e+00
3.888000e+01,8.100000e-01,5,485,3.729742e-01,9.270000e+00,3.729742e-01,1.773210e+00
3.888000e+01,8.100000e-01,5,490,3.731258e-01,9.297000e+00,3.731258e-01,1.772357e+00
3.888000e+01,8.100000e-01,5,495,3.730119e-01,9.302000e+00,3.730119e-01,1.771639e+00
3.888000e+01,8.100000e-01,5,500,3.728340e-01,9.273000e+00,3.728340e-01,1.769774e+00
3.969000e+01,8.100000e-01,5,5,3.735436e-01,9.343000e+00,3.735436e-01,1.818227e+00
3.969000e+01,8.100000e-01,5,10,3.729520e-01,9.292000e+00,3.729520e-01,1.818904e+00
3.969000e+01,8.100000e-01,5,15,3.757447e-01,9.380000e+00,3.757447e-01,1.824622e+00
3.969000e+01,8.100000e-01,5,20,3.728741e-01,9.375000e+00,3.728741e-01,1.823601e+00
3.969000e+01,8.100000e-01,5,25,3.747098e-01,9.370000e+00,3.747098e-01,1.820539e+00
3.969000e+01,8.100000e-01,5,30,3.739598e-01,9.409000e+00,3.739598e-01,1.825103e+00
3.969000e+01,8.100000e-01,5,35,3.736185e-01,9.372000e+00,3.736185e-01,1.823317e+00
3.969000e+01,8.100000e-01,5,40,3.743779e-01,9.477000e+00,3.743779e-01,1.821960e+00
3.969000e+01,8.100000e-01,5,45,3.737079e-01,9.418000e+00,3.737079e-01,1.823177e+00
3.969000e+01,8.100000e-01,5,50,3.737373e-01,9.466000e+00,3.737373e-01,1.815775e+00
3.969000e+01,8.100000e-01,5,55,3.744437e-01,9.398000e+00,3.744437e-01,1.818540e+00
3.969000e+01,8.100000e-01,5,60,3.748765e-01,9.347000e+00,3.748765e-01,1.818061e+00
3.969000e+01,8.100000e-01,5,65,3.747356e-01,9.263000e+00,3.747356e-01,1.814590e+00
3.969000e+01,8.100000e-01,5,70,3.736735e-01,9.322000e+00,3.736735e-01,1.818689e+00
3.969000e+01,8.100000e-01,5,75,3.736421e-01,9.493000e+00,3.736421e-01,1.814448e+00
3.969000e+01,8.100000e-01,5,80,3.735197e-01,9.451000e+00,3.735197e-01,1.819157e+00
3.969000e+01,8.100000e-01,5,85,3.747136e-01,9.373000e+00,3.747136e-01,1.815184e+00
3.969000e+01,8.100000e-01,5,90,3.738507e-01,9.336000e+00,3.738507e-01,1.813460e+00
3.969000e+01,8.100000e-01,5,95,3.730147e-01,9.354000e+00,3.730147e-01,1.817535e+00
3.969000e+01,8.100000e-01,5,100,3.738586e-01,9.379000e+00,3.738586e-01,1.811662e+00
3.969000e+01,8.100000e-01,5,105,3.737983e-01,9.318000e+00,3.737983e-01,1.814794e+00
3.969000e+01,8.100000e-01,5,110,3.735270e-01,9.349000e+00,3.735270e-01,1.819839e+00
3.969000e+01,8.100000e-01,5,115,3.740325e-01,9.426000e+00,3.740325e-01,1.813293e+00
3.969000e+01,8.100000e-01,5,120,3.733614e-01,9.347000e+00,3.733614e-01,1.814020e+00
3.969000e+01,8.100000e-01,5,125,3.728020e-01,9.446000e+00,3.728020e-01,1.819600e+00
3.969000e+01,8.100000e-01,5,130,3.736559e-01,9.335000e+00,3.736559e-01,1.811665e+00
3.969000e+01,8.100000e-01,5,135,3.730861e-01,9.328000e+00,3.730861e-01,1.814850e+00
3.969000e+01,8.100000e-01,5,140,3.738892e-01,9.409000e+00,3.738892e-01,1.820028e+00
3.969000e+01,8.100000e-01,5,145,3.737189e-01,9.283000e+00,3.737189e-01,1.815537e+00
3.969000e+01,8.100000e-01,5,150,3.732655e-01,9.412000e+00,3.732655e-01,1.814130e+00
3.969000e+01,8.100000e-01,5,155,3.731392e-01,9.370000e+00,3.731392e-01,1.815512e+00
3.969000e+01,8.100000e-01,5,160,3.728276e-01,9.423000e+00,3.728276e-01,1.819826e+00
3.969000e+01,8.100000e-01,5,165,3.737326e-01,9.311000e+00,3.737326e-01,1.813037e+00
3.969000e+01,8.100000e-01,5,170,3.729773e-01,9.390000e+00,3.729773e-01,1.816467e+00
3.969000e+01,8.100000e-01,5,175,3.735454e-01,9.388000e+00,3.735454e-01,1.818756e+00
3.969000e+01,8.100000e-01,5,180,3.730206e-01,9.364000e+00,3.730206e-01,1.817301e+00
3.969000e+01,8.100000e-01,5,185,3.729845e-01,9.333000e+00,3.729845e-01,1.812330e+00
3.969000e+01,8.100000e-01,5,190,3.725641e-01,9.342000e+00,3.725641e-01,1.815114e+00
