t1,d1,v1,d2,v2,u,u_max
0,9.354965e-01,0,1.076868e+00,0
0,5.926123e+00,1.000000e-02,9.354109e-01,-1.710662e-02,1.076783e+00,-1.711967e-02
0,5.898987e+00,2.000000e-02,9.351546e-01,-3.414481e-02,1.076526e+00,-3.423530e-02
0,5.870877e+00,3.000000e-02,9.347284e-01,-5.105860e-02,1.076098e+00,-5.134678e-02
0,5.841884e+00,4.000000e-02,9.341340e-01,-6.779521e-02,1.075499e+00,-6.845383e-02
0,5.812100e+00,5.000000e-02,9.333733e-01,-8.430626e-02,1.074729e+00,-8.555600e-02
0,5.781614e+00,6.000000e-02,9.324488e-01,-1.005490e-01,1.073788e+00,-1.026525e-01
0,5.750507e+00,7.000000e-02,9.313633e-01,-1.164872e-01,1.072676e+00,-1.197423e-01
0,5.718854e+00,8.000000e-02,9.301201e-01,-1.320923e-01,1.071393e+00,-1.368239e-01
0,5.686719e+00,9.000000e-02,9.287226e-01,-1.473437e-01,1.069939e+00,-1.538955e-01
0,5.654158e+00,1.000000e-01,9.271745e-01,-1.622293e-01,1.068315e+00,-1.709549e-01
0,5.621210e+00,1.100000e-01,9.254793e-01,-1.767459e-01,1.066520e+00,-1.879993e-01
0,5.587904e+00,1.200000e-01,9.236408e-01,-1.908991e-01,1.064555e+00,-2.050257e-01
0,5.554256e+00,1.300000e-01,9.216625e-01,-2.047030e-01,1.062420e+00,-2.220306e-01
0,5.520265e+00,1.400000e-01,9.195478e-01,-2.181796e-01,1.060115e+00,-2.390099e-01
0,5.485919e+00,1.500000e-01,9.172999e-01,-2.313587e-01,1.057640e+00,-2.559596e-01
0,5.451191e+00,1.600000e-01,9.149215e-01,-2.442765e-01,1.054996e+00,-2.728749e-01
0,5.416043e+00,1.700000e-01,9.124151e-01,-2.569747e-01,1.052182e+00,-2.897510e-01
0,5.380426e+00,1.800000e-01,9.097826e-01,-2.694995e-01,1.049201e+00,-3.065828e-01
0,5.344279e+00,1.900000e-01,9.070255e-01,-2.819005e-01,1.046051e+00,-3.233652e-01
0,5.307535e+00,2.000000e-01,9.041448e-01,-2.942287e-01,1.042734e+00,-3.400929e-01
0,5.270122e+00,2.100000e-01,9.011410e-01,-3.065359e-01,1.039249e+00,-3.567604e-01
0,5.231961e+00,2.200000e-01,8.980140e-01,-3.188729e-01,1.035599e+00,-3.733626e-01
0,5.192974e+00,2.300000e-01,8.947633e-01,-3.312882e-01,1.031782e+00,-3.898944e-01
0,5.153081e+00,2.400000e-01,8.913878e-01,-3.438266e-01,1.027801e+00,-4.063508e-01
0,5.112207e+00,2.500000e-01,8.878862e-01,-3.565282e-01,1.023655e+00,-4.227271e-01
0,5.070280e+00,2.600000e-01,8.842566e-01,-3.694273e-01,1.019347e+00,-4.390190e-01
0,5.027235e+00,2.700000e-01,8.804969e-01,-3.825513e-01,1.014875e+00,-4.552223e-01
0,4.983016e+00,2.800000e-01,8.766048e-01,-3.959203e-01,1.010243e+00,-4.713334e-01
0,4.937577e+00,2.900000e-01,8.725776e-01,-4.095461e-01,1.005449e+00,-4.873492e-01
0,4.890884e+00,3.000000e-01,8.684130e-01,-4.234322e-01,1.000496e+00,-5.032666e-01
0,4.842916e+00,3.100000e-01,8.641081e-01,-4.375737e-01,9.953840e-01,-5.190835e-01
0,4.793662e+00,3.200000e-01,8.596607e-01,-4.519570e-01,9.901145e-01,-5.347977e-01
