t1,d1,v1,u,u_max
2.330000e+00,-6.808038e-01,7.032306e-02,0,-1.359249e+01
2.340000e+00,-6.800547e-01,7.952079e-02,0,-1.350645e+01
2.350000e+00,-6.792130e-01,8.885270e-02,0,-1.341746e+01
2.360000e+00,-6.782771e-01,9.835579e-02,0,-1.332520e+01
2.370000e+00,-6.772452e-01,1.080621e-01,0,-1.322939e+01
2.380000e+00,-6.761151e-01,1.179978e-01,0,-1.312979e+01
2.390000e+00,-6.748844e-01,1.281826e-01,0,-1.302618e+01
2.400000e+00,-6.735506e-01,1.386291e-01,0,-1.291844e+01
2.410000e+00,-6.721109e-01,1.493425e-01,0,-1.280645e+01
2.420000e+00,-6.705628e-01,1.603204e-01,0,-1.269018e+01
2.430000e+00,-6.689037e-01,1.715530e-01,0,-1.256965e+01
2.440000e+00,-6.671310e-01,1.830232e-01,0,-1.244495e+01
2.450000e+00,-6.652425e-01,1.947070e-01,0,-1.231620e+01
2.460000e+00,-6.632362e-01,2.065740e-01,0,-1.218361e+01
2.470000e+00,-6.611105e-01,2.185885e-01,0,-1.204741e+01
2.480000e+00,-6.588641e-01,2.307101e-01,0,-1.190788e+01
2.490000e+00,-6.564961e-01,2.428948e-01,0,-1.176534e+01
2.500000e+00,-6.540062e-01,2.550961e-01,0,-1.162015e+01
2.510000e+00,-6.513943e-01,2.672661e-01,0,-1.147266e+01
2.520000e+00,-6.486611e-01,2.793567e-01,0,-1.132327e+01
2.530000e+00,-6.458076e-01,2.913210e-01,0,-1.117234e+01
2.540000e+00,-6.428352e-01,3.031142e-01,0,-1.102026e+01
2.550000e+00,-6.397460e-01,3.146948e-01,0,-1.086739e+01
2.560000e+00,-6.365422e-01,3.260255e-01,0,-1.071405e+01
2.570000e+00,-6.332264e-01,3.370744e-01,0,-1.056054e+01
2.580000e+00,-6.298017e-01,3.478155e-01,0,-1.040714e+01
2.590000e+00,-6.262712e-01,3.582293e-01,0,-1.025404e+01
2.600000e+00,-6.226383e-01,3.683035e-01,0,-1.010142e+01
2.610000e+00,-6.189063e-01,3.780328e-01,0,-9.949395e+00
2.620000e+00,-6.150788e-01,3.874195e-01,0,-9.798007e+00
2.630000e+00,-6.111590e-01,3.964730e-01,0,-9.647259e+00
2.640000e+00,-6.071504e-01,4.052097e-01,0,-9.497093e+00
2.650000e+00,-6.030558e-01,4.136523e-01,0,-9.347398e+00
2.660000e+00,-5.988782e-01,4.218294e-01,0,-9.198014e+00
2.670000e+00,-5.946200e-01,4.297746e-01,0,-9.048734e+00
2.680000e+00,-5.902833e-01,4.375256e-01,0,-8.899315e+00
2.690000e+00,-5.858700e-01,4.451230e-01,0,-8.749480e+00
2.700000e+00,-5.813813e-01,4.526097e-01,0,-8.598930e+00
2.710000e+00,-5.768180e-01,4.600290e-01,0,-8.447349e+00
2.720000e+00,-5.721808e-01,4.674243e-01,0,-8.294416e+00
2.730000e+00,-5.674695e-01,4.748373e-01,0,-8.139811e+00
2.740000e+00,-5.626838e-01,4.823072e-01,0,-7.983226e+00
2.750000e+00,-5.578230e-01,4.898695e-01,0,-7.824373e+00
