t1s,d1s
3.877000e+01,1.858806e-01
3.878000e+01,1.926884e-01
3.879000e+01,1.994636e-01
3.880000e+01,2.062052e-01
3.881000e+01,2.129120e-01
3.882000e+01,2.195831e-01
3.883000e+01,2.262173e-01
3.884000e+01,2.328136e-01
3.885000e+01,2.393711e-01
3.886000e+01,2.458886e-01
3.887000e+01,2.523651e-01
3.888000e+01,2.587996e-01
3.889000e+01,2.651911e-01
3.890000e+01,2.715386e-01
3.891000e+01,2.778411e-01
3.892000e+01,2.840976e-01
3.893000e+01,2.903071e-01
3.894000e+01,2.964687e-01
3.895000e+01,3.025813e-01
3.896000e+01,3.086440e-01
3.897000e+01,3.146558e-01
3.898000e+01,3.206158e-01
3.899000e+01,3.265231e-01
39,3.323767e-01
3.901000e+01,3.381756e-01
3.902000e+01,3.439190e-01
3.903000e+01,3.496060e-01
3.904000e+01,3.552356e-01
3.905000e+01,3.608069e-01
3.906000e+01,3.663192e-01
3.907000e+01,3.717714e-01
3.908000e+01,3.771627e-01
3.909000e+01,3.824924e-01
3.910000e+01,3.877595e-01
3.911000e+01,3.929632e-01
3.912000e+01,3.981026e-01
3.913000e+01,4.031771e-01
3.914000e+01,4.081858e-01
3.915000e+01,4.131278e-01
3.916000e+01,4.180025e-01
3.917000e+01,4.228090e-01
3.918000e+01,4.275467e-01
3.919000e+01,4.322147e-01
3.920000e+01,4.368124e-01
3.921000e+01,4.413391e-01
3.922000e+01,4.457939e-01
3.923000e+01,4.501764e-01
3.924000e+01,4.544857e-01
3.925000e+01,4.587212e-01
3.926000e+01,4.628822e-01
3.927000e+01,4.669682e-01
3.928000e+01,4.709785e-01
3.929000e+01,4.749125e-01
3.930000e+01,4.787695e-01
3.931000e+01,4.825490e-01
3.932000e+01,4.862504e-01
3.933000e+01,4.898731e-01
3.934000e+01,4.934165e-01
3.935000e+01,4.968802e-01
3.936000e+01,5.002636e-01
3.937000e+01,5.035661e-01
3.938000e+01,5.067873e-01
3.939000e+01,5.099266e-01
3.940000e+01,5.129836e-01
3.941000e+01,5.159577e-01
3.942000e+01,5.188486e-01
3.943000e+01,5.216558e-01
3.944000e+01,5.243789e-01
3.945000e+01,5.270173e-01
3.946000e+01,5.295708e-01
3.947000e+01,5.320389e-01
3.948000e+01,5.344213e-01
3.949000e+01,5.367175e-01
3.950000e+01,5.389273e-01
3.951000e+01,5.410503e-01
3.952000e+01,5.430862e-01
3.953000e+01,5.450346e-01
3.954000e+01,5.468953e-01
3.955000e+01,5.486681e-01
3.956000e+01,5.503526e-01
3.957000e+01,5.519486e-01
3.958000e+01,5.534558e-01
3.959000e+01,5.548742e-01
3.960000e+01,5.562034e-01
3.961000e+01,5.574432e-01
3.962000e+01,5.585936e-01
3.963000e+01,5.596543e-01
3.964000e+01,5.606253e-01
3.965000e+01,5.615063e-01
3.966000e+01,5.622973e-01
3.967000e+01,5.629982e-01
3.968000e+01,5.636088e-01
3.969000e+01,5.641292e-01
3.970000e+01,5.645592e-01
3.971000e+01,5.648988e-01
3.972000e+01,5.651481e-01
3.973000e+01,5.653069e-01
3.974000e+01,5.653753e-01
3.975000e+01,5.653532e-01
3.976000e+01,5.652408e-01
3.977000e+01,5.650380e-01
3.978000e+01,5.647449e-01
3.979000e+01,5.643616e-01
3.980000e+01,5.638881e-01
3.981000e+01,5.633245e-01
3.982000e+01,5.626710e-01
3.983000e+01,5.619276e-01
3.984000e+01,5.610946e-01
3.985000e+01,5.601720e-01
3.986000e+01,5.591600e-01
3.987000e+01,5.580588e-01
3.988000e+01,5.568686e-01
3.989000e+01,5.555896e-01
3.990000e+01,5.542220e-01
3.991000e+01,5.527661e-01
3.992000e+01,5.512221e-01
3.993000e+01,5.495902e-01
3.994000e+01,5.478709e-01
3.995000e+01,5.460643e-01
3.996000e+01,5.441707e-01
3.997000e+01,5.421906e-01
3.998000e+01,5.401242e-01
3.999000e+01,5.379720e-01
40,5.357342e-01
4.001000e+01,5.334112e-01
4.002000e+01,5.310035e-01
4.003000e+01,5.285115e-01
4.004000e+01,5.259356e-01
4.005000e+01,5.232762e-01
4.006000e+01,5.205338e-01
4.007000e+01,5.177089e-01
4.008000e+01,5.148018e-01
4.009000e+01,5.118132e-01
4.010000e+01,5.087435e-01
4.011000e+01,5.055932e-01
4.012000e+01,5.023629e-01
4.013000e+01,4.990531e-01
4.014000e+01,4.956644e-01
4.015000e+01,4.921972e-01
4.016000e+01,4.886522e-01
4.017000e+01,4.850300e-01
4.018000e+01,4.813311e-01
4.019000e+01,4.775562e-01
4.020000e+01,4.737058e-01
4.021000e+01,4.697807e-01
4.022000e+01,4.657814e-01
4.023000e+01,4.617086e-01
4.024000e+01,4.575630e-01
4.025000e+01,4.533453e-01
4.026000e+01,4.490560e-01
4.027000e+01,4.446960e-01
4.028000e+01,4.402660e-01
4.029000e+01,4.357666e-01
4.030000e+01,4.311986e-01
4.031000e+01,4.265628e-01
4.032000e+01,4.218598e-01
4.033000e+01,4.170906e-01
4.034000e+01,4.122558e-01
4.035000e+01,4.073562e-01
4.036000e+01,4.023927e-01
4.037000e+01,3.973661e-01
4.038000e+01,3.922772e-01
4.039000e+01,3.871267e-01
4.040000e+01,3.819157e-01
4.041000e+01,3.766448e-01
4.042000e+01,3.713151e-01
4.043000e+01,3.659273e-01
4.044000e+01,3.604823e-01
4.045000e+01,3.549811e-01
4.046000e+01,3.494245e-01
4.047000e+01,3.438134e-01
4.048000e+01,3.381488e-01
4.049000e+01,3.324316e-01
4.050000e+01,3.266626e-01
4.051000e+01,3.208429e-01
4.052000e+01,3.149734e-01
4.053000e+01,3.090550e-01
4.054000e+01,3.030887e-01
4.055000e+01,2.970754e-01
4.056000e+01,2.910162e-01
4.057000e+01,2.849120e-01
4.058000e+01,2.787637e-01
4.059000e+01,2.725725e-01
4.060000e+01,2.663392e-01
4.061000e+01,2.600649e-01
4.062000e+01,2.537506e-01
4.063000e+01,2.473973e-01
4.064000e+01,2.410060e-01
4.065000e+01,2.345778e-01
4.066000e+01,2.281136e-01
4.067000e+01,2.216146e-01
4.068000e+01,2.150817e-01
4.069000e+01,2.085161e-01
4.070000e+01,2.019187e-01
4.071000e+01,1.952907e-01
4.072000e+01,1.886330e-01
4.073000e+01,1.819469e-01
4.074000e+01,1.752333e-01
4.075000e+01,1.684934e-01
4.076000e+01,1.617282e-01
4.077000e+01,1.549388e-01
4.078000e+01,1.481263e-01
4.079000e+01,1.412918e-01
4.080000e+01,1.344365e-01
4.081000e+01,1.275614e-01
4.082000e+01,1.206676e-01
4.083000e+01,1.137563e-01
4.084000e+01,1.068285e-01
4.085000e+01,9.988543e-02
4.086000e+01,9.292815e-02
4.087000e+01,8.595778e-02
4.088000e+01,7.897546e-02
4.089000e+01,7.198229e-02
4.090000e+01,6.497942e-02
4.091000e+01,5.796795e-02
4.092000e+01,5.094901e-02
4.093000e+01,4.392372e-02
4.094000e+01,3.689321e-02
4.095000e+01,2.985861e-02
4.096000e+01,2.282103e-02
4.097000e+01,1.578159e-02
4.098000e+01,8.741430e-03
4.099000e+01,1.701659e-03
41,-5.336599e-03
4.101000e+01,-1.237222e-02
4.102000e+01,-1.940409e-02
4.103000e+01,-2.643109e-02
4.104000e+01,-3.345210e-02
4.105000e+01,-4.046599e-02
4.106000e+01,-4.747166e-02
4.107000e+01,-5.446799e-02
4.108000e+01,-6.145387e-02
4.109000e+01,-6.842817e-02
4.110000e+01,-7.538979e-02
4.111000e+01,-8.233763e-02
4.112000e+01,-8.927056e-02
4.113000e+01,-9.618749e-02
4.114000e+01,-1.030873e-01
4.115000e+01,-1.099689e-01
4.116000e+01,-1.168312e-01
4.117000e+01,-1.236731e-01
4.118000e+01,-1.304935e-01
4.119000e+01,-1.372913e-01
4.120000e+01,-1.440654e-01
4.121000e+01,-1.508147e-01
4.122000e+01,-1.575382e-01
4.123000e+01,-1.642349e-01
4.124000e+01,-1.709035e-01
4.125000e+01,-1.775431e-01
4.126000e+01,-1.841525e-01
4.127000e+01,-1.907309e-01
4.128000e+01,-1.972770e-01
4.129000e+01,-2.037899e-01
4.130000e+01,-2.102685e-01
4.131000e+01,-2.167118e-01
4.132000e+01,-2.231188e-01
4.133000e+01,-2.294885e-01
4.134000e+01,-2.358198e-01
4.135000e+01,-2.421117e-01
4.136000e+01,-2.483634e-01
4.137000e+01,-2.545737e-01
4.138000e+01,-2.607417e-01
4.139000e+01,-2.668664e-01
4.140000e+01,-2.729469e-01
4.141000e+01,-2.789822e-01
4.142000e+01,-2.849714e-01
4.143000e+01,-2.909134e-01
4.144000e+01,-2.968075e-01
4.145000e+01,-3.026526e-01
4.146000e+01,-3.084478e-01
4.147000e+01,-3.141922e-01
4.148000e+01,-3.198850e-01
4.149000e+01,-3.255252e-01
4.150000e+01,-3.311119e-01
4.151000e+01,-3.366443e-01
4.152000e+01,-3.421214e-01
4.153000e+01,-3.475425e-01
4.154000e+01,-3.529066e-01
4.155000e+01,-3.582129e-01
4.156000e+01,-3.634606e-01
4.157000e+01,-3.686488e-01
4.158000e+01,-3.737768e-01
4.159000e+01,-3.788437e-01
4.160000e+01,-3.838487e-01
4.161000e+01,-3.887910e-01
4.162000e+01,-3.936699e-01
4.163000e+01,-3.984845e-01
4.164000e+01,-4.032342e-01
4.165000e+01,-4.079182e-01
4.166000e+01,-4.125357e-01
4.167000e+01,-4.170860e-01
4.168000e+01,-4.215684e-01
4.169000e+01,-4.259823e-01
4.170000e+01,-4.303268e-01
4.171000e+01,-4.346014e-01
4.172000e+01,-4.388054e-01
4.173000e+01,-4.429381e-01
4.174000e+01,-4.469988e-01
4.175000e+01,-4.509871e-01
4.176000e+01,-4.549021e-01
4.177000e+01,-4.587434e-01
4.178000e+01,-4.625104e-01
4.179000e+01,-4.662024e-01
4.180000e+01,-4.698189e-01
4.181000e+01,-4.733593e-01
4.182000e+01,-4.768231e-01
4.183000e+01,-4.802098e-01
4.184000e+01,-4.835189e-01
4.185000e+01,-4.867498e-01
4.186000e+01,-4.899020e-01
4.187000e+01,-4.929751e-01
4.188000e+01,-4.959686e-01
4.189000e+01,-4.988820e-01
4.190000e+01,-5.017149e-01
4.191000e+01,-5.044669e-01
4.192000e+01,-5.071375e-01
4.193000e+01,-5.097263e-01
4.194000e+01,-5.122329e-01
4.195000e+01,-5.146570e-01
4.196000e+01,-5.169982e-01
4.197000e+01,-5.192561e-01
4.198000e+01,-5.214303e-01
4.199000e+01,-5.235206e-01
42,-5.255266e-01
4.201000e+01,-5.274481e-01
4.202000e+01,-5.292847e-01
4.203000e+01,-5.310361e-01
4.204000e+01,-5.327021e-01
4.205000e+01,-5.342825e-01
4.206000e+01,-5.357770e-01
4.207000e+01,-5.371853e-01
4.208000e+01,-5.385074e-01
4.209000e+01,-5.397430e-01
4.210000e+01,-5.408919e-01
4.211000e+01,-5.419539e-01
4.212000e+01,-5.429290e-01
4.213000e+01,-5.438170e-01
4.214000e+01,-5.446177e-01
4.215000e+01,-5.453311e-01
4.216000e+01,-5.459571e-01
4.217000e+01,-5.464956e-01
4.218000e+01,-5.469465e-01
4.219000e+01,-5.473098e-01
4.220000e+01,-5.475855e-01
4.221000e+01,-5.477736e-01
4.222000e+01,-5.478740e-01
4.223000e+01,-5.478867e-01
4.224000e+01,-5.478118e-01
4.225000e+01,-5.476494e-01
4.226000e+01,-5.473994e-01
4.227000e+01,-5.470619e-01
4.228000e+01,-5.466370e-01
4.229000e+01,-5.461248e-01
4.230000e+01,-5.455254e-01
4.231000e+01,-5.448390e-01
4.232000e+01,-5.440655e-01
4.233000e+01,-5.432053e-01
4.234000e+01,-5.422583e-01
4.235000e+01,-5.412249e-01
4.236000e+01,-5.401052e-01
4.237000e+01,-5.388994e-01
4.238000e+01,-5.376077e-01
4.239000e+01,-5.362303e-01
4.240000e+01,-5.347675e-01
4.241000e+01,-5.332195e-01
4.242000e+01,-5.315866e-01
4.243000e+01,-5.298690e-01
4.244000e+01,-5.280671e-01
4.245000e+01,-5.261812e-01
4.246000e+01,-5.242115e-01
4.247000e+01,-5.221585e-01
4.248000e+01,-5.200225e-01
4.249000e+01,-5.178037e-01
4.250000e+01,-5.155027e-01
4.251000e+01,-5.131198e-01
4.252000e+01,-5.106554e-01
4.253000e+01,-5.081099e-01
4.254000e+01,-5.054838e-01
4.255000e+01,-5.027775e-01
4.256000e+01,-4.999914e-01
4.257000e+01,-4.971261e-01
4.258000e+01,-4.941819e-01
4.259000e+01,-4.911595e-01
4.260000e+01,-4.880593e-01
4.261000e+01,-4.848818e-01
4.262000e+01,-4.816275e-01
4.263000e+01,-4.782971e-01
4.264000e+01,-4.748910e-01
4.265000e+01,-4.714098e-01
4.266000e+01,-4.678541e-01
4.267000e+01,-4.642245e-01
4.268000e+01,-4.605216e-01
4.269000e+01,-4.567460e-01
4.270000e+01,-4.528983e-01
4.271000e+01,-4.489791e-01
4.272000e+01,-4.449892e-01
4.273000e+01,-4.409290e-01
4.274000e+01,-4.367994e-01
4.275000e+01,-4.326010e-01
4.276000e+01,-4.283344e-01
4.277000e+01,-4.240004e-01
4.278000e+01,-4.195997e-01
4.279000e+01,-4.151329e-01
4.280000e+01,-4.106009e-01
4.281000e+01,-4.060043e-01
4.282000e+01,-4.013439e-01
4.283000e+01,-3.966205e-01
4.284000e+01,-3.918348e-01
4.285000e+01,-3.869877e-01
4.286000e+01,-3.820798e-01
4.287000e+01,-3.771120e-01
4.288000e+01,-3.720852e-01
4.289000e+01,-3.670000e-01
4.290000e+01,-3.618575e-01
4.291000e+01,-3.566583e-01
4.292000e+01,-3.514034e-01
4.293000e+01,-3.460936e-01
4.294000e+01,-3.407298e-01
4.295000e+01,-3.353128e-01
4.296000e+01,-3.298435e-01
4.297000e+01,-3.243229e-01
4.298000e+01,-3.187518e-01
4.299000e+01,-3.131311e-01
43,-3.074618e-01
4.301000e+01,-3.017447e-01
4.302000e+01,-2.959808e-01
4.303000e+01,-2.901711e-01
4.304000e+01,-2.843164e-01
4.305000e+01,-2.784178e-01
4.306000e+01,-2.724761e-01
4.307000e+01,-2.664924e-01
4.308000e+01,-2.604675e-01
4.309000e+01,-2.544026e-01
4.310000e+01,-2.482985e-01
4.311000e+01,-2.421563e-01
4.312000e+01,-2.359769e-01
4.313000e+01,-2.297613e-01
4.314000e+01,-2.235105e-01
4.315000e+01,-2.172256e-01
4.316000e+01,-2.109075e-01
4.317000e+01,-2.045573e-01
4.318000e+01,-1.981759e-01
4.319000e+01,-1.917645e-01
4.320000e+01,-1.853240e-01
4.321000e+01,-1.788554e-01
4.322000e+01,-1.723599e-01
4.323000e+01,-1.658385e-01
4.324000e+01,-1.592921e-01
4.325000e+01,-1.527219e-01
4.326000e+01,-1.461289e-01
4.327000e+01,-1.395141e-01
4.328000e+01,-1.328788e-01
4.329000e+01,-1.262238e-01
4.330000e+01,-1.195503e-01
4.331000e+01,-1.128593e-01
4.332000e+01,-1.061520e-01
4.333000e+01,-9.942933e-02
4.334000e+01,-9.269249e-02
4.335000e+01,-8.594253e-02
4.336000e+01,-7.918053e-02
4.337000e+01,-7.240757e-02
4.338000e+01,-6.562476e-02
4.339000e+01,-5.883317e-02
4.340000e+01,-5.203390e-02
4.341000e+01,-4.522804e-02
4.342000e+01,-3.841669e-02
4.343000e+01,-3.160093e-02
4.344000e+01,-2.478186e-02
4.345000e+01,-1.796057e-02
4.346000e+01,-1.113816e-02
4.347000e+01,-4.315706e-03
4.348000e+01,2.505693e-03
4.349000e+01,9.324948e-03
4.350000e+01,1.614097e-02
4.351000e+01,2.295268e-02
4.352000e+01,2.975898e-02
4.353000e+01,3.655879e-02
4.354000e+01,4.335102e-02
4.355000e+01,5.013461e-02
4.356000e+01,5.690846e-02
4.357000e+01,6.367150e-02
4.358000e+01,7.042265e-02
4.359000e+01,7.716084e-02
4.360000e+01,8.388499e-02
4.361000e+01,9.059405e-02
4.362000e+01,9.728693e-02
4.363000e+01,1.039626e-01
4.364000e+01,1.106199e-01
4.365000e+01,1.172579e-01
4.366000e+01,1.238755e-01
4.367000e+01,1.304716e-01
4.368000e+01,1.370452e-01
4.369000e+01,1.435952e-01
4.370000e+01,1.501206e-01
4.371000e+01,1.566203e-01
4.372000e+01,1.630934e-01
4.373000e+01,1.695387e-01
4.374000e+01,1.759553e-01
4.375000e+01,1.823421e-01
4.376000e+01,1.886981e-01
4.377000e+01,1.950224e-01
4.378000e+01,2.013138e-01
4.379000e+01,2.075715e-01
4.380000e+01,2.137943e-01
4.381000e+01,2.199813e-01
4.382000e+01,2.261316e-01
4.383000e+01,2.322441e-01
4.384000e+01,2.383179e-01
4.385000e+01,2.443521e-01
4.386000e+01,2.503456e-01
4.387000e+01,2.562975e-01
4.388000e+01,2.622069e-01
4.389000e+01,2.680729e-01
4.390000e+01,2.738944e-01
4.391000e+01,2.796707e-01
4.392000e+01,2.854008e-01
4.393000e+01,2.910838e-01
4.394000e+01,2.967187e-01
4.395000e+01,3.023048e-01
4.396000e+01,3.078411e-01
4.397000e+01,3.133268e-01
4.398000e+01,3.187610e-01
4.399000e+01,3.241428e-01
44,3.294715e-01
