t1sc,d1sc
2.970000e+00,-7.410016e-01
2.980000e+00,-7.343262e-01
2.990000e+00,-7.275250e-01
3,-7.206007e-01
3.010000e+00,-7.135562e-01
3.020000e+00,-7.063945e-01
3.030000e+00,-6.991189e-01
3.040000e+00,-6.917328e-01
3.050000e+00,-6.842393e-01
3.060000e+00,-6.766418e-01
3.070000e+00,-6.689436e-01
3.080000e+00,-6.611477e-01
3.090000e+00,-6.532570e-01
3.100000e+00,-6.452741e-01
3.110000e+00,-6.372016e-01
3.120000e+00,-6.290416e-01
3.130000e+00,-6.207958e-01
3.140000e+00,-6.124658e-01
3.150000e+00,-6.040528e-01
3.160000e+00,-5.955576e-01
3.170000e+00,-5.869809e-01
3.180000e+00,-5.783230e-01
3.190000e+00,-5.695837e-01
3.200000e+00,-5.607631e-01
3.210000e+00,-5.518607e-01
3.220000e+00,-5.428761e-01
3.230000e+00,-5.338087e-01
3.240000e+00,-5.246579e-01
3.250000e+00,-5.154232e-01
3.260000e+00,-5.061041e-01
3.270000e+00,-4.967002e-01
3.280000e+00,-4.872114e-01
3.290000e+00,-4.776378e-01
3.300000e+00,-4.679796e-01
3.310000e+00,-4.582375e-01
3.320000e+00,-4.484123e-01
3.330000e+00,-4.385053e-01
3.340000e+00,-4.285181e-01
3.350000e+00,-4.184526e-01
3.360000e+00,-4.083111e-01
3.370000e+00,-3.980960e-01
3.380000e+00,-3.878102e-01
3.390000e+00,-3.774569e-01
3.400000e+00,-3.670392e-01
3.410000e+00,-3.565608e-01
3.420000e+00,-3.460251e-01
3.430000e+00,-3.354358e-01
3.440000e+00,-3.247967e-01
3.450000e+00,-3.141114e-01
3.460000e+00,-3.033835e-01
3.470000e+00,-2.926165e-01
3.480000e+00,-2.818136e-01
3.490000e+00,-2.709780e-01
3.500000e+00,-2.601125e-01
3.510000e+00,-2.492195e-01
3.520000e+00,-2.383015e-01
3.530000e+00,-2.273604e-01
3.540000e+00,-2.163977e-01
3.550000e+00,-2.054149e-01
3.560000e+00,-1.944130e-01
3.570000e+00,-1.833927e-01
3.580000e+00,-1.723546e-01
3.590000e+00,-1.612990e-01
3.600000e+00,-1.502260e-01
3.610000e+00,-1.391356e-01
3.620000e+00,-1.280277e-01
3.630000e+00,-1.169021e-01
3.640000e+00,-1.057587e-01
3.650000e+00,-9.459749e-02
3.660000e+00,-8.341839e-02
3.670000e+00,-7.222163e-02
3.680000e+00,-6.100758e-02
3.690000e+00,-4.977683e-02
3.700000e+00,-3.853024e-02
3.710000e+00,-2.726894e-02
3.720000e+00,-1.599437e-02
3.730000e+00,-4.708269e-03
3.740000e+00,6.587329e-03
3.750000e+00,1.789008e-02
3.760000e+00,2.919736e-02
3.770000e+00,4.050629e-02
3.780000e+00,5.181374e-02
3.790000e+00,6.311642e-02
3.800000e+00,7.441084e-02
3.810000e+00,8.569343e-02
3.820000e+00,9.696053e-02
3.830000e+00,1.082085e-01
3.840000e+00,1.194336e-01
3.850000e+00,1.306325e-01
3.860000e+00,1.418015e-01
3.870000e+00,1.529375e-01
3.880000e+00,1.640373e-01
3.890000e+00,1.750982e-01
3.900000e+00,1.861177e-01
3.910000e+00,1.970933e-01
3.920000e+00,2.079986e-01
3.930000e+00,2.188076e-01
3.940000e+00,2.295192e-01
3.950000e+00,2.401326e-01
3.960000e+00,2.506476e-01
3.970000e+00,2.610645e-01
3.980000e+00,2.713836e-01
3.990000e+00,2.816057e-01
4,2.917319e-01
4.010000e+00,3.017632e-01
4.020000e+00,3.117007e-01
4.030000e+00,3.215459e-01
4.040000e+00,3.312996e-01
4.050000e+00,3.409631e-01
4.060000e+00,3.505370e-01
4.070000e+00,3.600219e-01
4.080000e+00,3.694180e-01
4.090000e+00,3.787253e-01
4.100000e+00,3.879432e-01
4.110000e+00,3.970708e-01
4.120000e+00,4.061068e-01
4.130000e+00,4.150495e-01
4.140000e+00,4.238965e-01
4.150000e+00,4.326454e-01
4.160000e+00,4.412933e-01
4.170000e+00,4.498368e-01
4.180000e+00,4.582726e-01
4.190000e+00,4.665968e-01
4.200000e+00,4.748056e-01
4.210000e+00,4.828951e-01
4.220000e+00,4.908612e-01
4.230000e+00,4.987002e-01
4.240000e+00,5.064081e-01
4.250000e+00,5.139815e-01
4.260000e+00,5.214170e-01
4.270000e+00,5.287116e-01
4.280000e+00,5.358626e-01
4.290000e+00,5.428678e-01
4.300000e+00,5.497253e-01
4.310000e+00,5.564338e-01
4.320000e+00,5.629922e-01
4.330000e+00,5.694001e-01
4.340000e+00,5.756574e-01
4.350000e+00,5.817644e-01
4.360000e+00,5.877219e-01
4.370000e+00,5.935309e-01
4.380000e+00,5.991927e-01
4.390000e+00,6.047088e-01
4.400000e+00,6.100810e-01
4.410000e+00,6.153109e-01
4.420000e+00,6.204005e-01
4.430000e+00,6.253514e-01
4.440000e+00,6.301654e-01
4.450000e+00,6.348439e-01
4.460000e+00,6.393881e-01
4.470000e+00,6.437991e-01
4.480000e+00,6.480775e-01
4.490000e+00,6.522236e-01
4.500000e+00,6.562373e-01
4.510000e+00,6.601183e-01
4.520000e+00,6.638655e-01
4.530000e+00,6.674779e-01
4.540000e+00,6.709537e-01
4.550000e+00,6.742912e-01
4.560000e+00,6.774880e-01
4.570000e+00,6.805416e-01
4.580000e+00,6.834495e-01
4.590000e+00,6.862087e-01
4.600000e+00,6.888164e-01
4.610000e+00,6.912697e-01
4.620000e+00,6.935656e-01
4.630000e+00,6.957016e-01
4.640000e+00,6.976749e-01
4.650000e+00,6.994833e-01
4.660000e+00,7.011248e-01
4.670000e+00,7.025976e-01
4.680000e+00,7.039003e-01
4.690000e+00,7.050322e-01
4.700000e+00,7.059926e-01
4.710000e+00,7.067815e-01
4.720000e+00,7.073992e-01
4.730000e+00,7.078465e-01
4.740000e+00,7.081245e-01
4.750000e+00,7.082347e-01
4.760000e+00,7.081789e-01
4.770000e+00,7.079838e-01
4.780000e+00,7.076760e-01
4.790000e+00,7.072578e-01
4.800000e+00,7.067312e-01
4.810000e+00,7.060984e-01
4.820000e+00,7.053611e-01
4.830000e+00,7.045211e-01
4.840000e+00,7.035797e-01
4.850000e+00,7.025381e-01
4.860000e+00,7.013971e-01
4.870000e+00,7.001573e-01
4.880000e+00,6.988189e-01
4.890000e+00,6.973818e-01
4.900000e+00,6.958455e-01
4.910000e+00,6.942093e-01
4.920000e+00,6.924724e-01
4.930000e+00,6.906333e-01
4.940000e+00,6.886909e-01
4.950000e+00,6.866435e-01
4.960000e+00,6.844894e-01
4.970000e+00,6.822271e-01
4.980000e+00,6.798548e-01
4.990000e+00,6.773709e-01
5,6.747739e-01
5.010000e+00,6.720624e-01
5.020000e+00,6.692354e-01
5.030000e+00,6.662919e-01
5.040000e+00,6.632313e-01
5.050000e+00,6.600534e-01
5.060000e+00,6.567582e-01
5.070000e+00,6.533461e-01
5.080000e+00,6.498177e-01
5.090000e+00,6.461743e-01
5.100000e+00,6.424171e-01
5.110000e+00,6.385478e-01
5.120000e+00,6.345685e-01
5.130000e+00,6.304813e-01
5.140000e+00,6.262888e-01
5.150000e+00,6.219933e-01
5.160000e+00,6.175977e-01
5.170000e+00,6.131047e-01
5.180000e+00,6.085169e-01
5.190000e+00,6.038372e-01
5.200000e+00,5.990680e-01
5.210000e+00,5.942118e-01
5.220000e+00,5.892708e-01
5.230000e+00,5.842472e-01
5.240000e+00,5.791426e-01
5.250000e+00,5.739586e-01
5.260000e+00,5.686963e-01
5.270000e+00,5.633567e-01
5.280000e+00,5.579403e-01
5.290000e+00,5.524475e-01
5.300000e+00,5.468782e-01
5.310000e+00,5.412323e-01
5.320000e+00,5.355092e-01
5.330000e+00,5.297083e-01
5.340000e+00,5.238288e-01
5.350000e+00,5.178698e-01
5.360000e+00,5.118303e-01
5.370000e+00,5.057095e-01
5.380000e+00,4.995063e-01
5.390000e+00,4.932200e-01
5.400000e+00,4.868499e-01
5.410000e+00,4.803955e-01
5.420000e+00,4.738565e-01
5.430000e+00,4.672330e-01
5.440000e+00,4.605253e-01
5.450000e+00,4.537338e-01
5.460000e+00,4.468595e-01
5.470000e+00,4.399037e-01
5.480000e+00,4.328678e-01
5.490000e+00,4.257538e-01
5.500000e+00,4.185637e-01
5.510000e+00,4.112999e-01
5.520000e+00,4.039650e-01
5.530000e+00,3.965618e-01
5.540000e+00,3.890934e-01
5.550000e+00,3.815626e-01
5.560000e+00,3.739727e-01
5.570000e+00,3.663268e-01
5.580000e+00,3.586278e-01
5.590000e+00,3.508787e-01
5.600000e+00,3.430825e-01
5.610000e+00,3.352417e-01
5.620000e+00,3.273588e-01
5.630000e+00,3.194360e-01
5.640000e+00,3.114752e-01
5.650000e+00,3.034780e-01
5.660000e+00,2.954459e-01
5.670000e+00,2.873799e-01
5.680000e+00,2.792808e-01
5.690000e+00,2.711491e-01
5.700000e+00,2.629850e-01
5.710000e+00,2.547887e-01
5.720000e+00,2.465599e-01
5.730000e+00,2.382984e-01
5.740000e+00,2.300038e-01
5.750000e+00,2.216755e-01
5.760000e+00,2.133131e-01
5.770000e+00,2.049162e-01
5.780000e+00,1.964844e-01
5.790000e+00,1.880174e-01
5.800000e+00,1.795151e-01
5.810000e+00,1.709776e-01
5.820000e+00,1.624053e-01
5.830000e+00,1.537988e-01
5.840000e+00,1.451588e-01
5.850000e+00,1.364867e-01
5.860000e+00,1.277837e-01
5.870000e+00,1.190518e-01
5.880000e+00,1.102928e-01
5.890000e+00,1.015090e-01
5.900000e+00,9.270307e-02
5.910000e+00,8.387764e-02
5.920000e+00,7.503562e-02
5.930000e+00,6.618007e-02
5.940000e+00,5.731412e-02
5.950000e+00,4.844095e-02
5.960000e+00,3.956376e-02
5.970000e+00,3.068567e-02
5.980000e+00,2.180975e-02
5.990000e+00,1.293891e-02
6,4.075922e-03
6.010000e+00,-4.776676e-03
6.020000e+00,-1.359205e-02
6.030000e+00,-2.234372e-02
6.040000e+00,-3.103017e-02
6.050000e+00,-3.965033e-02
6.060000e+00,-4.820353e-02
6.070000e+00,-5.668954e-02
6.080000e+00,-6.510849e-02
6.090000e+00,-7.346086e-02
6.100000e+00,-8.174739e-02
6.110000e+00,-8.996911e-02
6.120000e+00,-9.812718e-02
6.130000e+00,-1.062229e-01
6.140000e+00,-1.142576e-01
6.150000e+00,-1.222326e-01
6.160000e+00,-1.301491e-01
6.170000e+00,-1.380082e-01
6.180000e+00,-1.458108e-01
6.190000e+00,-1.535575e-01
6.200000e+00,-1.612485e-01
6.210000e+00,-1.688837e-01
6.220000e+00,-1.764629e-01
6.230000e+00,-1.839850e-01
6.240000e+00,-1.914489e-01
6.250000e+00,-1.988529e-01
6.260000e+00,-2.061951e-01
6.270000e+00,-2.134730e-01
6.280000e+00,-2.206839e-01
6.290000e+00,-2.278247e-01
6.300000e+00,-2.348924e-01
6.310000e+00,-2.418833e-01
6.320000e+00,-2.487941e-01
6.330000e+00,-2.556210e-01
6.340000e+00,-2.623605e-01
6.350000e+00,-2.690090e-01
6.360000e+00,-2.755632e-01
6.370000e+00,-2.820198e-01
6.380000e+00,-2.883759e-01
6.390000e+00,-2.946289e-01
6.400000e+00,-3.007765e-01
6.410000e+00,-3.068168e-01
6.420000e+00,-3.127482e-01
6.430000e+00,-3.185697e-01
6.440000e+00,-3.242805e-01
6.450000e+00,-3.298804e-01
6.460000e+00,-3.353695e-01
6.470000e+00,-3.407483e-01
6.480000e+00,-3.460176e-01
6.490000e+00,-3.511786e-01
6.500000e+00,-3.562325e-01
6.510000e+00,-3.611809e-01
6.520000e+00,-3.660254e-01
6.530000e+00,-3.707678e-01
6.540000e+00,-3.754097e-01
6.550000e+00,-3.799529e-01
6.560000e+00,-3.843987e-01
6.570000e+00,-3.887485e-01
6.580000e+00,-3.930034e-01
6.590000e+00,-3.971642e-01
6.600000e+00,-4.012315e-01
6.610000e+00,-4.052053e-01
6.620000e+00,-4.090854e-01
6.630000e+00,-4.128712e-01
6.640000e+00,-4.165619e-01
6.650000e+00,-4.201560e-01
6.660000e+00,-4.236519e-01
6.670000e+00,-4.270477e-01
6.680000e+00,-4.303411e-01
6.690000e+00,-4.335296e-01
6.700000e+00,-4.366107e-01
6.710000e+00,-4.395815e-01
6.720000e+00,-4.424392e-01
6.730000e+00,-4.451811e-01
6.740000e+00,-4.478044e-01
6.750000e+00,-4.503065e-01
6.760000e+00,-4.526849e-01
6.770000e+00,-4.549375e-01
6.780000e+00,-4.570623e-01
6.790000e+00,-4.590578e-01
6.800000e+00,-4.609226e-01
6.810000e+00,-4.626560e-01
6.820000e+00,-4.642575e-01
6.830000e+00,-4.657270e-01
6.840000e+00,-4.670648e-01
6.850000e+00,-4.682716e-01
6.860000e+00,-4.693486e-01
6.870000e+00,-4.702969e-01
6.880000e+00,-4.711184e-01
6.890000e+00,-4.718148e-01
6.900000e+00,-4.723884e-01
6.910000e+00,-4.728411e-01
6.920000e+00,-4.731754e-01
6.930000e+00,-4.733935e-01
6.940000e+00,-4.734976e-01
6.950000e+00,-4.734897e-01
6.960000e+00,-4.733965e-01
6.970000e+00,-4.732439e-01
6.980000e+00,-4.730333e-01
6.990000e+00,-4.727654e-01
7,-4.724404e-01
7.010000e+00,-4.720582e-01
7.020000e+00,-4.716182e-01
7.030000e+00,-4.711193e-01
7.040000e+00,-4.705600e-01
7.050000e+00,-4.699385e-01
7.060000e+00,-4.692526e-01
7.070000e+00,-4.684999e-01
7.080000e+00,-4.676777e-01
7.090000e+00,-4.667834e-01
7.100000e+00,-4.658143e-01
7.110000e+00,-4.647675e-01
7.120000e+00,-4.636405e-01
7.130000e+00,-4.624308e-01
7.140000e+00,-4.611362e-01
7.150000e+00,-4.597549e-01
7.160000e+00,-4.582853e-01
7.170000e+00,-4.567263e-01
7.180000e+00,-4.550773e-01
7.190000e+00,-4.533380e-01
7.200000e+00,-4.515088e-01
7.210000e+00,-4.495903e-01
7.220000e+00,-4.475837e-01
7.230000e+00,-4.454908e-01
7.240000e+00,-4.433135e-01
7.250000e+00,-4.410542e-01
7.260000e+00,-4.387158e-01
7.270000e+00,-4.363010e-01
7.280000e+00,-4.338130e-01
7.290000e+00,-4.312551e-01
7.300000e+00,-4.286305e-01
7.310000e+00,-4.259425e-01
7.320000e+00,-4.231941e-01
7.330000e+00,-4.203882e-01
7.340000e+00,-4.175276e-01
7.350000e+00,-4.146146e-01
7.360000e+00,-4.116513e-01
7.370000e+00,-4.086392e-01
7.380000e+00,-4.055797e-01
7.390000e+00,-4.024734e-01
7.400000e+00,-3.993208e-01
7.410000e+00,-3.961217e-01
7.420000e+00,-3.928757e-01
7.430000e+00,-3.895818e-01
7.440000e+00,-3.862388e-01
7.450000e+00,-3.828452e-01
7.460000e+00,-3.793991e-01
7.470000e+00,-3.758986e-01
7.480000e+00,-3.723416e-01
7.490000e+00,-3.687259e-01
7.500000e+00,-3.650493e-01
7.510000e+00,-3.613099e-01
7.520000e+00,-3.575057e-01
7.530000e+00,-3.536350e-01
7.540000e+00,-3.496965e-01
7.550000e+00,-3.456891e-01
7.560000e+00,-3.416122e-01
7.570000e+00,-3.374654e-01
7.580000e+00,-3.332489e-01
7.590000e+00,-3.289634e-01
7.600000e+00,-3.246098e-01
7.610000e+00,-3.201896e-01
7.620000e+00,-3.157048e-01
7.630000e+00,-3.111576e-01
7.640000e+00,-3.065506e-01
7.650000e+00,-3.018867e-01
7.660000e+00,-2.971690e-01
7.670000e+00,-2.924009e-01
7.680000e+00,-2.875857e-01
7.690000e+00,-2.827269e-01
7.700000e+00,-2.778279e-01
7.710000e+00,-2.728921e-01
7.720000e+00,-2.679225e-01
7.730000e+00,-2.629220e-01
7.740000e+00,-2.578934e-01
7.750000e+00,-2.528390e-01
7.760000e+00,-2.477606e-01
7.770000e+00,-2.426598e-01
7.780000e+00,-2.375379e-01
7.790000e+00,-2.323955e-01
7.800000e+00,-2.272329e-01
7.810000e+00,-2.220501e-01
7.820000e+00,-2.168467e-01
7.830000e+00,-2.116217e-01
7.840000e+00,-2.063742e-01
7.850000e+00,-2.011028e-01
7.860000e+00,-1.958059e-01
7.870000e+00,-1.904820e-01
7.880000e+00,-1.851292e-01
7.890000e+00,-1.797460e-01
7.900000e+00,-1.743306e-01
7.910000e+00,-1.688817e-01
7.920000e+00,-1.633977e-01
7.930000e+00,-1.578778e-01
7.940000e+00,-1.523211e-01
7.950000e+00,-1.467272e-01
7.960000e+00,-1.410962e-01
7.970000e+00,-1.354283e-01
7.980000e+00,-1.297244e-01
7.990000e+00,-1.239856e-01
8,-1.182135e-01
8.010000e+00,-1.124101e-01
8.020000e+00,-1.065778e-01
8.030000e+00,-1.007191e-01
8.040000e+00,-9.483698e-02
8.050000e+00,-8.893463e-02
8.060000e+00,-8.301533e-02
8.070000e+00,-7.708250e-02
8.080000e+00,-7.113960e-02
8.090000e+00,-6.519005e-02
8.100000e+00,-5.923717e-02
8.110000e+00,-5.328417e-02
8.120000e+00,-4.733400e-02
8.130000e+00,-4.138939e-02
8.140000e+00,-3.545273e-02
8.150000e+00,-2.952611e-02
8.160000e+00,-2.361120e-02
8.170000e+00,-1.770932e-02
8.180000e+00,-1.182138e-02
8.190000e+00,-5.947895e-03
8.200000e+00,-8.899392e-05
8.210000e+00,5.755549e-03
8.220000e+00,1.156178e-02
8.230000e+00,1.733064e-02
8.240000e+00,2.308792e-02
8.250000e+00,2.883504e-02
8.260000e+00,3.457358e-02
8.270000e+00,4.030514e-02
8.280000e+00,4.603133e-02
8.290000e+00,5.175370e-02
8.300000e+00,5.747364e-02
8.310000e+00,6.319236e-02
8.320000e+00,6.891082e-02
8.330000e+00,7.462968e-02
8.340000e+00,8.034926e-02
8.350000e+00,8.606952e-02
8.360000e+00,9.179004e-02
8.370000e+00,9.750999e-02
8.380000e+00,1.032281e-01
8.390000e+00,1.089429e-01
8.400000e+00,1.146522e-01
8.410000e+00,1.203538e-01
8.420000e+00,1.260451e-01
8.430000e+00,1.317231e-01
8.440000e+00,1.373847e-01
8.450000e+00,1.430268e-01
8.460000e+00,1.486460e-01
8.470000e+00,1.542389e-01
8.480000e+00,1.598023e-01
8.490000e+00,1.653328e-01
8.500000e+00,1.708276e-01
8.510000e+00,1.762836e-01
8.520000e+00,1.816985e-01
8.530000e+00,1.870699e-01
8.540000e+00,1.923960e-01
8.550000e+00,1.976751e-01
8.560000e+00,2.029062e-01
8.570000e+00,2.080886e-01
8.580000e+00,2.132218e-01
8.590000e+00,2.183059e-01
8.600000e+00,2.233413e-01
8.610000e+00,2.283287e-01
8.620000e+00,2.332691e-01
8.630000e+00,2.381638e-01
8.640000e+00,2.430140e-01
8.650000e+00,2.478215e-01
8.660000e+00,2.525878e-01
8.670000e+00,2.573145e-01
8.680000e+00,2.620032e-01
8.690000e+00,2.666554e-01
8.700000e+00,2.712724e-01
8.710000e+00,2.758551e-01
8.720000e+00,2.804045e-01
8.730000e+00,2.849209e-01
8.740000e+00,2.894046e-01
8.750000e+00,2.938554e-01
8.760000e+00,2.982727e-01
8.770000e+00,3.026555e-01
8.780000e+00,3.070026e-01
8.790000e+00,3.113122e-01
8.800000e+00,3.155826e-01
8.810000e+00,3.198113e-01
8.820000e+00,3.239959e-01
8.830000e+00,3.281337e-01
8.840000e+00,3.322219e-01
8.850000e+00,3.362575e-01
8.860000e+00,3.402377e-01
8.870000e+00,3.441595e-01
8.880000e+00,3.480200e-01
8.890000e+00,3.518168e-01
8.900000e+00,3.555472e-01
8.910000e+00,3.592090e-01
8.920000e+00,3.628004e-01
8.930000e+00,3.663198e-01
8.940000e+00,3.697658e-01
8.950000e+00,3.731378e-01
8.960000e+00,3.764350e-01
8.970000e+00,3.796575e-01
8.980000e+00,3.828054e-01
8.990000e+00,3.858794e-01
9,3.888804e-01
9.010000e+00,3.918095e-01
9.020000e+00,3.946681e-01
9.030000e+00,3.974578e-01
9.040000e+00,4.001804e-01
9.050000e+00,4.028377e-01
9.060000e+00,4.054315e-01
9.070000e+00,4.079636e-01
9.080000e+00,4.104356e-01
9.090000e+00,4.128492e-01
9.100000e+00,4.152056e-01
9.110000e+00,4.175060e-01
9.120000e+00,4.197512e-01
9.130000e+00,4.219417e-01
9.140000e+00,4.240777e-01
9.150000e+00,4.261591e-01
9.160000e+00,4.281854e-01
9.170000e+00,4.301556e-01
9.180000e+00,4.320688e-01
9.190000e+00,4.339234e-01
9.200000e+00,4.357176e-01
9.210000e+00,4.374496e-01
9.220000e+00,4.391172e-01
9.230000e+00,4.407181e-01
9.240000e+00,4.422499e-01
9.250000e+00,4.437103e-01
9.260000e+00,4.450969e-01
9.270000e+00,4.464073e-01
9.280000e+00,4.476395e-01
9.290000e+00,4.487915e-01
9.300000e+00,4.498615e-01
9.310000e+00,4.508482e-01
9.320000e+00,4.517502e-01
9.330000e+00,4.525670e-01
9.340000e+00,4.532978e-01
9.350000e+00,4.539427e-01
9.360000e+00,4.545018e-01
9.370000e+00,4.549758e-01
9.380000e+00,4.553655e-01
9.390000e+00,4.556722e-01
9.400000e+00,4.558973e-01
9.410000e+00,4.560426e-01
9.420000e+00,4.561099e-01
9.430000e+00,4.561012e-01
9.440000e+00,4.560187e-01
9.450000e+00,4.558645e-01
9.460000e+00,4.556407e-01
9.470000e+00,4.553493e-01
9.480000e+00,4.549923e-01
9.490000e+00,4.545712e-01
9.500000e+00,4.540877e-01
9.510000e+00,4.535430e-01
9.520000e+00,4.529379e-01
9.530000e+00,4.522733e-01
9.540000e+00,4.515494e-01
9.550000e+00,4.507662e-01
9.560000e+00,4.499235e-01
9.570000e+00,4.490205e-01
9.580000e+00,4.480565e-01
9.590000e+00,4.470302e-01
9.600000e+00,4.459404e-01
9.610000e+00,4.447853e-01
9.620000e+00,4.435634e-01
9.630000e+00,4.422729e-01
9.640000e+00,4.409120e-01
9.650000e+00,4.394788e-01
9.660000e+00,4.379717e-01
9.670000e+00,4.363891e-01
9.680000e+00,4.347294e-01
9.690000e+00,4.329916e-01
9.700000e+00,4.311746e-01
9.710000e+00,4.292778e-01
9.720000e+00,4.273008e-01
9.730000e+00,4.252435e-01
9.740000e+00,4.231062e-01
9.750000e+00,4.208895e-01
9.760000e+00,4.185944e-01
9.770000e+00,4.162222e-01
9.780000e+00,4.137742e-01
9.790000e+00,4.112525e-01
9.800000e+00,4.086588e-01
9.810000e+00,4.059955e-01
9.820000e+00,4.032649e-01
9.830000e+00,4.004694e-01
9.840000e+00,3.976114e-01
9.850000e+00,3.946933e-01
9.860000e+00,3.917174e-01
9.870000e+00,3.886861e-01
9.880000e+00,3.856014e-01
9.890000e+00,3.824651e-01
9.900000e+00,3.792789e-01
9.910000e+00,3.760441e-01
9.920000e+00,3.727618e-01
9.930000e+00,3.694329e-01
9.940000e+00,3.660577e-01
9.950000e+00,3.626365e-01
9.960000e+00,3.591691e-01
9.970000e+00,3.556552e-01
9.980000e+00,3.520941e-01
9.990000e+00,3.484850e-01
10,3.448268e-01
1.001000e+01,3.411184e-01
1.002000e+01,3.373586e-01
1.003000e+01,3.335459e-01
1.004000e+01,3.296793e-01
1.005000e+01,3.257574e-01
1.006000e+01,3.217791e-01
1.007000e+01,3.177434e-01
1.008000e+01,3.136496e-01
1.009000e+01,3.094971e-01
1.010000e+01,3.052856e-01
1.011000e+01,3.010152e-01
1.012000e+01,2.966860e-01
1.013000e+01,2.922988e-01
1.014000e+01,2.878543e-01
1.015000e+01,2.833539e-01
1.016000e+01,2.787991e-01
1.017000e+01,2.741915e-01
1.018000e+01,2.695332e-01
1.019000e+01,2.648266e-01
1.020000e+01,2.600738e-01
1.021000e+01,2.552775e-01
1.022000e+01,2.504403e-01
1.023000e+01,2.455649e-01
1.024000e+01,2.406537e-01
1.025000e+01,2.357094e-01
1.026000e+01,2.307345e-01
1.027000e+01,2.257313e-01
1.028000e+01,2.207018e-01
1.029000e+01,2.156479e-01
1.030000e+01,2.105714e-01
1.031000e+01,2.054736e-01
1.032000e+01,2.003555e-01
1.033000e+01,1.952180e-01
1.034000e+01,1.900615e-01
1.035000e+01,1.848864e-01
1.036000e+01,1.796926e-01
1.037000e+01,1.744799e-01
1.038000e+01,1.692477e-01
1.039000e+01,1.639953e-01
1.040000e+01,1.587221e-01
1.041000e+01,1.534271e-01
1.042000e+01,1.481094e-01
1.043000e+01,1.427681e-01
1.044000e+01,1.374022e-01
1.045000e+01,1.320110e-01
1.046000e+01,1.265938e-01
1.047000e+01,1.211500e-01
1.048000e+01,1.156794e-01
1.049000e+01,1.101819e-01
1.050000e+01,1.046578e-01
1.051000e+01,9.910736e-02
1.052000e+01,9.353149e-02
1.053000e+01,8.793119e-02
1.054000e+01,8.230778e-02
1.055000e+01,7.666286e-02
1.056000e+01,7.099826e-02
1.057000e+01,6.531607e-02
1.058000e+01,5.961854e-02
1.059000e+01,5.390812e-02
1.060000e+01,4.818733e-02
1.061000e+01,4.245882e-02
1.062000e+01,3.672523e-02
1.063000e+01,3.098921e-02
1.064000e+01,2.525335e-02
1.065000e+01,1.952014e-02
1.066000e+01,1.379192e-02
1.067000e+01,8.070868e-03
1.068000e+01,2.358943e-03
1.069000e+01,-3.342131e-03
1.070000e+01,-9.030882e-03
1.071000e+01,-1.470611e-02
1.072000e+01,-2.036690e-02
1.073000e+01,-2.601259e-02
1.074000e+01,-3.164281e-02
1.075000e+01,-3.725744e-02
1.076000e+01,-4.285659e-02
1.077000e+01,-4.844057e-02
1.078000e+01,-5.400988e-02
1.079000e+01,-5.956514e-02
1.080000e+01,-6.510710e-02
1.081000e+01,-7.063654e-02
1.082000e+01,-7.615426e-02
1.083000e+01,-8.166105e-02
1.084000e+01,-8.715759e-02
1.085000e+01,-9.264450e-02
1.086000e+01,-9.812220e-02
1.087000e+01,-1.035910e-01
1.088000e+01,-1.090508e-01
1.089000e+01,-1.145016e-01
1.090000e+01,-1.199429e-01
1.091000e+01,-1.253740e-01
1.092000e+01,-1.307938e-01
1.093000e+01,-1.362013e-01
1.094000e+01,-1.415950e-01
1.095000e+01,-1.469730e-01
1.096000e+01,-1.523335e-01
1.097000e+01,-1.576745e-01
1.098000e+01,-1.629936e-01
1.099000e+01,-1.682885e-01
11,-1.735567e-01
1.101000e+01,-1.787958e-01
1.102000e+01,-1.840034e-01
1.103000e+01,-1.891769e-01
1.104000e+01,-1.943142e-01
1.105000e+01,-1.994130e-01
1.106000e+01,-2.044714e-01
1.107000e+01,-2.094874e-01
1.108000e+01,-2.144596e-01
1.109000e+01,-2.193866e-01
1.110000e+01,-2.242673e-01
1.111000e+01,-2.291008e-01
1.112000e+01,-2.338867e-01
1.113000e+01,-2.386245e-01
1.114000e+01,-2.433144e-01
1.115000e+01,-2.479563e-01
1.116000e+01,-2.525508e-01
1.117000e+01,-2.570984e-01
1.118000e+01,-2.615997e-01
1.119000e+01,-2.660556e-01
1.120000e+01,-2.704669e-01
1.121000e+01,-2.748345e-01
1.122000e+01,-2.791594e-01
1.123000e+01,-2.834422e-01
1.124000e+01,-2.876838e-01
1.125000e+01,-2.918847e-01
1.126000e+01,-2.960453e-01
1.127000e+01,-3.001660e-01
1.128000e+01,-3.042466e-01
1.129000e+01,-3.082871e-01
1.130000e+01,-3.122869e-01
1.131000e+01,-3.162455e-01
1.132000e+01,-3.201618e-01
1.133000e+01,-3.240347e-01
1.134000e+01,-3.278629e-01
1.135000e+01,-3.316447e-01
1.136000e+01,-3.353784e-01
1.137000e+01,-3.390622e-01
1.138000e+01,-3.426940e-01
1.139000e+01,-3.462719e-01
1.140000e+01,-3.497936e-01
1.141000e+01,-3.532571e-01
1.142000e+01,-3.566605e-01
1.143000e+01,-3.600016e-01
1.144000e+01,-3.632789e-01
1.145000e+01,-3.664905e-01
1.146000e+01,-3.696349e-01
1.147000e+01,-3.727110e-01
1.148000e+01,-3.757178e-01
1.149000e+01,-3.786543e-01
1.150000e+01,-3.815201e-01
