t1,d1,v1,u,u_max
3.42E+00,-7.779015E-02,8.560238E-01,0,7.089753E-01
3.43E+00,-6.922957E-02,8.560369E-01,0,7.621976E-01
3.44E+00,-6.067047E-02,8.557313E-01,0,8.149667E-01
3.45E+00,-5.211591E-02,8.551366E-01,0,8.673049E-01
3.46E+00,-4.356859E-02,8.542863E-01,0,9.19242E-01
3.47E+00,-3.503091E-02,8.53217E-01,0,9.708142E-01
3.48E+00,-2.650486E-02,8.519672E-01,0,1.022063E+00
3.49E+00,-1.799204E-02,8.505765E-01,0,1.073032E+00
3.5E+00,-9.493664E-03,8.490843E-01,0,1.123771E+00
3.51E+00,-1.010558E-03,8.475294E-01,0,1.174328E+00
3.52E+00,7.456838E-03,8.459484E-01,0,1.22475E+00
3.53E+00,1.588392E-02,8.394741E-01,0,1.268106E+00
3.54E+00,2.424651E-02,8.330568E-01,0,1.31114E+00
3.55E+00,3.254539E-02,8.26738E-01,0,1.353916E+00
3.56E+00,4.078172E-02,8.205529E-01,0,1.396488E+00
3.57E+00,4.895699E-02,8.145299E-01,0,1.438908E+00
3.58E+00,5.707293E-02,8.086899E-01,0,1.481213E+00
3.59E+00,6.513144E-02,8.030456E-01,0,1.523434E+00
3.6E+00,7.31345E-02,7.976012E-01,0,1.565589E+00
3.61E+00,8.108411E-02,7.923527E-01,0,1.607685E+00
3.62E+00,8.898217E-02,7.872876E-01,0,1.649716E+00
3.63E+00,9.683041E-02,7.823856E-01,0,1.691664E+00
3.64E+00,1.046303E-01,7.776191E-01,5E-02,1.733501E+00
3.65E+00,1.123831E-01,7.729539E-01,5E-02,1.775186E+00
3.66E+00,1.200896E-01,7.683499E-01,5E-02,1.816668E+00
3.67E+00,1.277502E-01,7.637628E-01,5E-02,1.857889E+00
3.68E+00,1.353648E-01,7.591447E-01,5E-02,1.898781E+00
3.69E+00,1.429328E-01,7.544454E-01,5E-02,1.93927E+00
3.7E+00,1.504532E-01,7.496142E-01,5E-02,1.979279E+00
3.71E+00,1.579245E-01,7.446008E-01,5E-02,2.01873E+00
3.72E+00,1.653445E-01,7.393566E-01,5E-02,2.05754E+00
3.73E+00,1.727107E-01,7.338362E-01,5E-02,2.095631E+00
3.74E+00,1.800202E-01,7.279987E-01,5E-02,2.132927E+00
3.75E+00,1.872695E-01,7.218082E-01,5E-02,2.169359E+00
3.76E+00,1.94455E-01,7.152352E-01,5E-02,2.204861E+00
3.77E+00,2.015728E-01,7.082576E-01,5E-02,2.239378E+00
3.78E+00,2.086188E-01,7.008604E-01,5E-02,2.272864E+00
3.79E+00,2.155886E-01,6.93037E-01,5E-02,2.305284E+00
3.8E+00,2.224781E-01,6.847889E-01,5E-02,2.336612E+00
3.81E+00,2.29283E-01,6.761258E-01,5E-02,2.366837E+00
3.82E+00,2.359993E-01,6.670652E-01,5E-02,2.395958E+00
3.83E+00,2.426231E-01,6.576324E-01,5E-02,2.423984E+00
3.84E+00,2.491508E-01,6.478592E-01,5E-02,2.45094E+00
3.85E+00,2.555793E-01,6.377837E-01,5E-02,2.476858E+00
3.86E+00,2.619056E-01,6.274489E-01,5E-02,2.50178E+00
3.87E+00,2.681275E-01,6.16902E-01,5E-02,2.525757E+00
