t1r,d1r
1.756000e+01,1.010038e-03
1.757000e+01,1.616061e-02
1.758000e+01,3.131118e-02
1.759000e+01,4.646175e-02
1.760000e+01,5.614583e-02
1.761000e+01,6.522252e-02
1.762000e+01,7.429921e-02
1.763000e+01,8.337591e-02
1.764000e+01,9.245260e-02
1.765000e+01,1.015293e-01
1.766000e+01,1.106060e-01
1.767000e+01,1.200831e-01
1.768000e+01,1.299607e-01
1.769000e+01,1.398383e-01
1.770000e+01,1.497159e-01
1.771000e+01,1.595934e-01
1.772000e+01,1.694710e-01
1.773000e+01,1.793486e-01
1.774000e+01,1.893294e-01
1.775000e+01,1.993544e-01
1.776000e+01,2.093794e-01
1.777000e+01,2.194044e-01
1.778000e+01,2.294294e-01
1.779000e+01,2.394544e-01
1.780000e+01,2.494794e-01
1.781000e+01,2.595044e-01
1.782000e+01,2.695294e-01
1.783000e+01,2.795544e-01
1.784000e+01,2.895794e-01
1.785000e+01,2.996044e-01
1.786000e+01,3.096294e-01
1.787000e+01,3.200335e-01
1.788000e+01,3.313222e-01
1.789000e+01,3.426108e-01
1.790000e+01,3.538995e-01
1.791000e+01,3.651881e-01
1.792000e+01,3.764768e-01
1.793000e+01,3.877655e-01
1.794000e+01,3.975221e-01
1.795000e+01,4.057467e-01
1.796000e+01,4.139713e-01
1.797000e+01,4.221959e-01
1.798000e+01,4.304205e-01
1.799000e+01,4.386451e-01
18,4.468697e-01
1.801000e+01,4.542680e-01
1.802000e+01,4.608402e-01
1.803000e+01,4.674124e-01
1.804000e+01,4.739845e-01
1.805000e+01,4.805567e-01
1.806000e+01,4.871289e-01
1.807000e+01,4.937010e-01
1.808000e+01,5.000713e-01
1.809000e+01,5.056338e-01
1.810000e+01,5.111963e-01
1.811000e+01,5.167589e-01
1.812000e+01,5.223214e-01
1.813000e+01,5.278839e-01
1.814000e+01,5.334464e-01
1.815000e+01,5.390848e-01
1.816000e+01,5.449002e-01
1.817000e+01,5.507156e-01
1.818000e+01,5.565309e-01
1.819000e+01,5.623463e-01
1.820000e+01,5.681617e-01
1.821000e+01,5.739770e-01
1.822000e+01,5.798550e-01
1.823000e+01,5.857599e-01
1.824000e+01,5.916647e-01
1.825000e+01,5.975695e-01
1.826000e+01,6.034744e-01
1.827000e+01,6.093792e-01
1.828000e+01,6.155514e-01
1.829000e+01,6.227932e-01
1.830000e+01,6.300350e-01
1.831000e+01,6.372768e-01
1.832000e+01,6.445186e-01
1.833000e+01,6.517604e-01
1.834000e+01,6.576660e-01
1.835000e+01,6.634232e-01
1.836000e+01,6.691805e-01
1.837000e+01,6.749377e-01
1.838000e+01,6.806949e-01
1.839000e+01,6.863505e-01
1.840000e+01,6.919948e-01
1.841000e+01,6.976392e-01
1.842000e+01,7.032835e-01
1.843000e+01,7.089278e-01
1.844000e+01,7.131272e-01
1.845000e+01,7.169654e-01
1.846000e+01,7.208035e-01
1.847000e+01,7.246416e-01
1.848000e+01,7.284798e-01
1.849000e+01,7.305485e-01
1.850000e+01,7.321748e-01
1.851000e+01,7.338012e-01
1.852000e+01,7.354275e-01
1.853000e+01,7.370538e-01
1.854000e+01,7.386802e-01
1.855000e+01,7.402821e-01
1.856000e+01,7.418813e-01
1.857000e+01,7.434805e-01
1.858000e+01,7.450798e-01
1.859000e+01,7.466790e-01
1.860000e+01,7.482782e-01
1.861000e+01,7.484381e-01
1.862000e+01,7.484381e-01
1.863000e+01,7.484381e-01
1.864000e+01,7.484381e-01
1.865000e+01,7.484381e-01
1.866000e+01,7.484381e-01
1.867000e+01,7.484381e-01
1.868000e+01,7.484381e-01
1.869000e+01,7.484381e-01
1.870000e+01,7.484381e-01
1.871000e+01,7.484381e-01
1.872000e+01,7.484381e-01
1.873000e+01,7.484381e-01
1.874000e+01,7.484381e-01
1.875000e+01,7.484381e-01
1.876000e+01,7.484381e-01
1.877000e+01,7.484381e-01
1.878000e+01,7.484381e-01
1.879000e+01,7.484381e-01
1.880000e+01,7.477985e-01
1.881000e+01,7.461992e-01
1.882000e+01,7.446000e-01
1.883000e+01,7.430008e-01
1.884000e+01,7.414015e-01
1.885000e+01,7.398023e-01
1.886000e+01,7.381449e-01
1.887000e+01,7.364003e-01
1.888000e+01,7.346557e-01
1.889000e+01,7.329111e-01
1.890000e+01,7.311665e-01
1.891000e+01,7.294219e-01
1.892000e+01,7.259260e-01
1.893000e+01,7.222354e-01
1.894000e+01,7.185449e-01
1.895000e+01,7.148544e-01
1.896000e+01,7.111639e-01
1.897000e+01,7.064584e-01
1.898000e+01,7.013181e-01
1.899000e+01,6.961777e-01
19,6.910373e-01
1.901000e+01,6.858970e-01
1.902000e+01,6.807909e-01
1.903000e+01,6.759932e-01
1.904000e+01,6.711955e-01
1.905000e+01,6.663978e-01
1.906000e+01,6.616001e-01
1.907000e+01,6.568024e-01
1.908000e+01,6.519515e-01
1.909000e+01,6.466207e-01
1.910000e+01,6.412899e-01
1.911000e+01,6.359592e-01
1.912000e+01,6.306284e-01
1.913000e+01,6.252977e-01
1.914000e+01,6.199669e-01
1.915000e+01,6.146362e-01
1.916000e+01,6.114862e-01
1.917000e+01,6.085785e-01
1.918000e+01,6.056708e-01
1.919000e+01,6.027631e-01
1.920000e+01,5.998554e-01
1.921000e+01,5.969478e-01
1.922000e+01,5.930552e-01
1.923000e+01,5.868646e-01
1.924000e+01,5.806741e-01
1.925000e+01,5.744835e-01
1.926000e+01,5.682930e-01
1.927000e+01,5.621024e-01
1.928000e+01,5.556843e-01
1.929000e+01,5.472178e-01
1.930000e+01,5.387513e-01
1.931000e+01,5.302848e-01
1.932000e+01,5.218183e-01
1.933000e+01,5.133518e-01
1.934000e+01,5.048853e-01
1.935000e+01,4.969316e-01
1.936000e+01,4.901743e-01
1.937000e+01,4.834170e-01
1.938000e+01,4.766597e-01
1.939000e+01,4.699024e-01
1.940000e+01,4.631451e-01
1.941000e+01,4.563878e-01
1.942000e+01,4.496305e-01
1.943000e+01,4.428732e-01
1.944000e+01,4.361159e-01
1.945000e+01,4.293586e-01
1.946000e+01,4.226013e-01
1.947000e+01,4.158440e-01
1.948000e+01,4.090867e-01
1.949000e+01,4.021943e-01
1.950000e+01,3.940855e-01
1.951000e+01,3.859768e-01
1.952000e+01,3.778680e-01
1.953000e+01,3.697593e-01
1.954000e+01,3.616505e-01
1.955000e+01,3.535417e-01
1.956000e+01,3.454330e-01
1.957000e+01,3.374369e-01
1.958000e+01,3.294407e-01
1.959000e+01,3.214446e-01
1.960000e+01,3.134485e-01
1.961000e+01,3.054523e-01
1.962000e+01,2.974562e-01
1.963000e+01,2.894601e-01
1.964000e+01,2.809865e-01
1.965000e+01,2.723937e-01
1.966000e+01,2.638008e-01
1.967000e+01,2.552080e-01
1.968000e+01,2.466151e-01
1.969000e+01,2.380222e-01
1.970000e+01,2.294164e-01
1.971000e+01,2.206933e-01
1.972000e+01,2.119702e-01
1.973000e+01,2.032472e-01
1.974000e+01,1.945241e-01
1.975000e+01,1.858011e-01
1.976000e+01,1.770780e-01
1.977000e+01,1.677777e-01
1.978000e+01,1.579001e-01
1.979000e+01,1.480226e-01
1.980000e+01,1.381450e-01
1.981000e+01,1.282674e-01
1.982000e+01,1.183898e-01
1.983000e+01,1.085122e-01
1.984000e+01,1.001756e-01
1.985000e+01,9.249928e-02
1.986000e+01,8.482299e-02
1.987000e+01,7.714670e-02
1.988000e+01,6.947041e-02
1.989000e+01,6.179412e-02
1.990000e+01,5.411784e-02
1.991000e+01,4.611104e-02
1.992000e+01,3.678222e-02
1.993000e+01,2.745339e-02
1.994000e+01,1.812457e-02
1.995000e+01,8.795747e-03
1.996000e+01,-5.330756e-04
1.997000e+01,-9.861899e-03
1.998000e+01,-1.919072e-02
1.999000e+01,-3.020179e-02
20,-4.121286e-02
2.001000e+01,-5.222393e-02
2.002000e+01,-6.323500e-02
2.003000e+01,-7.424607e-02
2.004000e+01,-8.525714e-02
2.005000e+01,-9.529186e-02
2.006000e+01,-1.052181e-01
2.007000e+01,-1.151443e-01
2.008000e+01,-1.250706e-01
2.009000e+01,-1.349968e-01
2.010000e+01,-1.455796e-01
2.011000e+01,-1.620716e-01
2.012000e+01,-1.785637e-01
2.013000e+01,-1.950557e-01
2.014000e+01,-2.115477e-01
2.015000e+01,-2.280397e-01
2.016000e+01,-2.445318e-01
2.017000e+01,-2.553200e-01
2.018000e+01,-2.636638e-01
2.019000e+01,-2.720076e-01
2.020000e+01,-2.803514e-01
2.021000e+01,-2.886952e-01
2.022000e+01,-2.970390e-01
2.023000e+01,-3.053828e-01
2.024000e+01,-3.138247e-01
2.025000e+01,-3.222912e-01
2.026000e+01,-3.307577e-01
2.027000e+01,-3.392242e-01
2.028000e+01,-3.476907e-01
2.029000e+01,-3.561572e-01
2.030000e+01,-3.646237e-01
2.031000e+01,-3.687956e-01
2.032000e+01,-3.729675e-01
2.033000e+01,-3.771394e-01
2.034000e+01,-3.813113e-01
2.035000e+01,-3.854832e-01
2.036000e+01,-3.896551e-01
2.037000e+01,-3.942564e-01
2.038000e+01,-4.027229e-01
2.039000e+01,-4.111894e-01
2.040000e+01,-4.196559e-01
2.041000e+01,-4.281224e-01
2.042000e+01,-4.365889e-01
2.043000e+01,-4.450554e-01
2.044000e+01,-4.534146e-01
2.045000e+01,-4.615233e-01
2.046000e+01,-4.696321e-01
2.047000e+01,-4.777409e-01
2.048000e+01,-4.858496e-01
2.049000e+01,-4.939584e-01
2.050000e+01,-5.020671e-01
2.051000e+01,-5.100303e-01
2.052000e+01,-5.174114e-01
2.053000e+01,-5.247924e-01
2.054000e+01,-5.321735e-01
2.055000e+01,-5.395545e-01
2.056000e+01,-5.469356e-01
2.057000e+01,-5.543166e-01
2.058000e+01,-5.607955e-01
2.059000e+01,-5.668878e-01
2.060000e+01,-5.729801e-01
2.061000e+01,-5.790724e-01
2.062000e+01,-5.851647e-01
2.063000e+01,-5.912570e-01
2.064000e+01,-5.974292e-01
2.065000e+01,-6.037212e-01
2.066000e+01,-6.100133e-01
2.067000e+01,-6.163053e-01
2.068000e+01,-6.225973e-01
2.069000e+01,-6.288894e-01
2.070000e+01,-6.357754e-01
2.071000e+01,-6.440472e-01
2.072000e+01,-6.523191e-01
2.073000e+01,-6.605910e-01
2.074000e+01,-6.688628e-01
2.075000e+01,-6.771347e-01
2.076000e+01,-6.820087e-01
2.077000e+01,-6.834849e-01
2.078000e+01,-6.849611e-01
2.079000e+01,-6.864374e-01
2.080000e+01,-6.879136e-01
2.081000e+01,-6.893898e-01
2.082000e+01,-6.908660e-01
2.083000e+01,-6.938184e-01
2.084000e+01,-6.967708e-01
2.085000e+01,-6.997232e-01
2.086000e+01,-7.026757e-01
2.087000e+01,-7.056281e-01
2.088000e+01,-7.085805e-01
2.089000e+01,-7.107836e-01
2.090000e+01,-7.122375e-01
2.091000e+01,-7.136913e-01
2.092000e+01,-7.151451e-01
2.093000e+01,-7.165990e-01
2.094000e+01,-7.180528e-01
2.095000e+01,-7.195067e-01
2.096000e+01,-7.209036e-01
2.097000e+01,-7.222943e-01
2.098000e+01,-7.236849e-01
2.099000e+01,-7.250755e-01
21,-7.264662e-01
2.101000e+01,-7.278568e-01
2.102000e+01,-7.292474e-01
2.103000e+01,-7.292474e-01
2.104000e+01,-7.292474e-01
2.105000e+01,-7.292474e-01
2.106000e+01,-7.292474e-01
2.107000e+01,-7.292474e-01
2.108000e+01,-7.292474e-01
2.109000e+01,-7.286659e-01
2.110000e+01,-7.272120e-01
2.111000e+01,-7.257582e-01
2.112000e+01,-7.243044e-01
2.113000e+01,-7.228505e-01
2.114000e+01,-7.213967e-01
2.115000e+01,-7.199428e-01
2.116000e+01,-7.185554e-01
2.117000e+01,-7.171847e-01
2.118000e+01,-7.158139e-01
2.119000e+01,-7.144432e-01
2.120000e+01,-7.130724e-01
2.121000e+01,-7.117016e-01
2.122000e+01,-7.103309e-01
2.123000e+01,-7.083317e-01
2.124000e+01,-7.061754e-01
2.125000e+01,-7.040192e-01
2.126000e+01,-7.018629e-01
2.127000e+01,-6.997066e-01
2.128000e+01,-6.975504e-01
2.129000e+01,-6.953941e-01
2.130000e+01,-6.932379e-01
2.131000e+01,-6.910816e-01
2.132000e+01,-6.889253e-01
2.133000e+01,-6.867691e-01
2.134000e+01,-6.846128e-01
2.135000e+01,-6.824566e-01
2.136000e+01,-6.803003e-01
2.137000e+01,-6.781440e-01
2.138000e+01,-6.759878e-01
2.139000e+01,-6.738315e-01
2.140000e+01,-6.716753e-01
2.141000e+01,-6.689337e-01
2.142000e+01,-6.661922e-01
2.143000e+01,-6.634507e-01
2.144000e+01,-6.607091e-01
2.145000e+01,-6.579676e-01
2.146000e+01,-6.552261e-01
2.147000e+01,-6.524845e-01
2.148000e+01,-6.484302e-01
2.149000e+01,-6.443758e-01
2.150000e+01,-6.403214e-01
2.151000e+01,-6.362670e-01
2.152000e+01,-6.322126e-01
2.153000e+01,-6.281583e-01
2.154000e+01,-6.241039e-01
2.155000e+01,-6.198885e-01
2.156000e+01,-6.156553e-01
2.157000e+01,-6.114220e-01
2.158000e+01,-6.071888e-01
2.159000e+01,-6.029555e-01
2.160000e+01,-5.987223e-01
2.161000e+01,-5.939985e-01
2.162000e+01,-5.848601e-01
2.163000e+01,-5.757216e-01
2.164000e+01,-5.665832e-01
2.165000e+01,-5.574448e-01
2.166000e+01,-5.483063e-01
2.167000e+01,-5.391679e-01
2.168000e+01,-5.312479e-01
2.169000e+01,-5.236325e-01
2.170000e+01,-5.160172e-01
2.171000e+01,-5.084018e-01
2.172000e+01,-5.007865e-01
2.173000e+01,-4.931711e-01
2.174000e+01,-4.845657e-01
2.175000e+01,-4.749704e-01
2.176000e+01,-4.653750e-01
2.177000e+01,-4.557796e-01
2.178000e+01,-4.461843e-01
2.179000e+01,-4.365889e-01
2.180000e+01,-4.282109e-01
2.181000e+01,-4.210502e-01
2.182000e+01,-4.138894e-01
2.183000e+01,-4.067287e-01
2.184000e+01,-3.995680e-01
2.185000e+01,-3.924073e-01
2.186000e+01,-3.852466e-01
2.187000e+01,-3.760269e-01
2.188000e+01,-3.662925e-01
2.189000e+01,-3.565580e-01
2.190000e+01,-3.468236e-01
2.191000e+01,-3.370892e-01
2.192000e+01,-3.273548e-01
2.193000e+01,-3.176203e-01
2.194000e+01,-3.074877e-01
2.195000e+01,-2.973108e-01
2.196000e+01,-2.871339e-01
2.197000e+01,-2.769570e-01
2.198000e+01,-2.667801e-01
2.199000e+01,-2.566032e-01
22,-2.462809e-01
2.201000e+01,-2.356194e-01
2.202000e+01,-2.249579e-01
2.203000e+01,-2.142964e-01
2.204000e+01,-2.036349e-01
2.205000e+01,-1.929734e-01
2.206000e+01,-1.823119e-01
2.207000e+01,-1.713008e-01
2.208000e+01,-1.602897e-01
2.209000e+01,-1.492786e-01
2.210000e+01,-1.382676e-01
2.211000e+01,-1.272565e-01
2.212000e+01,-1.162454e-01
2.213000e+01,-1.043495e-01
2.214000e+01,-9.235535e-02
2.215000e+01,-8.036115e-02
2.216000e+01,-6.836695e-02
2.217000e+01,-5.637274e-02
2.218000e+01,-4.437854e-02
2.219000e+01,-3.351423e-02
2.220000e+01,-2.377981e-02
2.221000e+01,-1.404538e-02
2.222000e+01,-4.310959e-03
2.223000e+01,5.423465e-03
2.224000e+01,1.515789e-02
2.225000e+01,2.489231e-02
2.226000e+01,3.358376e-02
2.227000e+01,4.157990e-02
2.228000e+01,4.957603e-02
2.229000e+01,5.757216e-02
2.230000e+01,6.556830e-02
2.231000e+01,7.356443e-02
2.232000e+01,8.156057e-02
2.233000e+01,9.025202e-02
2.234000e+01,9.998644e-02
2.235000e+01,1.097209e-01
2.236000e+01,1.194553e-01
2.237000e+01,1.291897e-01
2.238000e+01,1.389241e-01
2.239000e+01,1.486586e-01
2.240000e+01,1.575802e-01
2.241000e+01,1.656889e-01
2.242000e+01,1.737977e-01
2.243000e+01,1.819064e-01
2.244000e+01,1.900152e-01
2.245000e+01,1.981239e-01
2.246000e+01,2.062327e-01
2.247000e+01,2.145351e-01
2.248000e+01,2.231279e-01
2.249000e+01,2.317208e-01
2.250000e+01,2.403137e-01
2.251000e+01,2.489065e-01
2.252000e+01,2.574994e-01
2.253000e+01,2.660922e-01
2.254000e+01,2.747762e-01
2.255000e+01,2.834993e-01
2.256000e+01,2.922224e-01
2.257000e+01,3.009454e-01
2.258000e+01,3.096685e-01
2.259000e+01,3.183915e-01
2.260000e+01,3.269376e-01
2.261000e+01,3.338907e-01
2.262000e+01,3.408439e-01
2.263000e+01,3.477971e-01
2.264000e+01,3.547502e-01
2.265000e+01,3.617034e-01
2.266000e+01,3.686565e-01
2.267000e+01,3.755898e-01
2.268000e+01,3.824437e-01
2.269000e+01,3.892975e-01
2.270000e+01,3.961513e-01
2.271000e+01,4.030052e-01
2.272000e+01,4.098590e-01
2.273000e+01,4.167128e-01
2.274000e+01,4.237689e-01
2.275000e+01,4.316339e-01
2.276000e+01,4.394990e-01
2.277000e+01,4.473640e-01
2.278000e+01,4.552291e-01
2.279000e+01,4.630941e-01
2.280000e+01,4.710450e-01
2.281000e+01,4.797680e-01
2.282000e+01,4.884911e-01
2.283000e+01,4.972142e-01
2.284000e+01,5.059372e-01
2.285000e+01,5.146603e-01
2.286000e+01,5.236853e-01
2.287000e+01,5.329116e-01
2.288000e+01,5.421379e-01
2.289000e+01,5.513642e-01
2.290000e+01,5.605905e-01
2.291000e+01,5.691366e-01
2.292000e+01,5.766624e-01
2.293000e+01,5.841881e-01
2.294000e+01,5.917139e-01
2.295000e+01,5.992397e-01
2.296000e+01,6.068106e-01
2.297000e+01,6.144869e-01
2.298000e+01,6.221632e-01
2.299000e+01,6.298395e-01
23,6.375158e-01
2.301000e+01,6.443285e-01
2.302000e+01,6.491262e-01
2.303000e+01,6.539238e-01
2.304000e+01,6.587215e-01
2.305000e+01,6.635192e-01
2.306000e+01,6.683169e-01
2.307000e+01,6.721716e-01
2.308000e+01,6.738259e-01
2.309000e+01,6.754803e-01
2.310000e+01,6.771347e-01
2.311000e+01,6.787891e-01
2.312000e+01,6.804434e-01
2.313000e+01,6.829841e-01
2.314000e+01,6.864110e-01
2.315000e+01,6.898379e-01
2.316000e+01,6.932648e-01
2.317000e+01,6.966917e-01
2.318000e+01,7.001186e-01
2.319000e+01,7.023804e-01
2.320000e+01,7.045127e-01
2.321000e+01,7.066450e-01
2.322000e+01,7.087773e-01
2.323000e+01,7.108911e-01
2.324000e+01,7.129770e-01
2.325000e+01,7.150630e-01
2.326000e+01,7.171489e-01
2.327000e+01,7.192349e-01
2.328000e+01,7.196521e-01
2.329000e+01,7.196521e-01
2.330000e+01,7.196521e-01
2.331000e+01,7.196521e-01
2.332000e+01,7.196521e-01
2.333000e+01,7.196521e-01
2.334000e+01,7.196521e-01
2.335000e+01,7.196521e-01
2.336000e+01,7.196521e-01
2.337000e+01,7.179833e-01
2.338000e+01,7.158974e-01
2.339000e+01,7.138114e-01
2.340000e+01,7.117255e-01
2.341000e+01,7.096395e-01
2.342000e+01,7.075536e-01
2.343000e+01,7.054676e-01
2.344000e+01,7.033817e-01
2.345000e+01,7.012957e-01
2.346000e+01,6.992364e-01
2.347000e+01,6.971948e-01
2.348000e+01,6.951533e-01
2.349000e+01,6.931117e-01
2.350000e+01,6.910701e-01
2.351000e+01,6.889469e-01
2.352000e+01,6.868146e-01
2.353000e+01,6.846823e-01
2.354000e+01,6.825500e-01
2.355000e+01,6.804177e-01
2.356000e+01,6.782854e-01
2.357000e+01,6.761531e-01
2.358000e+01,6.740208e-01
2.359000e+01,6.718885e-01
2.360000e+01,6.680004e-01
2.361000e+01,6.639173e-01
2.362000e+01,6.598342e-01
2.363000e+01,6.557510e-01
2.364000e+01,6.516316e-01
2.365000e+01,6.473670e-01
2.366000e+01,6.431024e-01
2.367000e+01,6.388378e-01
2.368000e+01,6.345732e-01
2.369000e+01,6.318337e-01
2.370000e+01,6.297477e-01
2.371000e+01,6.276618e-01
2.372000e+01,6.255758e-01
2.373000e+01,6.230727e-01
2.374000e+01,6.168148e-01
2.375000e+01,6.105570e-01
2.376000e+01,6.042991e-01
2.377000e+01,5.980413e-01
2.378000e+01,5.928264e-01
2.379000e+01,5.886545e-01
2.380000e+01,5.844826e-01
2.381000e+01,5.803107e-01
2.382000e+01,5.761388e-01
2.383000e+01,5.719669e-01
2.384000e+01,5.677950e-01
2.385000e+01,5.636232e-01
2.386000e+01,5.594513e-01
2.387000e+01,5.540278e-01
2.388000e+01,5.456840e-01
2.389000e+01,5.373402e-01
2.390000e+01,5.289964e-01
2.391000e+01,5.206526e-01
2.392000e+01,5.151643e-01
2.393000e+01,5.108997e-01
2.394000e+01,5.066351e-01
2.395000e+01,5.023704e-01
2.396000e+01,4.972900e-01
2.397000e+01,4.889462e-01
2.398000e+01,4.806024e-01
2.399000e+01,4.722586e-01
24,4.639148e-01
2.401000e+01,4.567392e-01
2.402000e+01,4.503423e-01
2.403000e+01,4.439454e-01
2.404000e+01,4.375485e-01
2.405000e+01,4.313648e-01
2.406000e+01,4.271002e-01
2.407000e+01,4.228356e-01
2.408000e+01,4.185710e-01
2.409000e+01,4.143064e-01
2.410000e+01,4.068433e-01
2.411000e+01,3.972479e-01
2.412000e+01,3.876526e-01
2.413000e+01,3.780572e-01
2.414000e+01,3.684619e-01
2.415000e+01,3.588665e-01
2.416000e+01,3.529722e-01
2.417000e+01,3.495453e-01
2.418000e+01,3.461184e-01
2.419000e+01,3.426915e-01
2.420000e+01,3.392645e-01
2.421000e+01,3.358376e-01
2.422000e+01,3.303018e-01
2.423000e+01,3.247661e-01
2.424000e+01,3.192303e-01
2.425000e+01,3.136945e-01
2.426000e+01,3.081587e-01
2.427000e+01,2.976520e-01
2.428000e+01,2.859026e-01
2.429000e+01,2.741532e-01
2.430000e+01,2.624037e-01
2.431000e+01,2.506543e-01
2.432000e+01,2.442979e-01
2.433000e+01,2.385407e-01
2.434000e+01,2.327835e-01
2.435000e+01,2.270262e-01
2.436000e+01,2.212690e-01
2.437000e+01,2.078314e-01
2.438000e+01,1.935405e-01
2.439000e+01,1.792495e-01
2.440000e+01,1.649585e-01
2.441000e+01,1.511269e-01
2.442000e+01,1.391327e-01
2.443000e+01,1.271385e-01
2.444000e+01,1.151443e-01
2.445000e+01,1.031501e-01
2.446000e+01,9.288309e-02
2.447000e+01,8.520680e-02
2.448000e+01,7.753052e-02
2.449000e+01,6.985423e-02
2.450000e+01,6.217794e-02
2.451000e+01,5.287240e-02
2.452000e+01,4.112297e-02
2.453000e+01,2.937355e-02
2.454000e+01,1.762413e-02
2.455000e+01,5.874711e-03
2.456000e+01,-3.916474e-03
2.457000e+01,-1.174942e-02
2.458000e+01,-1.958237e-02
2.459000e+01,-2.741532e-02
2.460000e+01,-3.524826e-02
2.461000e+01,-4.573108e-02
2.462000e+01,-5.798048e-02
2.463000e+01,-7.022987e-02
2.464000e+01,-8.247927e-02
2.465000e+01,-9.472867e-02
2.466000e+01,-1.013510e-01
2.467000e+01,-1.073481e-01
2.468000e+01,-1.133452e-01
2.469000e+01,-1.193423e-01
2.470000e+01,-1.261105e-01
2.471000e+01,-1.398181e-01
2.472000e+01,-1.535258e-01
2.473000e+01,-1.672334e-01
2.474000e+01,-1.809411e-01
2.475000e+01,-1.931066e-01
2.476000e+01,-1.991037e-01
2.477000e+01,-2.051008e-01
2.478000e+01,-2.110979e-01
2.479000e+01,-2.170950e-01
2.480000e+01,-2.230921e-01
2.481000e+01,-2.290892e-01
2.482000e+01,-2.350863e-01
2.483000e+01,-2.410834e-01
2.484000e+01,-2.470805e-01
2.485000e+01,-2.568290e-01
2.486000e+01,-2.690784e-01
2.487000e+01,-2.813278e-01
2.488000e+01,-2.935772e-01
2.489000e+01,-3.058266e-01
2.490000e+01,-3.124489e-01
2.491000e+01,-3.184460e-01
2.492000e+01,-3.244431e-01
2.493000e+01,-3.304402e-01
2.494000e+01,-3.368371e-01
2.495000e+01,-3.468323e-01
2.496000e+01,-3.568275e-01
2.497000e+01,-3.668226e-01
2.498000e+01,-3.768178e-01
2.499000e+01,-3.856136e-01
25,-3.916107e-01
2.501000e+01,-3.976078e-01
2.502000e+01,-4.036049e-01
2.503000e+01,-4.096020e-01
2.504000e+01,-4.177044e-01
2.505000e+01,-4.279123e-01
2.506000e+01,-4.381201e-01
2.507000e+01,-4.483279e-01
2.508000e+01,-4.585358e-01
2.509000e+01,-4.637758e-01
2.510000e+01,-4.677738e-01
2.511000e+01,-4.717719e-01
2.512000e+01,-4.757700e-01
2.513000e+01,-4.797680e-01
2.514000e+01,-4.857651e-01
2.515000e+01,-4.917622e-01
2.516000e+01,-4.977593e-01
2.517000e+01,-5.037564e-01
2.518000e+01,-5.101874e-01
2.519000e+01,-5.183536e-01
2.520000e+01,-5.265199e-01
2.521000e+01,-5.346862e-01
2.522000e+01,-5.428524e-01
2.523000e+01,-5.489346e-01
2.524000e+01,-5.529327e-01
2.525000e+01,-5.569307e-01
2.526000e+01,-5.609288e-01
2.527000e+01,-5.649269e-01
2.528000e+01,-5.717236e-01
2.529000e+01,-5.797197e-01
2.530000e+01,-5.877159e-01
2.531000e+01,-5.957120e-01
2.532000e+01,-6.037081e-01
2.533000e+01,-6.081826e-01
2.534000e+01,-6.122657e-01
2.535000e+01,-6.163488e-01
2.536000e+01,-6.204319e-01
2.537000e+01,-6.244817e-01
2.538000e+01,-6.283982e-01
2.539000e+01,-6.323147e-01
2.540000e+01,-6.362312e-01
2.541000e+01,-6.401476e-01
2.542000e+01,-6.441141e-01
2.543000e+01,-6.481972e-01
2.544000e+01,-6.522804e-01
2.545000e+01,-6.563635e-01
2.546000e+01,-6.604466e-01
2.547000e+01,-6.632548e-01
2.548000e+01,-6.652131e-01
2.549000e+01,-6.671713e-01
2.550000e+01,-6.691295e-01
2.551000e+01,-6.710878e-01
2.552000e+01,-6.730460e-01
2.553000e+01,-6.750043e-01
2.554000e+01,-6.769625e-01
2.555000e+01,-6.789207e-01
2.556000e+01,-6.808790e-01
2.557000e+01,-6.828059e-01
2.558000e+01,-6.847249e-01
2.559000e+01,-6.866440e-01
2.560000e+01,-6.885631e-01
2.561000e+01,-6.904822e-01
2.562000e+01,-6.908660e-01
2.563000e+01,-6.908660e-01
2.564000e+01,-6.908660e-01
2.565000e+01,-6.908660e-01
2.566000e+01,-6.908660e-01
2.567000e+01,-6.908660e-01
2.568000e+01,-6.908660e-01
2.569000e+01,-6.908660e-01
2.570000e+01,-6.908660e-01
2.571000e+01,-6.908660e-01
2.572000e+01,-6.908660e-01
2.573000e+01,-6.908660e-01
2.574000e+01,-6.908660e-01
2.575000e+01,-6.908660e-01
2.576000e+01,-6.908660e-01
2.577000e+01,-6.908660e-01
2.578000e+01,-6.908660e-01
2.579000e+01,-6.908660e-01
2.580000e+01,-6.908660e-01
2.581000e+01,-6.900664e-01
2.582000e+01,-6.880673e-01
2.583000e+01,-6.860683e-01
2.584000e+01,-6.840693e-01
2.585000e+01,-6.820702e-01
2.586000e+01,-6.800712e-01
2.587000e+01,-6.780722e-01
2.588000e+01,-6.760731e-01
2.589000e+01,-6.740741e-01
2.590000e+01,-6.720751e-01
2.591000e+01,-6.716753e-01
2.592000e+01,-6.716753e-01
2.593000e+01,-6.716753e-01
2.594000e+01,-6.716753e-01
2.595000e+01,-6.716753e-01
2.596000e+01,-6.677588e-01
2.597000e+01,-6.638423e-01
2.598000e+01,-6.599258e-01
2.599000e+01,-6.560094e-01
26,-6.520762e-01
2.601000e+01,-6.479931e-01
2.602000e+01,-6.439100e-01
2.603000e+01,-6.398268e-01
2.604000e+01,-6.357437e-01
2.605000e+01,-6.308950e-01
2.606000e+01,-6.248979e-01
2.607000e+01,-6.189008e-01
2.608000e+01,-6.129037e-01
2.609000e+01,-6.069066e-01
