t1r,d1r
9.080000e+00,7.882517e-01
9.090000e+00,7.911160e-01
9.100000e+00,7.939803e-01
9.110000e+00,7.968446e-01
9.120000e+00,7.997089e-01
9.130000e+00,8.025732e-01
9.140000e+00,8.054375e-01
9.150000e+00,8.082035e-01
9.160000e+00,8.109451e-01
9.170000e+00,8.136866e-01
9.180000e+00,8.164281e-01
9.190000e+00,8.191697e-01
9.200000e+00,8.219112e-01
9.210000e+00,8.246527e-01
9.220000e+00,8.261852e-01
9.230000e+00,8.274153e-01
9.240000e+00,8.286455e-01
9.250000e+00,8.298757e-01
9.260000e+00,8.311059e-01
9.270000e+00,8.323360e-01
9.280000e+00,8.335662e-01
9.290000e+00,8.347964e-01
9.300000e+00,8.347964e-01
9.310000e+00,8.347964e-01
9.320000e+00,8.347964e-01
9.330000e+00,8.347964e-01
9.340000e+00,8.347964e-01
9.350000e+00,8.347964e-01
9.360000e+00,8.345011e-01
9.370000e+00,8.330249e-01
9.380000e+00,8.315487e-01
9.390000e+00,8.300725e-01
9.400000e+00,8.285963e-01
9.410000e+00,8.271201e-01
9.420000e+00,8.256439e-01
9.430000e+00,8.231020e-01
9.440000e+00,8.201035e-01
9.450000e+00,8.171049e-01
9.460000e+00,8.141064e-01
9.470000e+00,8.111078e-01
9.480000e+00,8.081093e-01
9.490000e+00,8.050965e-01
9.500000e+00,8.020503e-01
9.510000e+00,7.990042e-01
9.520000e+00,7.959580e-01
9.530000e+00,7.929119e-01
9.540000e+00,7.898657e-01
9.550000e+00,7.868196e-01
9.560000e+00,7.776811e-01
9.570000e+00,7.685427e-01
9.580000e+00,7.594043e-01
9.590000e+00,7.502658e-01
9.600000e+00,7.411274e-01
9.610000e+00,7.319890e-01
9.620000e+00,7.282297e-01
9.630000e+00,7.267759e-01
9.640000e+00,7.253220e-01
9.650000e+00,7.238682e-01
9.660000e+00,7.224144e-01
9.670000e+00,7.209605e-01
9.680000e+00,7.190124e-01
9.690000e+00,7.126155e-01
9.700000e+00,7.062186e-01
9.710000e+00,6.998216e-01
9.720000e+00,6.934247e-01
9.730000e+00,6.870278e-01
9.740000e+00,6.806309e-01
9.750000e+00,6.742340e-01
9.760000e+00,6.682887e-01
9.770000e+00,6.626443e-01
9.780000e+00,6.570000e-01
9.790000e+00,6.513557e-01
9.800000e+00,6.457113e-01
9.810000e+00,6.400670e-01
9.820000e+00,6.344227e-01
9.830000e+00,6.272967e-01
9.840000e+00,6.198003e-01
9.850000e+00,6.123040e-01
9.860000e+00,6.048076e-01
9.870000e+00,5.973112e-01
9.880000e+00,5.898148e-01
9.890000e+00,5.822709e-01
9.900000e+00,5.746555e-01
9.910000e+00,5.670401e-01
9.920000e+00,5.594248e-01
9.930000e+00,5.518094e-01
9.940000e+00,5.441940e-01
9.950000e+00,5.366347e-01
9.960000e+00,5.295793e-01
9.970000e+00,5.225238e-01
9.980000e+00,5.154684e-01
9.990000e+00,5.084130e-01
10,5.013576e-01
1.001000e+01,4.943022e-01
1.002000e+01,4.872044e-01
1.003000e+01,4.800079e-01
1.004000e+01,4.728114e-01
1.005000e+01,4.656149e-01
1.006000e+01,4.584184e-01
1.007000e+01,4.512218e-01
1.008000e+01,4.440253e-01
1.009000e+01,4.368288e-01
1.010000e+01,4.291743e-01
1.011000e+01,4.204513e-01
1.012000e+01,4.117282e-01
1.013000e+01,4.030052e-01
1.014000e+01,3.942821e-01
1.015000e+01,3.855590e-01
1.016000e+01,3.768360e-01
1.017000e+01,3.686985e-01
1.018000e+01,3.608119e-01
1.019000e+01,3.529253e-01
1.020000e+01,3.450387e-01
1.021000e+01,3.371521e-01
1.022000e+01,3.292655e-01
1.023000e+01,3.213789e-01
1.024000e+01,3.128628e-01
1.025000e+01,3.034026e-01
1.026000e+01,2.939424e-01
1.027000e+01,2.844822e-01
1.028000e+01,2.750220e-01
1.029000e+01,2.655617e-01
1.030000e+01,2.561015e-01
1.031000e+01,2.454813e-01
1.032000e+01,2.321544e-01
1.033000e+01,2.188275e-01
1.034000e+01,2.055006e-01
1.035000e+01,1.921738e-01
1.036000e+01,1.788469e-01
1.037000e+01,1.655200e-01
1.038000e+01,1.525233e-01
1.039000e+01,1.424983e-01
1.040000e+01,1.324733e-01
1.041000e+01,1.224483e-01
1.042000e+01,1.124233e-01
1.043000e+01,1.023983e-01
1.044000e+01,9.237325e-02
1.045000e+01,8.177539e-02
1.046000e+01,7.031824e-02
1.047000e+01,5.886109e-02
1.048000e+01,4.740395e-02
1.049000e+01,3.594680e-02
1.050000e+01,2.448965e-02
1.051000e+01,1.303251e-02
1.052000e+01,3.154639e-03
1.053000e+01,-6.046392e-03
1.054000e+01,-1.524742e-02
1.055000e+01,-2.444845e-02
1.056000e+01,-3.364948e-02
1.057000e+01,-4.285052e-02
1.058000e+01,-5.205155e-02
1.059000e+01,-6.189683e-02
1.060000e+01,-7.270851e-02
1.061000e+01,-8.352018e-02
1.062000e+01,-9.433186e-02
1.063000e+01,-1.051435e-01
1.064000e+01,-1.159552e-01
1.065000e+01,-1.267669e-01
1.066000e+01,-1.374056e-01
1.067000e+01,-1.476406e-01
1.068000e+01,-1.578757e-01
1.069000e+01,-1.681107e-01
1.070000e+01,-1.783458e-01
1.071000e+01,-1.885808e-01
1.072000e+01,-1.988159e-01
1.073000e+01,-2.090509e-01
1.074000e+01,-2.185610e-01
1.075000e+01,-2.278898e-01
1.076000e+01,-2.372186e-01
1.077000e+01,-2.465475e-01
1.078000e+01,-2.558763e-01
1.079000e+01,-2.652051e-01
1.080000e+01,-2.745339e-01
1.081000e+01,-2.844655e-01
1.082000e+01,-2.947990e-01
1.083000e+01,-3.051325e-01
1.084000e+01,-3.154659e-01
1.085000e+01,-3.257994e-01
1.086000e+01,-3.361329e-01
1.087000e+01,-3.464355e-01
1.088000e+01,-3.564605e-01
1.089000e+01,-3.664855e-01
1.090000e+01,-3.765105e-01
1.091000e+01,-3.865355e-01
1.092000e+01,-3.965605e-01
1.093000e+01,-4.065855e-01
1.094000e+01,-4.181630e-01
1.095000e+01,-4.320694e-01
1.096000e+01,-4.459757e-01
1.097000e+01,-4.598820e-01
1.098000e+01,-4.737883e-01
1.099000e+01,-4.876946e-01
11,-5.016010e-01
1.101000e+01,-5.127874e-01
1.102000e+01,-5.212539e-01
1.103000e+01,-5.297204e-01
1.104000e+01,-5.381869e-01
1.105000e+01,-5.466534e-01
1.106000e+01,-5.551198e-01
1.107000e+01,-5.635863e-01
1.108000e+01,-5.715430e-01
1.109000e+01,-5.792812e-01
1.110000e+01,-5.870194e-01
1.111000e+01,-5.947576e-01
1.112000e+01,-6.024958e-01
1.113000e+01,-6.102340e-01
1.114000e+01,-6.167685e-01
1.115000e+01,-6.220992e-01
1.116000e+01,-6.274300e-01
1.117000e+01,-6.327607e-01
1.118000e+01,-6.380915e-01
1.119000e+01,-6.434223e-01
1.120000e+01,-6.487530e-01
1.121000e+01,-6.541063e-01
1.122000e+01,-6.595121e-01
1.123000e+01,-6.649180e-01
1.124000e+01,-6.703238e-01
1.125000e+01,-6.757296e-01
1.126000e+01,-6.811355e-01
1.127000e+01,-6.865413e-01
1.128000e+01,-6.917004e-01
1.129000e+01,-6.958723e-01
1.130000e+01,-7.000442e-01
1.131000e+01,-7.042160e-01
1.132000e+01,-7.083879e-01
1.133000e+01,-7.125598e-01
1.134000e+01,-7.167317e-01
1.135000e+01,-7.204517e-01
1.136000e+01,-7.231171e-01
1.137000e+01,-7.257824e-01
1.138000e+01,-7.284478e-01
1.139000e+01,-7.311132e-01
1.140000e+01,-7.337786e-01
1.141000e+01,-7.364439e-01
1.142000e+01,-7.391292e-01
1.143000e+01,-7.419935e-01
1.144000e+01,-7.448578e-01
1.145000e+01,-7.477221e-01
1.146000e+01,-7.505864e-01
1.147000e+01,-7.534506e-01
1.148000e+01,-7.563149e-01
1.149000e+01,-7.586332e-01
1.150000e+01,-7.601325e-01
1.151000e+01,-7.616318e-01
1.152000e+01,-7.631310e-01
1.153000e+01,-7.646303e-01
1.154000e+01,-7.661296e-01
1.155000e+01,-7.676289e-01
1.156000e+01,-7.691281e-01
1.157000e+01,-7.706274e-01
1.158000e+01,-7.721267e-01
1.159000e+01,-7.736260e-01
1.160000e+01,-7.751252e-01
1.161000e+01,-7.766245e-01
1.162000e+01,-7.781238e-01
1.163000e+01,-7.796231e-01
1.164000e+01,-7.811223e-01
1.165000e+01,-7.826216e-01
1.166000e+01,-7.841209e-01
1.167000e+01,-7.856202e-01
1.168000e+01,-7.868196e-01
1.169000e+01,-7.868196e-01
1.170000e+01,-7.868196e-01
1.171000e+01,-7.868196e-01
1.172000e+01,-7.868196e-01
1.173000e+01,-7.868196e-01
1.174000e+01,-7.868196e-01
1.175000e+01,-7.868196e-01
1.176000e+01,-7.868196e-01
1.177000e+01,-7.868196e-01
1.178000e+01,-7.868196e-01
1.179000e+01,-7.868196e-01
1.180000e+01,-7.868196e-01
1.181000e+01,-7.868196e-01
1.182000e+01,-7.855680e-01
1.183000e+01,-7.841774e-01
1.184000e+01,-7.827868e-01
1.185000e+01,-7.813961e-01
1.186000e+01,-7.800055e-01
1.187000e+01,-7.786149e-01
1.188000e+01,-7.772242e-01
1.189000e+01,-7.744021e-01
1.190000e+01,-7.715799e-01
1.191000e+01,-7.687577e-01
1.192000e+01,-7.659356e-01
1.193000e+01,-7.631134e-01
1.194000e+01,-7.602912e-01
1.195000e+01,-7.573314e-01
1.196000e+01,-7.538209e-01
1.197000e+01,-7.503104e-01
1.198000e+01,-7.467999e-01
1.199000e+01,-7.432894e-01
12,-7.397789e-01
1.201000e+01,-7.362684e-01
1.202000e+01,-7.327579e-01
1.203000e+01,-7.292474e-01
1.204000e+01,-7.241972e-01
1.205000e+01,-7.191470e-01
1.206000e+01,-7.140969e-01
1.207000e+01,-7.090467e-01
1.208000e+01,-7.039965e-01
1.209000e+01,-6.989463e-01
1.210000e+01,-6.938961e-01
1.211000e+01,-6.887913e-01
1.212000e+01,-6.836046e-01
1.213000e+01,-6.784179e-01
1.214000e+01,-6.732313e-01
1.215000e+01,-6.680446e-01
1.216000e+01,-6.628579e-01
1.217000e+01,-6.576712e-01
1.218000e+01,-6.524845e-01
1.219000e+01,-6.443758e-01
1.220000e+01,-6.362670e-01
1.221000e+01,-6.281583e-01
1.222000e+01,-6.200495e-01
1.223000e+01,-6.119408e-01
1.224000e+01,-6.038320e-01
1.225000e+01,-5.957232e-01
1.226000e+01,-5.878144e-01
1.227000e+01,-5.799278e-01
1.228000e+01,-5.720412e-01
1.229000e+01,-5.641546e-01
1.230000e+01,-5.562680e-01
1.231000e+01,-5.483814e-01
1.232000e+01,-5.404948e-01
1.233000e+01,-5.284830e-01
1.234000e+01,-5.137209e-01
1.235000e+01,-4.989588e-01
1.236000e+01,-4.841967e-01
1.237000e+01,-4.694346e-01
1.238000e+01,-4.546725e-01
1.239000e+01,-4.404870e-01
1.240000e+01,-4.314914e-01
1.241000e+01,-4.224957e-01
1.242000e+01,-4.135001e-01
1.243000e+01,-4.045044e-01
1.244000e+01,-3.955088e-01
1.245000e+01,-3.865131e-01
1.246000e+01,-3.769001e-01
1.247000e+01,-3.670226e-01
1.248000e+01,-3.571450e-01
1.249000e+01,-3.472674e-01
1.250000e+01,-3.373898e-01
1.251000e+01,-3.275122e-01
1.252000e+01,-3.176347e-01
1.253000e+01,-3.089949e-01
1.254000e+01,-3.004927e-01
1.255000e+01,-2.919905e-01
1.256000e+01,-2.834883e-01
1.257000e+01,-2.749860e-01
1.258000e+01,-2.664838e-01
1.259000e+01,-2.579816e-01
1.260000e+01,-2.494794e-01
1.261000e+01,-2.394544e-01
1.262000e+01,-2.294294e-01
1.263000e+01,-2.194044e-01
1.264000e+01,-2.093794e-01
1.265000e+01,-1.993544e-01
1.266000e+01,-1.893294e-01
1.267000e+01,-1.793044e-01
1.268000e+01,-1.692794e-01
1.269000e+01,-1.592543e-01
1.270000e+01,-1.492293e-01
1.271000e+01,-1.392043e-01
1.272000e+01,-1.291793e-01
1.273000e+01,-1.191543e-01
1.274000e+01,-1.096237e-01
1.275000e+01,-1.004227e-01
1.276000e+01,-9.122165e-02
1.277000e+01,-8.202062e-02
1.278000e+01,-7.281959e-02
1.279000e+01,-6.361856e-02
1.280000e+01,-5.441753e-02
1.281000e+01,-4.557796e-02
1.282000e+01,-3.758183e-02
1.283000e+01,-2.958570e-02
1.284000e+01,-2.158956e-02
1.285000e+01,-1.359343e-02
1.286000e+01,-5.597294e-03
1.287000e+01,2.398840e-03
1.288000e+01,1.058312e-02
1.289000e+01,2.046070e-02
1.290000e+01,3.033827e-02
1.291000e+01,4.021585e-02
1.292000e+01,5.009343e-02
1.293000e+01,5.997101e-02
1.294000e+01,6.984858e-02
1.295000e+01,8.030579e-02
1.296000e+01,9.211546e-02
1.297000e+01,1.039251e-01
1.298000e+01,1.157348e-01
1.299000e+01,1.275445e-01
13,1.393542e-01
1.301000e+01,1.511638e-01
1.302000e+01,1.614278e-01
1.303000e+01,1.713054e-01
1.304000e+01,1.811830e-01
1.305000e+01,1.910606e-01
1.306000e+01,2.009381e-01
1.307000e+01,2.108157e-01
1.308000e+01,2.206933e-01
1.309000e+01,2.361697e-01
1.310000e+01,2.516461e-01
1.311000e+01,2.671225e-01
1.312000e+01,2.825989e-01
1.313000e+01,2.980752e-01
1.314000e+01,3.135516e-01
1.315000e+01,3.263946e-01
1.316000e+01,3.385792e-01
1.317000e+01,3.507637e-01
1.318000e+01,3.629483e-01
1.319000e+01,3.751329e-01
1.320000e+01,3.873175e-01
1.321000e+01,3.976430e-01
1.322000e+01,4.061095e-01
1.323000e+01,4.145760e-01
1.324000e+01,4.230425e-01
1.325000e+01,4.315090e-01
1.326000e+01,4.399755e-01
1.327000e+01,4.484420e-01
1.328000e+01,4.576987e-01
1.329000e+01,4.672941e-01
1.330000e+01,4.768894e-01
1.331000e+01,4.864848e-01
1.332000e+01,4.960802e-01
1.333000e+01,5.056755e-01
1.334000e+01,5.152709e-01
1.335000e+01,5.241645e-01
1.336000e+01,5.327573e-01
1.337000e+01,5.413502e-01
1.338000e+01,5.499431e-01
1.339000e+01,5.585359e-01
1.340000e+01,5.671288e-01
1.341000e+01,5.757216e-01
1.342000e+01,5.788169e-01
1.343000e+01,5.819122e-01
1.344000e+01,5.850075e-01
1.345000e+01,5.881028e-01
1.346000e+01,5.911980e-01
1.347000e+01,5.942933e-01
1.348000e+01,6.010047e-01
1.349000e+01,6.086200e-01
1.350000e+01,6.162354e-01
1.351000e+01,6.238508e-01
1.352000e+01,6.314661e-01
1.353000e+01,6.390815e-01
1.354000e+01,6.472507e-01
1.355000e+01,6.559738e-01
1.356000e+01,6.646968e-01
1.357000e+01,6.734199e-01
1.358000e+01,6.821429e-01
1.359000e+01,6.908660e-01
1.360000e+01,6.995890e-01
1.361000e+01,7.041103e-01
1.362000e+01,7.081647e-01
1.363000e+01,7.122190e-01
1.364000e+01,7.162734e-01
1.365000e+01,7.203278e-01
1.366000e+01,7.243822e-01
1.367000e+01,7.284365e-01
1.368000e+01,7.304284e-01
1.369000e+01,7.319046e-01
1.370000e+01,7.333808e-01
1.371000e+01,7.348570e-01
1.372000e+01,7.363332e-01
1.373000e+01,7.378094e-01
1.374000e+01,7.393071e-01
1.375000e+01,7.408547e-01
1.376000e+01,7.424024e-01
1.377000e+01,7.439500e-01
1.378000e+01,7.454976e-01
1.379000e+01,7.470453e-01
1.380000e+01,7.486036e-01
1.381000e+01,7.502580e-01
1.382000e+01,7.519123e-01
1.383000e+01,7.535667e-01
1.384000e+01,7.552211e-01
1.385000e+01,7.568754e-01
1.386000e+01,7.585133e-01
1.387000e+01,7.601125e-01
1.388000e+01,7.617117e-01
1.389000e+01,7.633110e-01
1.390000e+01,7.649102e-01
1.391000e+01,7.665094e-01
1.392000e+01,7.676289e-01
1.393000e+01,7.676289e-01
1.394000e+01,7.676289e-01
1.395000e+01,7.676289e-01
1.396000e+01,7.676289e-01
1.397000e+01,7.676289e-01
1.398000e+01,7.669997e-01
1.399000e+01,7.654267e-01
14,7.638536e-01
1.401000e+01,7.622806e-01
1.402000e+01,7.607076e-01
1.403000e+01,7.591346e-01
1.404000e+01,7.580335e-01
1.405000e+01,7.580335e-01
1.406000e+01,7.580335e-01
1.407000e+01,7.580335e-01
1.408000e+01,7.580335e-01
1.409000e+01,7.580335e-01
1.410000e+01,7.580335e-01
1.411000e+01,7.569369e-01
1.412000e+01,7.555661e-01
1.413000e+01,7.541954e-01
1.414000e+01,7.528246e-01
1.415000e+01,7.514538e-01
1.416000e+01,7.500831e-01
1.417000e+01,7.487123e-01
1.418000e+01,7.473256e-01
1.419000e+01,7.459350e-01
1.420000e+01,7.445444e-01
1.421000e+01,7.431537e-01
1.422000e+01,7.417631e-01
1.423000e+01,7.403725e-01
1.424000e+01,7.389818e-01
1.425000e+01,7.361013e-01
1.426000e+01,7.330551e-01
1.427000e+01,7.300090e-01
1.428000e+01,7.269628e-01
1.429000e+01,7.239167e-01
1.430000e+01,7.208705e-01
1.431000e+01,7.177644e-01
1.432000e+01,7.146184e-01
1.433000e+01,7.114724e-01
1.434000e+01,7.083264e-01
1.435000e+01,7.051804e-01
1.436000e+01,7.020344e-01
1.437000e+01,6.981018e-01
1.438000e+01,6.933828e-01
1.439000e+01,6.886638e-01
1.440000e+01,6.839447e-01
1.441000e+01,6.792257e-01
1.442000e+01,6.745067e-01
1.443000e+01,6.699038e-01
1.444000e+01,6.654752e-01
1.445000e+01,6.610466e-01
1.446000e+01,6.566179e-01
1.447000e+01,6.521893e-01
1.448000e+01,6.477607e-01
1.449000e+01,6.433320e-01
1.450000e+01,6.377335e-01
1.451000e+01,6.320049e-01
1.452000e+01,6.262763e-01
1.453000e+01,6.205477e-01
1.454000e+01,6.148192e-01
1.455000e+01,6.090906e-01
1.456000e+01,6.030966e-01
1.457000e+01,5.960412e-01
1.458000e+01,5.889858e-01
1.459000e+01,5.819304e-01
1.460000e+01,5.748750e-01
1.461000e+01,5.678196e-01
1.462000e+01,5.607642e-01
1.463000e+01,5.536666e-01
1.464000e+01,5.465059e-01
1.465000e+01,5.393452e-01
1.466000e+01,5.321845e-01
1.467000e+01,5.250238e-01
1.468000e+01,5.178631e-01
1.469000e+01,5.107023e-01
1.470000e+01,5.022572e-01
1.471000e+01,4.932615e-01
1.472000e+01,4.842659e-01
1.473000e+01,4.752702e-01
1.474000e+01,4.662746e-01
1.475000e+01,4.572789e-01
1.476000e+01,4.478335e-01
1.477000e+01,4.373386e-01
1.478000e+01,4.268436e-01
1.479000e+01,4.163487e-01
1.480000e+01,4.058538e-01
1.481000e+01,3.953589e-01
1.482000e+01,3.848639e-01
1.483000e+01,3.747919e-01
1.484000e+01,3.647669e-01
1.485000e+01,3.547419e-01
1.486000e+01,3.447169e-01
1.487000e+01,3.346919e-01
1.488000e+01,3.246669e-01
1.489000e+01,3.147278e-01
1.490000e+01,3.051325e-01
1.491000e+01,2.955371e-01
1.492000e+01,2.859418e-01
1.493000e+01,2.763464e-01
1.494000e+01,2.667510e-01
1.495000e+01,2.571557e-01
1.496000e+01,2.473127e-01
1.497000e+01,2.364792e-01
1.498000e+01,2.256457e-01
1.499000e+01,2.148123e-01
15,2.039788e-01
1.501000e+01,1.931453e-01
1.502000e+01,1.823119e-01
1.503000e+01,1.703177e-01
1.504000e+01,1.583235e-01
1.505000e+01,1.463293e-01
1.506000e+01,1.343351e-01
1.507000e+01,1.223409e-01
1.508000e+01,1.103466e-01
1.509000e+01,9.894233e-02
1.510000e+01,8.793126e-02
1.511000e+01,7.692019e-02
1.512000e+01,6.590912e-02
1.513000e+01,5.489805e-02
1.514000e+01,4.388698e-02
1.515000e+01,3.287591e-02
1.516000e+01,2.186484e-02
1.517000e+01,1.085377e-02
1.518000e+01,-1.573010e-04
1.519000e+01,-1.116837e-02
1.520000e+01,-2.217944e-02
1.521000e+01,-3.326392e-02
1.522000e+01,-4.445851e-02
1.523000e+01,-5.565309e-02
1.524000e+01,-6.684768e-02
1.525000e+01,-7.804227e-02
1.526000e+01,-8.923686e-02
1.527000e+01,-9.960898e-02
1.528000e+01,-1.087474e-01
1.529000e+01,-1.178859e-01
1.530000e+01,-1.270243e-01
1.531000e+01,-1.361627e-01
1.532000e+01,-1.453012e-01
1.533000e+01,-1.539554e-01
1.534000e+01,-1.582518e-01
1.535000e+01,-1.625483e-01
1.536000e+01,-1.668447e-01
1.537000e+01,-1.711411e-01
1.538000e+01,-1.754376e-01
1.539000e+01,-1.797340e-01
1.540000e+01,-1.854239e-01
1.541000e+01,-1.932039e-01
1.542000e+01,-2.009839e-01
1.543000e+01,-2.087639e-01
1.544000e+01,-2.165440e-01
1.545000e+01,-2.243240e-01
1.546000e+01,-2.321040e-01
1.547000e+01,-2.398840e-01
1.548000e+01,-2.488797e-01
1.549000e+01,-2.578753e-01
1.550000e+01,-2.668710e-01
1.551000e+01,-2.758666e-01
1.552000e+01,-2.848623e-01
1.553000e+01,-2.938579e-01
1.554000e+01,-3.029392e-01
1.555000e+01,-3.120777e-01
1.556000e+01,-3.212161e-01
1.557000e+01,-3.303546e-01
1.558000e+01,-3.394930e-01
1.559000e+01,-3.486314e-01
1.560000e+01,-3.574957e-01
1.561000e+01,-3.657203e-01
1.562000e+01,-3.739449e-01
1.563000e+01,-3.821695e-01
1.564000e+01,-3.903941e-01
1.565000e+01,-3.986187e-01
1.566000e+01,-4.068433e-01
1.567000e+01,-4.148731e-01
1.568000e+01,-4.224484e-01
1.569000e+01,-4.300237e-01
1.570000e+01,-4.375990e-01
1.571000e+01,-4.451742e-01
1.572000e+01,-4.527495e-01
1.573000e+01,-4.603248e-01
1.574000e+01,-4.679001e-01
1.575000e+01,-4.761877e-01
1.576000e+01,-4.847805e-01
1.577000e+01,-4.933734e-01
1.578000e+01,-5.019663e-01
1.579000e+01,-5.105591e-01
1.580000e+01,-5.191520e-01
1.581000e+01,-5.277448e-01
1.582000e+01,-5.352412e-01
1.583000e+01,-5.427376e-01
1.584000e+01,-5.502340e-01
1.585000e+01,-5.577303e-01
1.586000e+01,-5.652267e-01
1.587000e+01,-5.727231e-01
1.588000e+01,-5.802909e-01
1.589000e+01,-5.879062e-01
1.590000e+01,-5.955216e-01
1.591000e+01,-6.031370e-01
1.592000e+01,-6.107523e-01
1.593000e+01,-6.183677e-01
1.594000e+01,-6.257546e-01
1.595000e+01,-6.326084e-01
1.596000e+01,-6.394623e-01
1.597000e+01,-6.463161e-01
1.598000e+01,-6.531699e-01
1.599000e+01,-6.600237e-01
16,-6.668776e-01
1.601000e+01,-6.733440e-01
1.602000e+01,-6.789065e-01
1.603000e+01,-6.844691e-01
1.604000e+01,-6.900316e-01
1.605000e+01,-6.955941e-01
1.606000e+01,-7.011567e-01
1.607000e+01,-7.067192e-01
1.608000e+01,-7.117255e-01
1.609000e+01,-7.158974e-01
1.610000e+01,-7.200693e-01
1.611000e+01,-7.242411e-01
1.612000e+01,-7.284130e-01
1.613000e+01,-7.325849e-01
1.614000e+01,-7.367568e-01
1.615000e+01,-7.403659e-01
1.616000e+01,-7.434120e-01
1.617000e+01,-7.464581e-01
1.618000e+01,-7.495043e-01
1.619000e+01,-7.525504e-01
1.620000e+01,-7.555966e-01
1.621000e+01,-7.583157e-01
1.622000e+01,-7.597268e-01
1.623000e+01,-7.611379e-01
1.624000e+01,-7.625490e-01
1.625000e+01,-7.639601e-01
1.626000e+01,-7.653711e-01
1.627000e+01,-7.667822e-01
1.628000e+01,-7.676289e-01
1.629000e+01,-7.676289e-01
1.630000e+01,-7.676289e-01
1.631000e+01,-7.676289e-01
1.632000e+01,-7.676289e-01
1.633000e+01,-7.676289e-01
1.634000e+01,-7.676289e-01
1.635000e+01,-7.676289e-01
1.636000e+01,-7.676289e-01
1.637000e+01,-7.676289e-01
1.638000e+01,-7.676289e-01
1.639000e+01,-7.676289e-01
1.640000e+01,-7.676289e-01
1.641000e+01,-7.676289e-01
1.642000e+01,-7.673193e-01
1.643000e+01,-7.642241e-01
1.644000e+01,-7.611288e-01
1.645000e+01,-7.580335e-01
1.646000e+01,-7.549382e-01
1.647000e+01,-7.518429e-01
1.648000e+01,-7.487477e-01
1.649000e+01,-7.460393e-01
1.650000e+01,-7.433739e-01
1.651000e+01,-7.407085e-01
1.652000e+01,-7.380432e-01
1.653000e+01,-7.353778e-01
1.654000e+01,-7.327124e-01
1.655000e+01,-7.300470e-01
1.656000e+01,-7.273005e-01
1.657000e+01,-7.245193e-01
1.658000e+01,-7.217380e-01
1.659000e+01,-7.189567e-01
1.660000e+01,-7.161755e-01
1.661000e+01,-7.133942e-01
1.662000e+01,-7.106130e-01
1.663000e+01,-7.066196e-01
1.664000e+01,-7.023231e-01
1.665000e+01,-6.980267e-01
1.666000e+01,-6.937303e-01
1.667000e+01,-6.894338e-01
1.668000e+01,-6.851374e-01
1.669000e+01,-6.808534e-01
1.670000e+01,-6.766815e-01
1.671000e+01,-6.725096e-01
1.672000e+01,-6.683377e-01
1.673000e+01,-6.641658e-01
1.674000e+01,-6.599939e-01
1.675000e+01,-6.558221e-01
1.676000e+01,-6.518448e-01
1.677000e+01,-6.486464e-01
1.678000e+01,-6.454479e-01
1.679000e+01,-6.422495e-01
1.680000e+01,-6.390510e-01
1.681000e+01,-6.358526e-01
1.682000e+01,-6.326541e-01
1.683000e+01,-6.294557e-01
1.684000e+01,-6.262572e-01
1.685000e+01,-6.227268e-01
1.686000e+01,-6.178684e-01
1.687000e+01,-6.130100e-01
1.688000e+01,-6.081515e-01
1.689000e+01,-6.032931e-01
1.690000e+01,-5.984347e-01
1.691000e+01,-5.935763e-01
1.692000e+01,-5.887179e-01
1.693000e+01,-5.837397e-01
1.694000e+01,-5.784820e-01
1.695000e+01,-5.732242e-01
1.696000e+01,-5.679665e-01
1.697000e+01,-5.627088e-01
1.698000e+01,-5.574510e-01
1.699000e+01,-5.521933e-01
17,-5.469356e-01
1.701000e+01,-5.392593e-01
1.702000e+01,-5.315830e-01
1.703000e+01,-5.239067e-01
1.704000e+01,-5.162304e-01
1.705000e+01,-5.085541e-01
1.706000e+01,-5.008778e-01
1.707000e+01,-4.932015e-01
1.708000e+01,-4.860773e-01
1.709000e+01,-4.795052e-01
1.710000e+01,-4.729330e-01
1.711000e+01,-4.663608e-01
1.712000e+01,-4.597887e-01
1.713000e+01,-4.532165e-01
1.714000e+01,-4.466443e-01
1.715000e+01,-4.389878e-01
1.716000e+01,-4.269936e-01
1.717000e+01,-4.149994e-01
1.718000e+01,-4.030052e-01
1.719000e+01,-3.910110e-01
1.720000e+01,-3.790168e-01
1.721000e+01,-3.670226e-01
1.722000e+01,-3.550284e-01
1.723000e+01,-3.460727e-01
1.724000e+01,-3.371170e-01
1.725000e+01,-3.281613e-01
1.726000e+01,-3.192057e-01
1.727000e+01,-3.102500e-01
1.728000e+01,-3.012943e-01
1.729000e+01,-2.923387e-01
1.730000e+01,-2.827433e-01
1.731000e+01,-2.725082e-01
1.732000e+01,-2.622732e-01
1.733000e+01,-2.520381e-01
1.734000e+01,-2.418031e-01
1.735000e+01,-2.315680e-01
1.736000e+01,-2.213330e-01
1.737000e+01,-2.110979e-01
1.738000e+01,-2.018969e-01
1.739000e+01,-1.926959e-01
1.740000e+01,-1.834948e-01
1.741000e+01,-1.742938e-01
1.742000e+01,-1.650928e-01
1.743000e+01,-1.558918e-01
1.744000e+01,-1.466907e-01
1.745000e+01,-1.364674e-01
1.746000e+01,-1.258058e-01
1.747000e+01,-1.151443e-01
1.748000e+01,-1.044828e-01
1.749000e+01,-9.382131e-02
1.750000e+01,-8.315979e-02
1.751000e+01,-7.249828e-02
1.752000e+01,-5.959224e-02
1.753000e+01,-4.444167e-02
1.754000e+01,-2.929110e-02
1.755000e+01,-1.414053e-02
